knr2017,kommune,aar,utmarea,tamrein,villrein,antrein,LANDKAT,ALTREG,reg,Malekg,Femalekg,Chkg,Metmale,Metfemale,Metch,SumVillrein,Villsommer,Villaar,Maleperw,Femaleperw,Chperw,Beitedager,Maleandelw,Femaleandw,Chandelw,Maleandxmet,Femandmet,Chandmet,Maleandxbdg,Feandxbdg,Chandxbdg,sumvillrein,TOTBAR
1857,Værøy,1959,17.58,0,0,0,NNorway,coast,2,100,63,45,31.6227766,22.36173065,17.37438278,0.00,0,0,25,50,25,365,0,0,0,0,0,0,0,0,0,0,0
1859,Flakstad,1959,166.56,0,0,0,NNorway,mountain,3,100,63,45,31.6227766,22.36173065,17.37438278,0.00,0,0,25,50,25,365,0,0,0,0,0,0,0,0,0,0,0
1860,Vestvågøy,1959,369.58,0,0,0,NNorway,coast,2,100,63,45,31.6227766,22.36173065,17.37438278,0.00,0,0,25,50,25,365,0,0,0,0,0,0,0,0,0,0,0
1865,Vågan,1959,449.58,0,0,0,NNorway,mountain,3,100,63,45,31.6227766,22.36173065,17.37438278,0.00,0,0,25,50,25,365,0,0,0,0,0,0,0,0,0,0,0
1866,Hadsel,1959,533.7,70.21182083,0,70.21182083,NNorway,mountain,3,100,63,45,31.6227766,22.36173065,17.37438278,0.00,0,0,25,50,25,365,0,0,0,0,0,0,0,0,0,0,0
1867,Bø,1959,226.28,0,0,0,NNorway,coast,2,100,63,45,31.6227766,22.36173065,17.37438278,0.00,0,0,25,50,25,365,0,0,0,0,0,0,0,0,0,0,0
1868,Øksnes,1959,302.55,0,0,0,NNorway,coast,2,100,63,45,31.6227766,22.36173065,17.37438278,0.00,0,0,25,50,25,365,0,0,0,0,0,0,0,0,0,0,0
1870,Sortland,1959,673.43,88.59424115,0,88.59424115,NNorway,mountain,3,100,63,45,31.6227766,22.36173065,17.37438278,0.00,0,0,25,50,25,365,0,0,0,0,0,0,0,0,0,0,0
1871,Andøy,1959,608.4,0,0,0,NNorway,coast,2,100,63,45,31.6227766,22.36173065,17.37438278,0.00,0,0,25,50,25,365,0,0,0,0,0,0,0,0,0,0,0
1874,Moskenes,1959,111.82,0,0,0,NNorway,mountain,3,100,63,45,31.6227766,22.36173065,17.37438278,0.00,0,0,25,50,25,365,0,0,0,0,0,0,0,0,0,0,0
1902,Tromsø,1959,2497.07,1043.203094,0,1043.203094,NNorway,mountain,3,100,63,45,31.6227766,22.36173065,17.37438278,0.00,0,0,25,50,25,365,0,0,0,0,0,0,0,0,0,0,0
1903,Harstad,1959,401.57,71.68598248,0,71.68598248,NNorway,mountain,3,100,63,45,31.6227766,22.36173065,17.37438278,0.00,0,0,25,50,25,365,0,0,0,0,0,0,0,0,0,0,0
1911,Kvæfjord,1959,496.7,154.0122689,0,154.0122689,NNorway,mountain,3,100,63,45,31.6227766,22.36173065,17.37438278,0.00,0,0,25,50,25,365,0,0,0,0,0,0,0,0,0,0,0
1913,Skånland,1959,455.28,30.37061671,0,30.37061671,NNorway,mountain,3,100,63,45,31.6227766,22.36173065,17.37438278,0.00,0,0,25,50,25,365,0,0,0,0,0,0,0,0,0,0,0
1917,Ibestad,1959,230.14,0,0,0,NNorway,mountain,3,100,63,45,31.6227766,22.36173065,17.37438278,0.00,0,0,25,50,25,365,0,0,0,0,0,0,0,0,0,0,0
1919,Gratangen,1959,303.55,64.04822261,0,64.04822261,NNorway,mountain,3,100,63,45,31.6227766,22.36173065,17.37438278,0.00,0,0,25,50,25,365,0,0,0,0,0,0,0,0,0,0,0
1920,Lavangen,1959,295.82,42.68378407,0,42.68378407,NNorway,mountain,3,100,63,45,31.6227766,22.36173065,17.37438278,0.00,0,0,25,50,25,365,0,0,0,0,0,0,0,0,0,0,0
1922,Bardu,1959,2530.05,616.9336653,0,616.9336653,NNorway,mountain,3,100,63,45,31.6227766,22.36173065,17.37438278,0.00,0,0,25,50,25,365,0,0,0,0,0,0,0,0,0,0,0
1923,Salangen,1959,430.08,104.8717736,0,104.8717736,NNorway,mountain,3,100,63,45,31.6227766,22.36173065,17.37438278,0.00,0,0,25,50,25,365,0,0,0,0,0,0,0,0,0,0,0
1924,Målselv,1959,3186.18,901.5791473,0,901.5791473,NNorway,mountain,3,100,63,45,31.6227766,22.36173065,17.37438278,0.00,0,0,25,50,25,365,0,0,0,0,0,0,0,0,0,0,0
1925,Sørreisa,1959,339.81,33.82902425,0,33.82902425,NNorway,mountain,3,100,63,45,31.6227766,22.36173065,17.37438278,0.00,0,0,25,50,25,365,0,0,0,0,0,0,0,0,0,0,0
1926,Dyrøy,1959,272.76,27.15401152,0,27.15401152,NNorway,mountain,3,100,63,45,31.6227766,22.36173065,17.37438278,0.00,0,0,25,50,25,365,0,0,0,0,0,0,0,0,0,0,0
1927,Tranøy,1959,494.83,67.1293276,0,67.1293276,NNorway,mountain,3,100,63,45,31.6227766,22.36173065,17.37438278,0.00,0,0,25,50,25,365,0,0,0,0,0,0,0,0,0,0,0
1928,Torsken,1959,238.05,32.29419485,0,32.29419485,NNorway,mountain,3,100,63,45,31.6227766,22.36173065,17.37438278,0.00,0,0,25,50,25,365,0,0,0,0,0,0,0,0,0,0,0
1929,Berg,1959,270.75,50.90265528,0,50.90265528,NNorway,mountain,3,100,63,45,31.6227766,22.36173065,17.37438278,0.00,0,0,25,50,25,365,0,0,0,0,0,0,0,0,0,0,0
1931,Lenvik,1959,841.11,241.8686464,0,241.8686464,NNorway,mountain,3,100,63,45,31.6227766,22.36173065,17.37438278,0.00,0,0,25,50,25,365,0,0,0,0,0,0,0,0,0,0,0
1933,Balsfjord,1959,1392.92,255.4793273,0,255.4793273,NNorway,mountain,3,100,63,45,31.6227766,22.36173065,17.37438278,0.00,0,0,25,50,25,365,0,0,0,0,0,0,0,0,0,0,0
1936,Karlsøy,1959,1000.03,264.5114527,0,264.5114527,NNorway,mountain,3,100,63,45,31.6227766,22.36173065,17.37438278,0.00,0,0,25,50,25,365,0,0,0,0,0,0,0,0,0,0,0
1938,Lyngen,1959,782.92,1333.973368,0,1333.973368,NNorway,mountain,3,100,63,45,31.6227766,22.36173065,17.37438278,0.00,0,0,25,50,25,365,0,0,0,0,0,0,0,0,0,0,0
1939,Storfjord,1959,1478,583.6753711,0,583.6753711,NNorway,mountain,3,100,63,45,31.6227766,22.36173065,17.37438278,0.00,0,0,25,50,25,365,0,0,0,0,0,0,0,0,0,0,0
1940,Kåfjord,1959,953.7,2001.580436,0,2001.580436,NNorway,mountain,3,100,63,45,31.6227766,22.36173065,17.37438278,0.00,0,0,25,50,25,365,0,0,0,0,0,0,0,0,0,0,0
1941,Skjervøy,1959,464.51,791.4524716,0,791.4524716,NNorway,mountain,3,100,63,45,31.6227766,22.36173065,17.37438278,0.00,0,0,25,50,25,365,0,0,0,0,0,0,0,0,0,0,0
1942,Nordreisa,1959,3336.36,5684.636215,0,5684.636215,NNorway,mountain,3,100,63,45,31.6227766,22.36173065,17.37438278,0.00,0,0,25,50,25,365,0,0,0,0,0,0,0,0,0,0,0
1943,Kvænangen,1959,2046.2,3486.405131,0,3486.405131,NNorway,mountain,3,100,63,45,31.6227766,22.36173065,17.37438278,0.00,0,0,25,50,25,365,0,0,0,0,0,0,0,0,0,0,0
2002,Vardø,1959,582.85,993.0853438,0,993.0853438,NNorway,mountain,3,100,63,45,31.6227766,22.36173065,17.37438278,0.00,0,0,25,50,25,365,0,0,0,0,0,0,0,0,0,0,0
2003,Vadsø,1959,1228.12,2092.524616,0,2092.524616,NNorway,mountain,3,100,63,45,31.6227766,22.36173065,17.37438278,0.00,0,0,25,50,25,365,0,0,0,0,0,0,0,0,0,0,0
2004,Hammerfest,1959,818.85,1395.192475,0,1395.192475,NNorway,mountain,3,100,63,45,31.6227766,22.36173065,17.37438278,0.00,0,0,25,50,25,365,0,0,0,0,0,0,0,0,0,0,0
2011,Kautokeino,1959,8991.71,15320.4691,0,15320.4691,NNorway,mountain,3,100,63,45,31.6227766,22.36173065,17.37438278,0.00,0,0,25,50,25,365,0,0,0,0,0,0,0,0,0,0,0
2012,Alta,1959,3609.01,6149.18922,0,6149.18922,NNorway,mountain,3,100,63,45,31.6227766,22.36173065,17.37438278,0.00,0,0,25,50,25,365,0,0,0,0,0,0,0,0,0,0,0
2014,Loppa,1959,672.43,1145.715669,0,1145.715669,NNorway,mountain,3,100,63,45,31.6227766,22.36173065,17.37438278,0.00,0,0,25,50,25,365,0,0,0,0,0,0,0,0,0,0,0
2015,Hasvik,1959,539.3,918.8829474,0,918.8829474,NNorway,mountain,3,100,63,45,31.6227766,22.36173065,17.37438278,0.00,0,0,25,50,25,365,0,0,0,0,0,0,0,0,0,0,0
2017,Kvalsund,1959,1741.9,2967.92547,0,2967.92547,NNorway,mountain,3,100,63,45,31.6227766,22.36173065,17.37438278,0.00,0,0,25,50,25,365,0,0,0,0,0,0,0,0,0,0,0
2018,Måsøy,1959,1073.2,1828.565139,0,1828.565139,NNorway,mountain,3,100,63,45,31.6227766,22.36173065,17.37438278,0.00,0,0,25,50,25,365,0,0,0,0,0,0,0,0,0,0,0
2019,Nordkapp,1959,893,1521.53249,0,1521.53249,NNorway,mountain,3,100,63,45,31.6227766,22.36173065,17.37438278,0.00,0,0,25,50,25,365,0,0,0,0,0,0,0,0,0,0,0
2020,Porsanger,1959,4637.36,7901.336965,0,7901.336965,NNorway,mountain,3,100,63,45,31.6227766,22.36173065,17.37438278,0.00,0,0,25,50,25,365,0,0,0,0,0,0,0,0,0,0,0
2021,Karasjok,1959,5206.43,8870.943342,0,8870.943342,NNorway,mountain,3,100,63,45,31.6227766,22.36173065,17.37438278,0.00,0,0,25,50,25,365,0,0,0,0,0,0,0,0,0,0,0
2022,Lebesby,1959,3246.1,5530.847276,0,5530.847276,NNorway,mountain,3,100,63,45,31.6227766,22.36173065,17.37438278,0.00,0,0,25,50,25,365,0,0,0,0,0,0,0,0,0,0,0
2023,Gamvik,1959,1355.93,2310.292889,0,2310.292889,NNorway,mountain,3,100,63,45,31.6227766,22.36173065,17.37438278,0.00,0,0,25,50,25,365,0,0,0,0,0,0,0,0,0,0,0
2024,Berlevåg,1959,1082.4,1844.240501,0,1844.240501,NNorway,mountain,3,100,63,45,31.6227766,22.36173065,17.37438278,0.00,0,0,25,50,25,365,0,0,0,0,0,0,0,0,0,0,0
2025,Tana,1959,3827.2,6520.950893,0,6520.950893,NNorway,mountain,3,100,63,45,31.6227766,22.36173065,17.37438278,0.00,0,0,25,50,25,365,0,0,0,0,0,0,0,0,0,0,0
2027,Nesseby,1959,1372.9,2339.207118,0,2339.207118,NNorway,mountain,3,100,63,45,31.6227766,22.36173065,17.37438278,0.00,0,0,25,50,25,365,0,0,0,0,0,0,0,0,0,0,0
2028,Båtsfjord,1959,1415.33,2411.501209,0,2411.501209,NNorway,mountain,3,100,63,45,31.6227766,22.36173065,17.37438278,0.00,0,0,25,50,25,365,0,0,0,0,0,0,0,0,0,0,0
2030,Sør-Varanger,1959,3476.36,5923.174343,0,5923.174343,NNorway,mountain,3,100,63,45,31.6227766,22.36173065,17.37438278,0.00,0,0,25,50,25,365,0,0,0,0,0,0,0,0,0,0,0
101,Halden,1969,535.04,0,0,0,SENorway,inlandlow,2,100,63,45,31.6227766,22.36173065,17.37438278,0.00,0,0,25,50,25,365,0,0,0,0,0,0,0,0,0,0,0
104,Moss,1969,50.12,0,0,0,SENorway,inlandlow,2,100,63,45,31.6227766,22.36173065,17.37438278,0.00,0,0,25,50,25,365,0,0,0,0,0,0,0,0,0,0,0
105,Sarpsborg,1969,288.05,0,0,0,SENorway,inlandlow,2,100,63,45,31.6227766,22.36173065,17.37438278,0.00,0,0,25,50,25,365,0,0,0,0,0,0,0,0,0,0,0
106,Fredrikstad,1969,210.44,0,0,0,SENorway,inlandlow,2,100,63,45,31.6227766,22.36173065,17.37438278,0.00,0,0,25,50,25,365,0,0,0,0,0,0,0,0,0,0,0
111,Hvaler,1969,83.92,0,0,0,SENorway,inlandlow,2,100,63,45,31.6227766,22.36173065,17.37438278,0.00,0,0,25,50,25,365,0,0,0,0,0,0,0,0,0,0,0
118,Aremark,1969,264.42,0,0,0,SENorway,inlandlow,2,100,63,45,31.6227766,22.36173065,17.37438278,0.00,0,0,25,50,25,365,0,0,0,0,0,0,0,0,0,0,0
119,Marker,1969,326.62,0,0,0,SENorway,inlandlow,2,100,63,45,31.6227766,22.36173065,17.37438278,0.00,0,0,25,50,25,365,0,0,0,0,0,0,0,0,0,0,0
121,Rømskog,1969,156.3,0,0,0,SENorway,inlandlow,2,100,63,45,31.6227766,22.36173065,17.37438278,0.00,0,0,25,50,25,365,0,0,0,0,0,0,0,0,0,0,0
122,Trøgstad,1969,121.27,0,0,0,SENorway,inlandlow,2,100,63,45,31.6227766,22.36173065,17.37438278,0.00,0,0,25,50,25,365,0,0,0,0,0,0,0,0,0,0,0
123,Spydeberg,1969,96.12,0,0,0,SENorway,inlandlow,2,100,63,45,31.6227766,22.36173065,17.37438278,0.00,0,0,25,50,25,365,0,0,0,0,0,0,0,0,0,0,0
124,Askim,1969,39.16,0,0,0,SENorway,inlandlow,2,100,63,45,31.6227766,22.36173065,17.37438278,0.00,0,0,25,50,25,365,0,0,0,0,0,0,0,0,0,0,0
125,Eidsberg,1969,151.91,0,0,0,SENorway,inlandlow,2,100,63,45,31.6227766,22.36173065,17.37438278,0.00,0,0,25,50,25,365,0,0,0,0,0,0,0,0,0,0,0
127,Skiptvet,1969,56.69,0,0,0,SENorway,inlandlow,2,100,63,45,31.6227766,22.36173065,17.37438278,0.00,0,0,25,50,25,365,0,0,0,0,0,0,0,0,0,0,0
128,Rakkestad,1969,306.31,0,0,0,SENorway,inlandlow,2,100,63,45,31.6227766,22.36173065,17.37438278,0.00,0,0,25,50,25,365,0,0,0,0,0,0,0,0,0,0,0
135,Råde,1969,69.64,0,0,0,SENorway,inlandlow,2,100,63,45,31.6227766,22.36173065,17.37438278,0.00,0,0,25,50,25,365,0,0,0,0,0,0,0,0,0,0,0
136,Rygge,1969,42.12,0,0,0,SENorway,inlandlow,2,100,63,45,31.6227766,22.36173065,17.37438278,0.00,0,0,25,50,25,365,0,0,0,0,0,0,0,0,0,0,0
137,Våler,1969,203.09,0,0,0,SENorway,inlandlow,2,100,63,45,31.6227766,22.36173065,17.37438278,0.00,0,0,25,50,25,365,0,0,0,0,0,0,0,0,0,0,0
138,Hobøl,1969,109.54,0,0,0,SENorway,inlandlow,2,100,63,45,31.6227766,22.36173065,17.37438278,0.00,0,0,25,50,25,365,0,0,0,0,0,0,0,0,0,0,0
211,Vestby,1969,94.87,0,0,0,SENorway,inlandlow,2,100,63,45,31.6227766,22.36173065,17.37438278,0.00,0,0,25,50,25,365,0,0,0,0,0,0,0,0,0,0,0
213,Ski,1969,127.46,0,0,0,SENorway,inlandlow,2,100,63,45,31.6227766,22.36173065,17.37438278,0.00,0,0,25,50,25,365,0,0,0,0,0,0,0,0,0,0,0
214,Ås,1969,61.32,0,0,0,SENorway,inlandlow,2,100,63,45,31.6227766,22.36173065,17.37438278,0.00,0,0,25,50,25,365,0,0,0,0,0,0,0,0,0,0,0
215,Frogn,1969,71.11,0,0,0,SENorway,inlandlow,2,100,63,45,31.6227766,22.36173065,17.37438278,0.00,0,0,25,50,25,365,0,0,0,0,0,0,0,0,0,0,0
216,Nesodden,1969,53.73,0,0,0,SENorway,inlandlow,2,100,63,45,31.6227766,22.36173065,17.37438278,0.00,0,0,25,50,25,365,0,0,0,0,0,0,0,0,0,0,0
217,Oppegård,1969,31.98,0,0,0,SENorway,inlandlow,2,100,63,45,31.6227766,22.36173065,17.37438278,0.00,0,0,25,50,25,365,0,0,0,0,0,0,0,0,0,0,0
219,Bærum,1969,169,0,0,0,SENorway,inlandlow,2,100,63,45,31.6227766,22.36173065,17.37438278,0.00,0,0,25,50,25,365,0,0,0,0,0,0,0,0,0,0,0
220,Asker,1969,84.84,0,0,0,SENorway,inlandlow,2,100,63,45,31.6227766,22.36173065,17.37438278,0.00,0,0,25,50,25,365,0,0,0,0,0,0,0,0,0,0,0
221,Aurskog-Høland,1969,796.95,0,0,0,SENorway,inlandlow,2,100,63,45,31.6227766,22.36173065,17.37438278,0.00,0,0,25,50,25,365,0,0,0,0,0,0,0,0,0,0,0
226,Sørum,1969,124.53,0,0,0,SENorway,inlandlow,2,100,63,45,31.6227766,22.36173065,17.37438278,0.00,0,0,25,50,25,365,0,0,0,0,0,0,0,0,0,0,0
227,Fet,1969,110.56,0,0,0,SENorway,inlandlow,2,100,63,45,31.6227766,22.36173065,17.37438278,0.00,0,0,25,50,25,365,0,0,0,0,0,0,0,0,0,0,0
228,Rælingen,1969,50.62,0,0,0,SENorway,inlandlow,2,100,63,45,31.6227766,22.36173065,17.37438278,0.00,0,0,25,50,25,365,0,0,0,0,0,0,0,0,0,0,0
229,Enebakk,1969,165.73,0,0,0,SENorway,inlandlow,2,100,63,45,31.6227766,22.36173065,17.37438278,0.00,0,0,25,50,25,365,0,0,0,0,0,0,0,0,0,0,0
230,Lørenskog,1969,60.83,0,0,0,SENorway,inlandlow,2,100,63,45,31.6227766,22.36173065,17.37438278,0.00,0,0,25,50,25,365,0,0,0,0,0,0,0,0,0,0,0
231,Skedsmo,1969,50.68,0,0,0,SENorway,inlandlow,2,100,63,45,31.6227766,22.36173065,17.37438278,0.00,0,0,25,50,25,365,0,0,0,0,0,0,0,0,0,0,0
233,Nittedal,1969,165.15,0,0,0,SENorway,inlandlow,2,100,63,45,31.6227766,22.36173065,17.37438278,0.00,0,0,25,50,25,365,0,0,0,0,0,0,0,0,0,0,0
234,Gjerdrum,1969,55.95,0,0,0,SENorway,inlandlow,2,100,63,45,31.6227766,22.36173065,17.37438278,0.00,0,0,25,50,25,365,0,0,0,0,0,0,0,0,0,0,0
235,Ullensaker,1969,161.13,0,0,0,SENorway,inlandlow,2,100,63,45,31.6227766,22.36173065,17.37438278,0.00,0,0,25,50,25,365,0,0,0,0,0,0,0,0,0,0,0
236,Nes,1969,470.97,0,0,0,SENorway,inlandlow,2,100,63,45,31.6227766,22.36173065,17.37438278,0.00,0,0,25,50,25,365,0,0,0,0,0,0,0,0,0,0,0
237,Eidsvoll,1969,334.9,0,0,0,SENorway,inlandlow,2,100,63,45,31.6227766,22.36173065,17.37438278,0.00,0,0,25,50,25,365,0,0,0,0,0,0,0,0,0,0,0
238,Nannestad,1969,273.7,0,0,0,SENorway,inlandlow,2,100,63,45,31.6227766,22.36173065,17.37438278,0.00,0,0,25,50,25,365,0,0,0,0,0,0,0,0,0,0,0
239,Hurdal,1969,253.44,0,0,0,SENorway,inlandlow,2,100,63,45,31.6227766,22.36173065,17.37438278,0.00,0,0,25,50,25,365,0,0,0,0,0,0,0,0,0,0,0
301,Oslo kommune,1969,390.37,0,0,0,SENorway,inlandlow,2,100,63,45,31.6227766,22.36173065,17.37438278,0.00,0,0,25,50,25,365,0,0,0,0,0,0,0,0,0,0,0
402,Kongsvinger,1969,910.53,0,0,0,SENorway,inlandlow,2,100,63,45,31.6227766,22.36173065,17.37438278,0.00,0,0,25,50,25,365,0,0,0,0,0,0,0,0,0,0,0
403,Hamar,1969,289.58,0,0,0,SENorway,inlandlow,2,100,63,45,31.6227766,22.36173065,17.37438278,0.00,0,0,25,50,25,365,0,0,0,0,0,0,0,0,0,0,0
412,Ringsaker,1969,941.89,0,9.282463261,9.282463261,SENorway,inlandlow,2,100,63,45,31.6227766,22.36173065,17.37438278,9.28,11.60307908,10.05600187,25,50,25,365,2.514000466,5.028000933,2.514000466,79.49967513,112.4348026,43.67920641,29017.38142,41038.70294,15942.91034,85998.99471,91.30471149
415,Løten,1969,314.76,0,0,0,SENorway,inlandlow,2,100,63,45,31.6227766,22.36173065,17.37438278,0.00,0,0,25,50,25,365,0,0,0,0,0,0,0,0,0,0,0
417,Stange,1969,539.87,0,0,0,SENorway,inlandlow,2,100,63,45,31.6227766,22.36173065,17.37438278,0.00,0,0,25,50,25,365,0,0,0,0,0,0,0,0,0,0,0
418,Nord-Odal,1969,447.68,0,0,0,SENorway,inlandlow,2,100,63,45,31.6227766,22.36173065,17.37438278,0.00,0,0,25,50,25,365,0,0,0,0,0,0,0,0,0,0,0
419,Sør-Odal,1969,413.61,0,0,0,SENorway,inlandlow,2,100,63,45,31.6227766,22.36173065,17.37438278,0.00,0,0,25,50,25,365,0,0,0,0,0,0,0,0,0,0,0
420,Eidskog,1969,567.33,0,0,0,SENorway,inlandlow,2,100,63,45,31.6227766,22.36173065,17.37438278,0.00,0,0,25,50,25,365,0,0,0,0,0,0,0,0,0,0,0
423,Grue,1969,711.45,0,0,0,SENorway,inlandlow,2,100,63,45,31.6227766,22.36173065,17.37438278,0.00,0,0,25,50,25,365,0,0,0,0,0,0,0,0,0,0,0
425,Åsnes,1969,905.84,0,0,0,SENorway,inlandlow,2,100,63,45,31.6227766,22.36173065,17.37438278,0.00,0,0,25,50,25,365,0,0,0,0,0,0,0,0,0,0,0
426,Våler,1969,630.32,0,0,0,SENorway,inlandlow,2,100,63,45,31.6227766,22.36173065,17.37438278,0.00,0,0,25,50,25,365,0,0,0,0,0,0,0,0,0,0,0
427,Elverum,1969,1162.4,0,0,0,SENorway,inlandlow,2,100,63,45,31.6227766,22.36173065,17.37438278,0.00,0,0,25,50,25,365,0,0,0,0,0,0,0,0,0,0,0
428,Trysil,1969,2925.19,0,0,0,SENorway,inlandlow,2,100,63,45,31.6227766,22.36173065,17.37438278,0.00,0,0,25,50,25,365,0,0,0,0,0,0,0,0,0,0,0
429,Åmot,1969,1277.2,0,12.58699219,12.58699219,SENorway,inlandlow,2,100,63,45,31.6227766,22.36173065,17.37438278,12.59,15.73374024,13.63590821,25,50,25,365,3.408977052,6.817954105,3.408977052,107.8013198,152.4612533,59.22887219,39347.48171,55648.35745,21618.53835,116614.3775,91.30471149
430,Stor-Elvdal,1969,2109.51,0,64.27525535,64.27525535,SENorway,mountain,3,100,63,45,31.6227766,22.36173065,17.37438278,64.28,80.34406919,69.63152663,25,50,25,365,17.40788166,34.81576332,17.40788166,550.4855528,778.5407217,302.4511993,200927.2268,284167.3634,110394.6877,595489.2779,282.2879616
432,Rendalen,1969,3042.83,1000,62.72531251,1062.725313,SENorway,mountain,3,100,63,45,31.6227766,22.36173065,17.37438278,62.73,78.40664064,67.95242189,25,50,25,365,16.98810547,33.97621094,16.98810547,537.2110642,759.7668777,295.1578472,196082.0384,277314.9104,107732.6142,581129.563,190.9832501
434,Engerdal,1969,1906.91,3049.058528,0,3049.058528,SENorway,mountain,3,100,63,45,31.6227766,22.36173065,17.37438278,0.00,0,0,25,50,25,365,0,0,0,0,0,0,0,0,0,0,0
436,Tolga,1969,1066.95,0,123.1885104,123.1885104,SENorway,mountain,3,100,63,45,31.6227766,22.36173065,17.37438278,123.19,153.985638,133.4542196,25,50,25,365,33.36355491,66.72710981,33.36355491,1055.048243,1492.133657,579.6711738,385092.6089,544628.7848,211579.9785,1141301.372,1069.685901
437,Tynset,1969,1764.56,0,444.0896718,444.0896718,SENorway,mountain,3,100,63,45,31.6227766,22.36173065,17.37438278,444.09,555.1120897,481.0971444,25,50,25,365,120.2742861,240.5485722,120.2742861,3803.406881,5379.082381,2089.691485,1388243.511,1963365.069,762737.3922,4114345.973,2331.655468
438,Alvdal,1969,892.71,0,18.40244566,18.40244566,SENorway,mountain,3,100,63,45,31.6227766,22.36173065,17.37438278,18.40,23.00305708,19.9359828,25,50,25,365,4.9839957,9.9679914,4.9839957,157.6077826,222.9015388,86.59384906,57526.84065,81359.06167,31606.75491,170492.6572,190.9832501
439,Folldal,1969,1231.51,0,870.5641213,870.5641213,SENorway,mountain,3,100,63,45,31.6227766,22.36173065,17.37438278,870.56,1088.205152,943.1111314,25,50,25,365,235.7777828,471.5555657,235.7777828,7455.948155,10544.79855,4096.49345,2721421.076,3848851.47,1495220.109,8065492.656,6549.27094
441,Os,1969,977.23,839.1106285,112.8295684,951.9401969,SENorway,mountain,3,100,63,45,31.6227766,22.36173065,17.37438278,112.83,141.0369605,122.2320325,25,50,25,365,30.55800812,61.11601624,30.55800812,966.3290641,1366.659894,530.92653,352710.1084,498830.8612,193788.1835,1045329.153,1069.685901
501,Lillehammer,1969,413.89,0,0,0,SENorway,inlandlow,2,100,63,45,31.6227766,22.36173065,17.37438278,0.00,0,0,25,50,25,365,0,0,0,0,0,0,0,0,0,0,0
502,Gjøvik,1969,559.75,0,0,0,SENorway,inlandlow,2,100,63,45,31.6227766,22.36173065,17.37438278,0.00,0,0,25,50,25,365,0,0,0,0,0,0,0,0,0,0,0
511,Dovre,1969,1317.5,0,2370.981055,2370.981055,SENorway,mountain,3,100,63,45,31.6227766,22.36173065,17.37438278,2370.98,2963.726319,2568.562809,25,50,25,365,642.1407024,1284.281405,642.1407024,20306.27198,28718.75486,11156.79836,7411789.272,10482345.52,4072231.402,21966366.2,16672.76372
512,Lesja,1969,2133.37,1165.105331,2375.107215,3540.212546,SENorway,mountain,3,100,63,45,31.6227766,22.36173065,17.37438278,2375.11,2968.884018,2573.032816,25,50,25,365,643.258204,1286.516408,643.258204,20341.61048,28768.73339,11176.21426,7424687.825,10500587.69,4079318.205,22004593.72,10314.47603
513,Skjåk,1969,1954.55,1067.445696,189.1114457,1256.557142,SENorway,mountain,3,100,63,45,31.6227766,22.36173065,17.37438278,189.11,236.3893071,204.8707328,25,50,25,365,51.2176832,102.4353664,51.2176832,1619.645354,2290.632073,889.875633,591170.5542,836080.7066,324804.606,1752055.867,896.3985914
514,Lom,1969,1848.3,1650,178.8312834,1828.831283,SENorway,mountain,3,100,63,45,31.6227766,22.36173065,17.37438278,178.83,223.5391043,193.7338904,25,50,25,365,48.4334726,96.86694519,48.4334726,1531.600884,2166.112538,841.5016922,559034.3226,790631.0762,307148.1177,1656813.516,896.3985914
515,Vågå,1969,1239.69,2240,119.9455466,2359.945547,SENorway,mountain,3,100,63,45,31.6227766,22.36173065,17.37438278,119.95,149.9319332,129.9410088,25,50,25,365,32.4852522,64.9705044,32.4852522,1027.273873,1452.85292,564.4112064,374954.9637,530291.3157,206010.0903,1111256.37,896.3985914
516,Nord-Fron,1969,1050.36,0,577.7827462,577.7827462,SENorway,mountain,3,100,63,45,31.6227766,22.36173065,17.37438278,577.78,722.2284327,625.9313084,25,50,25,365,156.4828271,312.9656542,156.4828271,4948.421483,6998.453662,2718.792536,1806173.841,2554435.587,992359.2757,5352968.704,5096.318123
517,Sel,1969,856.34,0,471.0560921,471.0560921,SENorway,mountain,3,100,63,45,31.6227766,22.36173065,17.37438278,471.06,588.8201151,510.3107664,25,50,25,365,127.5776916,255.1553832,127.5776916,4034.360841,5705.715954,2216.583648,1472541.707,2082586.323,809053.0315,4364181.062,5096.318123
519,Sør-Fron,1969,666.75,0,0,0,SENorway,mountain,3,100,63,45,31.6227766,22.36173065,17.37438278,0.00,0,0,25,50,25,365,0,0,0,0,0,0,0,0,0,0,0
520,Ringebu,1969,1174.17,0,11.57161652,11.57161652,SENorway,mountain,3,100,63,45,31.6227766,22.36173065,17.37438278,11.57,14.46452065,12.5359179,25,50,25,365,3.133979475,6.26795895,3.133979475,99.10513281,140.1624098,54.45095902,36173.37348,51159.27957,19874.60004,107207.2531,91.30471149
521,Øyer,1969,585.42,0,5.769399444,5.769399444,SENorway,mountain,3,100,63,45,31.6227766,22.36173065,17.37438278,5.77,7.211749305,6.250182731,25,50,25,365,1.562545683,3.125091365,1.562545683,49.41203305,69.88245138,27.1482668,18035.39206,25507.09475,9909.117383,53451.6042,91.30471149
522,Gausdal,1969,1083.44,0,0,0,SENorway,mountain,3,100,63,45,31.6227766,22.36173065,17.37438278,0.00,0,0,25,50,25,365,0,0,0,0,0,0,0,0,0,0,0
