knr2017,AAR,ART,prod,nytidutm,beitekom,utmar,totareal,VEKTFE,VEKTCH,ANDAD,ANDCH,NYPROD,ADPROD,CHPROD,METAD,METOFF,METADANT,METOFFANT,METBEITAD,METBEITOFF,TOTBEITE,LNTOTBEITE,TOTBAR
1101.00,1969,sau,17452.31,95.00,0.74,346.15,393.52,83,42,0.33,0.66,12868.3614,4246.559263,8493.118525,27.49847245,16.49821534,116773.8929,140121.2983,11093519.82,13311523.34,24405043.17,,70504.24141
1102.00,1969,sau,15635.05,95.00,0.85,204.96,283.67,83,42,0.33,0.66,13345.7748,4404.105683,8808.211366,27.49847245,16.49821534,121106.1788,145319.7679,11505086.98,13805377.95,25310464.93,,123489.7782
1103.00,1969,sau,293.04,95.00,1.78,48.46,66.35,83,42,0.33,0.66,522.8362032,172.5359471,345.0718941,27.49847245,16.49821534,4744.474987,5693.070417,450725.1238,540841.6896,991566.8134,,20461.55207
1106.00,1969,sau,2793.51,95.00,1.48,60.04,67.54,83,42,0.33,0.66,4143.303725,1367.290229,2734.580458,27.49847245,16.49821534,37598.3927,45115.69726,3571847.306,4285991.24,7857838.546,,130876.7246
1111.00,1969,sau,11116.54,95.00,1.45,253.04,266.33,83,42,0.33,0.66,16083.0588,5307.409403,10614.81881,27.49847245,16.49821534,145945.6513,175125.5664,13864836.87,16636928.81,30501765.68,,120541.2808
1112.00,1969,sau,7151.49,95.00,1.17,336.66,357.34,83,42,0.33,0.66,8396.378808,2770.805007,5541.610013,27.49847245,16.49821534,76192.90514,91426.67532,7238325.988,8685534.155,15923860.14,,47299.53111
1114.00,1969,sau,35356.37,95.00,0.99,535.97,586.37,83,42,0.33,0.66,34848.57708,11500.03044,23000.06087,27.49847245,16.49821534,316233.2701,379459.9571,30042160.66,36048695.92,66090856.59,,123310.7386
1119.00,1969,sau,17083.83,95.00,0.47,122.84,247.60,83,42,0.33,0.66,8006.490063,2642.141721,5284.283442,27.49847245,16.49821534,72654.86132,87181.24612,6902211.825,8282218.382,15184430.21,,123611.4475
1120.00,1969,sau,1289.70,95.00,0.50,23.74,105.52,83,42,0.33,0.66,642.8386813,212.1367648,424.2735297,27.49847245,16.49821534,5833.436984,6999.756055,554176.5134,664976.8252,1219153.339,,51354.39506
1121.00,1969,sau,18214.13,95.00,0.82,90.79,169.30,83,42,0.33,0.66,14957.52193,4935.982237,9871.964473,27.49847245,16.49821534,135731.9715,162869.7957,12894537.3,15472630.59,28367167.89,,312448.1538
1122.00,1969,sau,22994.15,95.00,0.89,518.39,561.30,83,42,0.33,0.66,20499.15188,6764.720121,13529.44024,27.49847245,16.49821534,186019.4699,223211.6185,17671849.64,21205103.76,38876953.4,,74995.56974
1124.00,1969,sau,759.48,95.00,0.26,30.04,68.38,83,42,0.33,0.66,200.2461091,66.08121599,132.162432,27.49847245,16.49821534,1817.132497,2180.444262,172627.5873,207142.2049,379769.7922,,12642.13689
1127.00,1969,sau,91.25,95.00,0.00,7.75,23.81,83,42,0.33,0.66,0,0,0,27.49847245,16.49821534,0,0,0,0,0,,0
1129.00,1969,sau,8721.58,95.00,1.31,699.14,711.74,83,42,0.33,0.66,11466.65664,3783.996692,7567.993384,27.49847245,16.49821534,104054.1288,124858.3845,9885142.235,11861546.53,21746688.77,,31104.91284
1130.00,1969,sau,4321.27,95.00,0.50,168.22,192.73,83,42,0.33,0.66,2173.648954,717.3041547,1434.608309,27.49847245,16.49821534,19724.76854,23668.47681,1873853.011,2248505.297,4122358.308,,24505.7562
1133.00,1969,sau,17025.11,95.00,0.97,973.64,1008.44,83,42,0.33,0.66,16441.53167,5425.705451,10851.4109,27.49847245,16.49821534,149198.6119,179028.9138,14173868.13,17007746.81,31181614.93,,32025.81543
1134.00,1969,sau,20352.19,95.00,1.10,1641.69,1673.19,83,42,0.33,0.66,22463.13854,7412.835718,14825.67144,27.49847245,16.49821534,203841.6588,244597.1199,19364957.58,23236726.39,42601683.97,,25949.89552
1135.00,1969,sau,4053.08,95.00,2.08,498.83,507.30,83,42,0.33,0.66,8414.457104,2776.770844,5553.541689,27.49847245,16.49821534,76356.95656,91623.52667,7253910.874,8704235.034,15958145.91,,31991.15111
1141.00,1969,sau,4588.83,95.00,0.24,63.86,104.46,83,42,0.33,0.66,1109.348191,366.0849032,732.1698064,27.49847245,16.49821534,10066.77562,12079.49513,956343.6843,1147552.037,2103895.722,,32945.4388
1142.00,1969,sau,5989.54,95.00,2.88,25.52,64.92,83,42,0.33,0.66,17269.00124,5698.770409,11397.54082,27.49847245,16.49821534,156707.4811,188039.0827,14887210.7,17863712.86,32750923.56,,1283343.4
1144.00,1969,sau,1081.61,95.00,0.96,3.13,5.73,83,42,0.33,0.66,1039.34263,342.9830679,685.9661358,27.49847245,16.49821534,9431.510443,11317.21702,895993.4921,1075135.617,1971129.109,,629753.709
1145.00,1969,sau,2840.99,95.00,1.28,37.15,44.95,83,42,0.33,0.66,3641.267891,1201.618404,2403.236808,27.49847245,16.49821534,33042.67058,39649.11837,3139053.705,3766666.245,6905719.95,,185887.4818
1146.00,1969,sau,17295.25,95.00,0.47,341.25,392.75,83,42,0.33,0.66,8075.962555,2665.067643,5330.135286,27.49847245,16.49821534,73285.28916,87937.71973,6962102.47,8354083.375,15316185.84,,44882.59588
1149.00,1969,sau,7972.92,95.00,0.58,166.71,217.41,83,42,0.33,0.66,4660.324587,1537.907114,3075.814227,27.49847245,16.49821534,42290.09639,50745.44546,4017559.157,4820817.319,8838376.476,,53016.47457
1151.00,1969,sau,245.66,95.00,1.49,5.14,6.14,83,42,0.33,0.66,366.6792878,121.004165,242.00833,27.49847245,16.49821534,3327.429697,3992.705541,316105.8212,379307.0264,695412.8476,,135294.3283
1160.00,1969,sau,20160.65,97.50,0.56,505.29,610.19,83,42,0.33,0.66,11348.85898,3745.123463,7490.246925,27.49847245,16.49821534,102985.1744,123575.7067,10041054.5,12048631.4,22089685.9,,43716.84756
1201.00,1969,sau,10632.07,100.00,1.11,410.34,444.68,83,42,0.33,0.66,11788.49928,3890.204764,7780.409528,27.49847245,16.49821534,106974.6885,128362.8718,10697468.85,12836287.18,23533756.03,,57351.84489
1211.00,1969,sau,12897.59,100.00,1.07,652.50,678.00,83,42,0.33,0.66,13774.2604,4545.505933,9091.011866,27.49847245,16.49821534,124994.4697,149985.4714,12499446.97,14998547.14,27497994.11,,42142.5197
1216.00,1969,sau,6629.97,100.00,0.68,200.30,224.00,83,42,0.33,0.66,4523.944443,1492.901666,2985.803333,27.49847245,16.49821534,41052.51534,49260.42634,4105251.534,4926042.634,9031294.168,,45088.83758
1219.00,1969,sau,6268.20,100.00,0.76,221.00,234.40,83,42,0.33,0.66,4779.22395,1577.143903,3154.287807,27.49847245,16.49821534,43369.04818,52040.11947,4336904.818,5204011.947,9540916.765,,43171.56907
1221.00,1969,sau,2354.84,100.00,1.06,129.53,137.84,83,42,0.33,0.66,2495.474043,823.506434,1647.012868,27.49847245,16.49821534,22645.16899,27172.77296,2264516.899,2717277.296,4981794.195,,38460.54346
1222.00,1969,sau,2713.07,100.00,0.86,129.20,137.10,83,42,0.33,0.66,2335.580196,770.7414646,1541.482929,27.49847245,16.49821534,21194.21293,25431.71731,2119421.293,2543171.731,4662593.024,,36088.1813
1223.00,1969,sau,3576.09,100.00,1.07,232.68,245.08,83,42,0.33,0.66,3838.989455,1266.86652,2533.733041,27.49847245,16.49821534,34836.8941,41802.07331,3483689.41,4180207.331,7663896.742,,32937.49674
1224.00,1969,sau,15113.07,100.00,0.93,1052.75,1093.30,83,42,0.33,0.66,14003.38868,4621.118263,9242.236527,27.49847245,16.49821534,127073.6933,152480.4084,12707369.33,15248040.84,27955410.17,,26554.65226
1227.00,1969,sau,2990.56,100.00,0.97,191.90,196.90,83,42,0.33,0.66,2895.996381,955.6788058,1911.357612,27.49847245,16.49821534,26279.70731,31533.98946,2627970.731,3153398.946,5781369.677,,30126.99154
1228.00,1969,sau,5037.01,100.00,3.64,1578.44,1583.65,83,42,0.33,0.66,18353.30723,6056.591384,12113.18277,27.49847245,16.49821534,166547.0113,199845.8977,16654701.13,19984589.77,36639290.91,,23212.34314
1231.00,1969,sau,9975.84,100.00,1.16,1294.20,1307.80,83,42,0.33,0.66,11592.59237,3825.555481,7651.110962,27.49847245,16.49821534,105196.932,126229.6762,10519693.2,12622967.62,23142660.82,,17881.82725
1232.00,1969,sau,2912.95,100.00,2.41,1456.18,1459.28,83,42,0.33,0.66,7019.516427,2316.440421,4632.880842,27.49847245,16.49821534,63698.5731,76434.26576,6369857.31,7643426.576,14013283.89,,9623.318468
1233.00,1969,sau,3977.53,100.00,0.98,675.57,681.77,83,42,0.33,0.66,3909.205324,1290.037757,2580.075514,27.49847245,16.49821534,35474.06772,42566.64142,3547406.772,4256664.142,7804070.914,,11551.83166
1234.00,1969,sau,5042.12,100.00,1.10,200.24,205.04,83,42,0.33,0.66,5523.091457,1822.620181,3645.240361,27.49847245,16.49821534,50119.27082,60139.96044,5011927.082,6013996.044,11025923.13,,55063.53938
1235.00,1969,sau,28686.38,100.00,1.05,1678.50,1739.31,83,42,0.33,0.66,30199.10294,9965.70397,19931.40794,27.49847245,16.49821534,274041.6361,328832.6602,27404163.61,32883266.02,60287429.62,,35917.44392
1238.00,1969,sau,10191.20,100.00,1.13,560.40,583.76,83,42,0.33,0.66,11561.55097,3815.31182,7630.62364,27.49847245,16.49821534,104915.247,125891.672,10491524.7,12589167.2,23080691.89,,41186.1026
1241.00,1969,sau,7218.98,100.00,0.96,338.58,354.98,83,42,0.33,0.66,6961.353172,2297.246547,4594.493093,27.49847245,16.49821534,63170.77087,75800.93642,6317077.087,7580093.642,13897170.73,,41045.4567
1242.00,1969,sau,2877.36,100.00,2.32,251.88,255.68,83,42,0.33,0.66,6685.627667,2206.25713,4412.51426,27.49847245,16.49821534,60668.70091,72798.61044,6066870.091,7279861.044,13346731.13,,52988.45139
1243.00,1969,sau,1676.82,100.00,0.48,123.08,133.27,83,42,0.33,0.66,797.2781428,263.1017871,526.2035742,27.49847245,16.49821534,7234.897245,8681.419879,723489.7245,868141.9879,1591631.712,,12931.68437
1244.00,1969,sau,3108.57,100.00,1.02,106.36,111.76,83,42,0.33,0.66,3170.955359,1046.415269,2092.830537,27.49847245,16.49821534,28774.82144,34527.96887,2877482.144,3452796.887,6330279.03,,59517.47866
1245.00,1969,sau,2897.57,100.00,0.50,91.68,94.33,83,42,0.33,0.66,1453.737026,479.7332187,959.4664375,27.49847245,16.49821534,13191.9307,15829.48389,1319193.07,1582948.389,2902141.459,,31655.12063
1246.00,1969,sau,4610.67,100.00,0.41,135.25,141.25,83,42,0.33,0.66,1882.248353,621.1419564,1242.283913,27.49847245,16.49821534,17080.45497,20495.4675,1708045.497,2049546.75,3757592.248,,27782.56745
1247.00,1969,sau,3731.58,100.00,0.33,88.75,93.12,83,42,0.33,0.66,1245.249279,410.932262,821.8645239,27.49847245,16.49821534,11300.00948,13559.29789,1130000.948,1355929.789,2485930.738,,28010.48719
1251.00,1969,sau,6520.70,100.00,1.69,710.15,717.37,83,42,0.33,0.66,11038.26078,3642.626056,7285.252113,27.49847245,16.49821534,100166.6523,120193.6581,10016665.23,12019365.81,22036031.04,,31030.10778
1252.00,1969,sau,948.66,100.00,10.19,375.15,377.15,83,42,0.33,0.66,9666.570471,3189.968255,6379.936511,27.49847245,16.49821534,87719.25418,105257.5664,8771925.418,10525756.64,19297682.06,,51439.90952
1253.00,1969,sau,8334.69,100.00,0.65,223.66,247.86,83,42,0.33,0.66,5437.984092,1794.53475,3589.069501,27.49847245,16.49821534,49346.96439,59213.24148,4934696.439,5921324.148,10856020.59,,48538.05145
1256.00,1969,sau,850.04,100.00,0.27,75.77,85.87,83,42,0.33,0.66,226.849563,74.8603558,149.7207116,27.49847245,16.49821534,2058.545432,2470.12454,205854.5432,247012.454,452866.9972,,5976.864157
1259.00,1969,sau,2194.78,100.00,0.42,60.71,64.21,83,42,0.33,0.66,917.0033426,302.6111031,605.2222061,27.49847245,16.49821534,8321.343081,9985.086284,832134.3081,998508.6284,1830642.936,,30153.89452
1260.00,1969,sau,3894.19,100.00,0.52,79.22,105.72,83,42,0.33,0.66,2023.045582,667.6050421,1335.210084,27.49847245,16.49821534,18358.11886,22028.58349,1835811.886,2202858.349,4038670.235,,50980.4372
1263.00,1969,sau,7815.62,100.00,0.73,418.41,453.83,83,42,0.33,0.66,5669.109888,1870.806263,3741.612526,27.49847245,16.49821534,51444.31449,61729.92917,5144431.449,6172992.917,11317424.37,,27048.64694
1264.00,1969,sau,1773.51,100.00,0.91,50.14,55.38,83,42,0.33,0.66,1611.263227,531.7168648,1063.43373,27.49847245,16.49821534,14621.40156,17544.75867,1462140.156,1754475.867,3216616.023,,64152.69292
1265.00,1969,sau,511.21,100.00,1.03,8.58,8.88,83,42,0.33,0.66,524.5971465,173.1170584,346.2341167,27.49847245,16.49821534,4760.45466,5712.245015,476045.466,571224.5015,1047269.967,,122059.4368
1266.00,1969,sau,5805.70,100.00,1.32,519.60,527.50,83,42,0.33,0.66,7691.334733,2538.140462,5076.280924,27.49847245,16.49821534,69794.98557,83749.5758,6979498.557,8374957.58,15354456.14,,29550.53144
1401.00,1969,sau,8710.80,120.00,0.97,648.06,667.96,83,42,0.33,0.66,8475.862486,2797.03462,5594.069241,27.49847245,16.49821534,76914.17945,92292.15895,9229701.534,11075059.07,20304760.61,,31331.60604
1411.00,1969,sau,9203.90,120.00,1.11,557.26,577.96,83,42,0.33,0.66,10205.02209,3367.657291,6735.314583,27.49847245,16.49821534,92605.43125,111120.6704,11112651.75,13334480.44,24447132.19,,43870.24404
1412.00,1969,sau,3041.06,120.00,1.01,216.68,219.78,83,42,0.33,0.66,3071.264565,1013.517307,2027.034613,27.49847245,16.49821534,27870.17773,33442.45355,3344421.328,4013094.426,7357515.754,,33955.67544
1413.00,1969,sau,4214.71,120.00,1.03,238.22,249.62,83,42,0.33,0.66,4338.292562,1431.636545,2863.273091,27.49847245,16.49821534,39367.8181,47238.89602,4724138.172,5668667.523,10392805.7,,43626.92341
1416.00,1969,sau,7617.68,120.00,1.39,849.26,861.40,83,42,0.33,0.66,10584.97345,3493.041237,6986.082475,27.49847245,16.49821534,96053.29823,115257.893,11526395.79,13830947.16,25357342.95,,29858.16234
1417.00,1969,sau,9986.93,120.00,0.98,770.90,793.10,83,42,0.33,0.66,9778.015167,3226.745005,6453.49001,27.49847245,16.49821534,88730.55863,106471.0679,10647667.04,12776528.14,23424195.18,,30385.51716
1418.00,1969,sau,5812.28,120.00,1.18,413.50,423.80,83,42,0.33,0.66,6848.421244,2259.979011,4519.958021,27.49847245,16.49821534,62145.97056,74571.24075,7457516.467,8948548.89,16406065.36,,39676.09518
1419.00,1969,sau,6785.05,120.00,0.99,178.44,183.20,83,42,0.33,0.66,6748.633762,2227.049142,4454.098283,27.49847245,16.49821534,61240.44946,73484.67261,7348853.936,8818160.713,16167014.65,,90601.96508
1420.00,1969,sau,11558.12,120.00,1.03,714.47,734.80,83,42,0.33,0.66,11892.36957,3924.481959,7848.963918,27.49847245,16.49821534,107917.259,129493.8969,12950071.08,15539267.63,28489338.71,,39874.7865
1421.00,1969,sau,7538.28,120.00,1.06,1412.14,1419.44,83,42,0.33,0.66,8019.612896,2646.472256,5292.944511,27.49847245,16.49821534,72773.94441,87324.13831,8732873.329,10478896.6,19211769.93,,13604.72044
1422.00,1969,sau,9727.64,120.00,0.91,1278.26,1291.20,83,42,0.33,0.66,8845.451409,2918.998965,5837.99793,27.49847245,16.49821534,80268.01262,96316.547,9632161.515,11557985.64,21190147.15,,16577.33728
1424.00,1969,sau,2146.42,120.00,1.09,939.95,941.73,83,42,0.33,0.66,2347.301825,774.6096022,1549.219204,27.49847245,16.49821534,21300.58081,25559.35204,2556069.697,3067122.245,5623191.941,,5982.437301
1426.00,1969,sau,15610.98,120.00,1.02,2598.83,2636.53,83,42,0.33,0.66,15987.90333,5276.008098,10552.0162,27.49847245,16.49821534,145082.1633,174089.4354,17409859.6,20890732.25,38300591.85,,14737.6288
1428.00,1969,sau,7687.63,120.00,1.01,291.20,312.50,83,42,0.33,0.66,7766.188046,2562.842055,5125.68411,27.49847245,16.49821534,70474.24165,84564.6402,8456908.997,10147756.82,18604665.82,,63889.64911
1429.00,1969,sau,10113.10,120.00,1.10,372.50,393.60,83,42,0.33,0.66,11127.01256,3671.914144,7343.828287,27.49847245,16.49821534,100972.0299,121160.0605,12116643.59,14539207.26,26655850.85,,71559.33114
1430.00,1969,sau,10768.75,120.00,0.93,511.60,540.90,83,42,0.33,0.66,10066.99856,3322.109524,6644.219048,27.49847245,16.49821534,91352.93722,109617.7566,10962352.47,13154130.79,24116483.26,,47139.33397
1431.00,1969,sau,10549.57,120.00,0.97,592.68,619.98,83,42,0.33,0.66,10242.82067,3380.130821,6760.261643,27.49847245,16.49821534,92948.43427,111532.2523,11153812.11,13383870.28,24537682.39,,41401.23235
1432.00,1969,sau,7435.80,120.00,0.96,542.76,564.98,83,42,0.33,0.66,7122.757323,2350.509917,4701.019833,27.49847245,16.49821534,64635.43219,77558.43752,7756251.863,9307012.502,17063264.36,,31437.95483
1433.00,1969,sau,6527.52,120.00,1.02,334.17,353.57,83,42,0.33,0.66,6652.828337,2195.433351,4390.866702,27.49847245,16.49821534,60371.06352,72441.46437,7244527.623,8692975.725,15937503.35,,47692.80111
1438.00,1969,sau,8400.32,120.00,1.03,789.81,804.51,83,42,0.33,0.66,8636.04076,2849.893451,5699.786902,27.49847245,16.49821534,78367.71655,94036.31169,9404125.985,11284357.4,20688483.39,,26194.25354
1439.00,1969,sau,4421.40,120.00,1.16,154.31,162.09,83,42,0.33,0.66,5134.767165,1694.473164,3388.946329,27.49847245,16.49821534,46595.42363,55911.5663,5591450.835,6709387.956,12300838.79,,79715.11108
1441.00,1969,sau,5917.48,120.00,1.03,215.82,228.22,83,42,0.33,0.66,6119.597385,2019.467137,4038.934274,27.49847245,16.49821534,55532.26143,66635.20739,6663871.372,7996224.887,14660096.26,,67927.4222
1443.00,1969,sau,8221.24,120.00,0.99,391.29,417.50,83,42,0.33,0.66,8098.119517,2672.379441,5344.758881,27.49847245,16.49821534,73486.35242,88178.98295,8818362.291,10581477.95,19399840.25,,49579.18742
1444.00,1969,sau,3883.75,120.00,0.99,166.72,177.00,83,42,0.33,0.66,3833.919716,1265.193506,2530.387013,27.49847245,16.49821534,34790.88878,41746.86982,4174906.653,5009624.379,9184531.032,,55089.55754
1445.00,1969,sau,10551.39,120.00,0.93,918.50,959.20,83,42,0.33,0.66,9780.252924,3227.483465,6454.96693,27.49847245,16.49821534,88750.86514,106495.4344,10650103.82,12779452.13,23429555.95,,25508.49858
1449.00,1969,sau,15688.37,120.00,1.03,1286.88,1328.89,83,42,0.33,0.66,16220.79339,5352.861819,10705.72364,27.49847245,16.49821534,147195.5233,176625.3339,17663462.79,21195040.07,38858502.86,,30195.90239
1502.00,1969,sau,2766.80,111.00,0.92,339.64,355.30,83,42,0.33,0.66,2538.284071,837.6337433,1675.267487,27.49847245,16.49821534,23033.64841,27638.92374,2556734.974,3067920.535,5624655.509,,16560.63923
1504.00,1969,sau,1797.90,111.00,1.00,89.47,92.92,83,42,0.33,0.66,1797.9,593.307,1186.614,27.49847245,16.49821534,16315.03619,19577.01329,1810969.018,2173048.476,3984017.493,,44529.08789
1505.00,1969,sau,365.13,111.00,1.35,61.23,63.93,83,42,0.33,0.66,494.6964325,163.2498227,326.4996454,27.49847245,16.49821534,4489.120752,5386.661458,498292.4035,597919.4218,1096211.825,,17903.18186
1511.00,1969,sau,5602.86,111.00,0.99,342.90,366.40,83,42,0.33,0.66,5529.391027,1824.699039,3649.398078,27.49847245,16.49821534,50176.43625,60208.55534,5569584.424,6683149.643,12252734.07,,35732.67444
1514.00,1969,sau,3867.88,111.00,0.99,75.80,87.40,83,42,0.33,0.66,3842.665166,1268.079505,2536.15901,27.49847245,16.49821534,34870.24933,41842.09747,3870597.676,4644472.82,8515070.495,,112336.0224
1515.00,1969,sau,4968.28,111.00,0.98,112.24,119.54,83,42,0.33,0.66,4850.44594,1600.64716,3201.29432,27.49847245,16.49821534,44015.35183,52815.64306,4885704.054,5862536.379,10748240.43,,95761.2298
1516.00,1969,sau,2476.63,111.00,0.98,88.42,94.40,83,42,0.33,0.66,2429.001384,801.5704568,1603.140914,27.49847245,16.49821534,22041.96312,26448.96401,2446657.907,2935835.005,5382492.912,,60874.15643
1517.00,1969,sau,1135.20,111.00,0.82,71.20,76.80,83,42,0.33,0.66,933.1517426,307.9400751,615.8801501,27.49847245,16.49821534,8467.88167,10160.92334,939934.8654,1127862.491,2067797.356,,29042.0977
1519.00,1969,sau,7342.84,111.00,0.98,504.19,526.39,83,42,0.33,0.66,7202.632458,2376.868711,4753.737422,27.49847245,16.49821534,65360.25877,78428.18365,7254988.723,8705528.385,15960517.11,,31655.75896
1520.00,1969,sau,11389.07,111.00,1.06,742.44,784.55,83,42,0.33,0.66,12075.41286,3984.886244,7969.772488,27.49847245,16.49821534,109578.2846,131487.0227,12163189.59,14595059.52,26758249.11,,36040.95834
1523.00,1969,sau,3805.96,111.00,1.07,121.41,127.11,83,42,0.33,0.66,4055.785756,1338.4093,2676.818599,27.49847245,16.49821534,36804.21125,44162.72967,4085267.449,4902062.993,8987330.442,,74024.63093
1524.00,1969,sau,4253.83,111.00,1.00,888.06,901.06,83,42,0.33,0.66,4235.478778,1397.707997,2795.415994,27.49847245,16.49821534,38434.83484,46119.37502,4266266.667,5119250.627,9385517.295,,10568.56214
1525.00,1969,sau,7736.66,111.00,1.08,830.74,846.84,83,42,0.33,0.66,8319.628826,2745.477512,5490.955025,27.49847245,16.49821534,75496.43774,90590.95841,8380104.589,10055596.38,18435700.97,,22191.90237
1526.00,1969,sau,969.19,111.00,0.99,241.52,246.22,83,42,0.33,0.66,961.2309479,317.2062128,634.4124256,27.49847245,16.49821534,8722.686304,10466.67281,968218.1797,1161800.682,2130018.862,,8819.223508
1528.00,1969,sau,4774.08,111.00,1.05,313.58,328.88,83,42,0.33,0.66,4995.263728,1648.43703,3296.87406,27.49847245,16.49821534,45329.50026,54392.53819,5031574.529,6037571.739,11069146.27,,35299.27377
1529.00,1969,sau,954.57,111.00,0.90,105.32,111.02,83,42,0.33,0.66,862.245496,284.5410137,569.0820274,27.49847245,16.49821534,7824.443226,9388.837832,868513.198,1042160.999,1910674.197,,18141.60841
1531.00,1969,sau,2584.63,111.00,0.85,55.44,57.50,83,42,0.33,0.66,2190.777938,722.9567196,1445.913439,27.49847245,16.49821534,19880.20544,23854.99128,2206702.803,2647904.032,4854606.836,,87565.05836
1532.00,1969,sau,620.84,111.00,0.98,27.96,39.22,83,42,0.33,0.66,611.0840999,201.657753,403.315506,27.49847245,16.49821534,5545.280164,6653.986066,615526.0983,738592.4534,1354118.552,,48430.56336
1534.00,1969,sau,1850.08,111.00,0.97,229.29,249.98,83,42,0.33,0.66,1790.951262,591.0139164,1182.027833,27.49847245,16.49821534,16251.9799,19501.34972,1803969.769,2164649.819,3968619.588,,17308.29774
1535.00,1969,sau,3928.58,111.00,1.02,328.58,349.38,83,42,0.33,0.66,4003.556407,1321.173614,2642.347229,27.49847245,16.49821534,36330.25623,43594.01357,4032658.442,4838935.507,8871593.949,,26999.79898
1539.00,1969,sau,9760.95,111.00,1.06,1405.24,1442.95,83,42,0.33,0.66,10318.07396,3404.964405,6809.928811,27.49847245,16.49821534,93631.31989,112351.672,10393076.51,12471035.59,22864112.1,,16270.61007
1543.00,1969,sau,6932.71,111.00,0.98,966.35,989.45,83,42,0.33,0.66,6823.677134,2251.813454,4503.626908,27.49847245,16.49821534,61921.43023,74301.80654,6873278.756,8247500.526,15120779.28,,15647.31131
1545.00,1969,sau,940.95,111.00,1.41,88.43,93.53,83,42,0.33,0.66,1323.757829,436.8400836,873.6801671,27.49847245,16.49821534,12012.435,14414.16353,1333380.285,1599972.152,2933352.438,,33171.4626
1546.00,1969,sau,363.55,111.00,1.00,15.48,19.58,83,42,0.33,0.66,363.5498322,119.9714446,239.9428893,27.49847245,16.49821534,3299.031465,3958.629456,366192.4926,439407.8696,805600.3622,,52041.36707
1547.00,1969,sau,331.62,111.00,0.69,49.14,58.44,83,42,0.33,0.66,229.9961393,75.89872597,151.7974519,27.49847245,16.49821534,2087.099025,2504.38705,231667.9918,277986.9625,509654.9543,,10371.48869
1548.00,1969,sau,2969.43,111.00,1.02,300.82,359.82,83,42,0.33,0.66,3016.490576,995.44189,1990.88378,27.49847245,16.49821534,27373.13139,32846.02931,3038417.584,3645909.254,6684326.838,,22220.35383
1551.00,1969,sau,1494.70,111.00,1.01,126.35,146.05,83,42,0.33,0.66,1516.206245,500.3480609,1000.696122,27.49847245,16.49821534,13758.80737,16509.7001,1527227.618,1832576.712,3359804.329,,26591.24914
1554.00,1969,sau,669.93,111.00,1.17,150.35,171.95,83,42,0.33,0.66,782.2816468,258.1529434,516.3058869,27.49847245,16.49821534,7098.811603,8518.125702,787968.0879,945511.9529,1733480.041,,11529.63113
1557.00,1969,sau,5620.88,111.00,1.06,346.40,372.00,83,42,0.33,0.66,5970.552202,1970.282227,3940.564454,27.49847245,16.49821534,54179.75153,65012.28091,6013952.42,7216363.181,13230315.6,,38193.75173
1560.00,1969,sau,2802.96,111.00,1.02,303.77,322.57,83,42,0.33,0.66,2864.139758,945.1661203,1890.332241,27.49847245,16.49821534,25990.62452,31187.10836,2884959.322,3461769.028,6346728.35,,20893.20325
1563.00,1969,sau,7817.52,111.00,1.00,1627.59,1651.60,83,42,0.33,0.66,7849.055274,2590.18824,5180.376481,27.49847245,16.49821534,71226.21997,85466.96671,7906110.416,9486833.305,17392943.72,,10686.31764
1566.00,1969,sau,10282.62,111.00,1.21,1279.02,1315.67,83,42,0.33,0.66,12445.75602,4107.099487,8214.198975,27.49847245,16.49821534,112938.9621,135519.6235,12536224.79,15042678.21,27578903,,21562.52678
1567.00,1969,sau,5090.76,111.00,1.01,595.48,621.07,83,42,0.33,0.66,5142.343482,1696.973349,3393.946698,27.49847245,16.49821534,46664.17489,55994.06347,5179723.413,6215341.046,11395064.46,,19135.93145
1571.00,1969,sau,2895.74,111.00,0.86,279.65,295.65,83,42,0.33,0.66,2476.011775,817.0838857,1634.167771,27.49847245,16.49821534,22468.55872,26960.85179,2494010.018,2992654.549,5486664.567,,19619.75529
1573.00,1969,sau,3879.79,111.00,1.12,250.90,265.40,83,42,0.33,0.66,4345.638386,1434.060667,2868.121335,27.49847245,16.49821534,39434.47775,47318.8834,4377227.031,5252396.057,9629623.087,,38380.32319
1576.00,1969,sau,4303.57,111.00,1.00,600.93,624.33,83,42,0.33,0.66,4308.584445,1421.832867,2843.665734,27.49847245,16.49821534,39098.23192,46915.40962,4339903.743,5207610.468,9547514.211,,15887.89744
1601.00,1969,sau,1291.83,104.00,0.81,252.63,321.35,83,42,0.33,0.66,1045.303926,344.9502957,689.9005914,27.49847245,16.49821534,9485.606203,11382.12852,986503.0451,1183741.366,2170244.411,,8590.604485
1612.00,1969,sau,5130.81,104.00,0.87,605.56,625.87,83,42,0.33,0.66,4486.871072,1480.667454,2961.334907,27.49847245,16.49821534,40716.09318,48856.74099,4234473.691,5081101.063,9315574.753,,15383.40504
1613.00,1969,sau,3102.49,104.00,0.97,477.30,490.70,83,42,0.33,0.66,3003.168821,991.0457109,1982.091422,27.49847245,16.49821534,27252.24318,32700.97109,2834233.29,3400900.994,6235134.284,,13063.3444
1617.00,1969,sau,1645.27,104.00,1.11,630.32,646.62,83,42,0.33,0.66,1820.664427,600.8192609,1201.638522,27.49847245,16.49821534,16521.61189,19824.89109,1718247.637,2061788.673,3780036.31,,5997.011534
