knr2017,AAR,ART,prod,nytidutm,beitekom,utmar,totareal,VEKTFE,VEKTCH,ANDAD,ANDCH,NYPROD,ADPROD,CHPROD,METAD,METOFF,METADANT,METOFFANT,METBEITAD,METBEITOFF,TOTBEITE,LNTOTBEITE,TOTBAR
227.00,1949,sau,183.40,84.00,1.76,110.56,137.77,83,42,0.33,0.66,323.3012821,106.6894231,213.3788462,27.49847245,16.49821534,2933.796161,3520.370153,246438.8776,295711.0928,542149.9704,,4903.671946
228.00,1949,sau,26.60,84.00,0.90,50.62,56.64,83,42,0.33,0.66,23.92327044,7.894679244,15.78935849,27.49847245,16.49821534,217.0916197,260.4962364,18235.69605,21881.68386,40117.37991,,792.5203459
229.00,1949,sau,158.70,84.00,1.28,165.73,195.71,83,42,0.33,0.66,202.5078126,66.82757814,133.6551563,27.49847245,16.49821534,1837.656316,2205.071549,154363.1306,185226.0101,339589.1407,,2049.050508
230.00,1949,sau,78.90,84.00,1.00,60.83,67.47,83,42,0.33,0.66,78.9,26.037,52.074,27.49847245,16.49821534,715.9777272,859.1280655,60142.12908,72166.7575,132308.8866,,2175.059783
231.00,1949,sau,189.10,84.00,1.00,50.68,75.01,83,42,0.33,0.66,189.1,62.403,124.806,27.49847245,16.49821534,1715.987176,2059.076263,144142.9228,172962.4061,317105.3289,,6257.011226
233.00,1949,sau,228.00,84.00,1.00,165.15,180.48,83,42,0.33,0.66,228,75.24,150.48,27.49847245,16.49821534,2068.985067,2482.651444,173794.7456,208542.7213,382337.4669,,2315.09214
234.00,1949,sau,298.30,84.00,1.17,55.95,81.95,83,42,0.33,0.66,348.3571917,114.9578733,229.9157465,27.49847245,16.49821534,3161.165911,3793.199496,265537.9365,318628.7577,584166.6942,,10440.87032
235.00,1949,sau,591.90,84.00,0.31,161.13,249.93,83,42,0.33,0.66,183.968919,60.70974328,121.4194866,27.49847245,16.49821534,1669.425203,2003.204835,140231.7171,168269.2062,308500.9232,,1914.608845
236.00,1949,sau,2583.10,84.00,1.32,470.97,611.35,83,42,0.33,0.66,3407.648871,1124.524128,2249.048255,27.49847245,16.49821534,30922.69574,37105.28242,2597506.442,3116843.723,5714350.165,,12133.15108
237.00,1949,sau,3876.00,89.50,1.02,334.90,387.02,83,42,0.33,0.66,3954.257425,1304.90495,2609.8099,27.49847245,16.49821534,35882.89282,43057.20572,3211518.907,3853619.912,7065138.82,,21096.26402
238.00,1949,sau,1452.60,84.00,1.18,273.70,324.70,83,42,0.33,0.66,1717.989682,566.9365949,1133.87319,27.49847245,16.49821534,15589.89034,18706.88405,1309550.788,1571378.26,2880929.049,,10525.86426
239.00,1949,sau,888.30,95.00,1.14,253.44,260.74,83,42,0.33,0.66,1016.557219,335.4638824,670.9277649,27.49847245,16.49821534,9224.744329,11069.11074,876350.7112,1051565.52,1927916.232,,7606.992707
301.00,1949,sau,180.50,84.00,1.00,390.37,426.59,83,42,0.33,0.66,180.5,59.565,119.13,27.49847245,16.49821534,1637.946511,1965.432393,137587.507,165096.321,302683.828,,775.3767656
402.00,1949,sau,2216.40,101.50,1.01,910.53,963.69,83,42,0.33,0.66,2248.550861,742.0217842,1484.043568,27.49847245,16.49821534,20404.46559,24484.07036,2071053.257,2485133.142,4556186.399,,5003.883891
403.00,1949,sau,1063.10,96.00,1.00,289.58,338.20,83,42,0.33,0.66,1063.1,350.823,701.646,27.49847245,16.49821534,9647.0966,11575.9068,926121.2736,1111287.053,2037408.326,,7035.735639
412.00,1949,sau,9230.20,96.00,0.98,941.89,1124.80,83,42,0.33,0.66,9075.968573,2995.069629,5990.139258,27.49847245,16.49821534,82359.83968,98826.60739,7906544.609,9487354.309,17393898.92,,18467.01729
415.00,1949,sau,1400.30,96.00,1.02,314.76,362.51,83,42,0.33,0.66,1426.816268,470.8493686,941.6987372,27.49847245,16.49821534,12947.63839,15536.34855,1242973.285,1491489.461,2734462.746,,8687.453127
417.00,1949,sau,3649.00,96.00,1.05,539.87,640.73,83,42,0.33,0.66,3848.927068,1270.145932,2540.291865,27.49847245,16.49821534,34927.07293,41910.28221,3352999.001,4023387.092,7376386.093,,13663.26355
418.00,1949,sau,2209.70,107.00,1.08,447.68,473.48,83,42,0.33,0.66,2390.760241,788.9508797,1577.901759,27.49847245,16.49821534,21694.94403,26032.56301,2321359.011,2785484.242,5106843.253,,11407.3518
419.00,1949,sau,2623.90,107.00,0.85,413.61,478.01,83,42,0.33,0.66,2232.018832,736.5662146,1473.132429,27.49847245,16.49821534,20254.44576,24304.05604,2167225.696,2600533.996,4767759.692,,11527.1867
420.00,1949,sau,5143.30,107.00,1.00,567.33,605.27,83,42,0.33,0.66,5147.803767,1698.775243,3397.550486,27.49847245,16.49821534,46713.72422,56053.51954,4998368.491,5997726.591,10996095.08,,19382.18512
423.00,1949,sau,3632.80,107.00,1.02,711.45,777.75,83,42,0.33,0.66,3696.014596,1219.684817,2439.369633,27.49847245,16.49821534,33539.46933,40245.2455,3588723.218,4306241.269,7894964.487,,11097.00539
425.00,1949,sau,5028.40,107.00,1.66,905.84,1004.97,83,42,0.33,0.66,8353.740828,2756.734473,5513.468947,27.49847245,16.49821534,75805.98697,90962.39794,8111240.605,9732976.58,17844217.19,,19699.08282
426.00,1949,sau,3568.20,107.00,2.69,630.32,678.82,83,42,0.33,0.66,9601.388406,3168.458174,6336.916348,27.49847245,16.49821534,87127.7598,104547.8105,9322670.299,11186615.72,20509286.02,,32537.89507
427.00,1949,sau,3844.70,107.00,0.85,1162.40,1209.82,83,42,0.33,0.66,3286.058512,1084.399309,2168.798618,27.49847245,16.49821534,29819.32452,35781.30662,3190667.724,3828599.808,7019267.532,,6038.599047
428.00,1949,sau,6015.40,107.00,1.02,2925.19,2948.35,83,42,0.33,0.66,6138.666392,2025.759909,4051.519819,27.49847245,16.49821534,55705.30306,66842.84641,5960467.427,7152184.566,13112651.99,,4482.666765
429.00,1949,sau,1880.10,107.00,1.16,1277.20,1295.29,83,42,0.33,0.66,2176.399517,718.2118405,1436.423681,27.49847245,16.49821534,19749.72851,23698.4272,2113220.95,2535731.711,4648952.661,,3639.956672
430.00,1949,sau,3472.30,108.00,0.79,2109.51,2130.00,83,42,0.33,0.66,2738.561822,903.7254011,1807.450802,27.49847245,16.49821534,24851.06804,29819.71255,2683915.349,3220528.955,5904444.304,,2798.964833
432.00,1949,sau,3693.60,109.00,1.01,3042.83,3063.83,83,42,0.33,0.66,3746.515142,1236.349997,2472.699993,27.49847245,16.49821534,33997.73632,40795.13696,3705753.259,4446669.928,8152423.187,,2679.224008
434.00,1949,sau,2840.50,109.00,0.86,1906.91,1920.91,83,42,0.33,0.66,2452.890105,809.4537347,1618.907469,27.49847245,16.49821534,22258.74122,26709.08404,2426202.793,2911290.161,5337492.954,,2799.027198
436.00,1949,sau,6549.30,109.00,1.14,1066.95,1097.65,83,42,0.33,0.66,7464.793547,2463.38187,4926.763741,27.49847245,16.49821534,67739.2385,81282.80912,7383576.996,8859826.194,16243403.19,,15224.14658
437.00,1949,sau,16560.40,109.00,1.13,1764.56,1820.62,83,42,0.33,0.66,18726.84016,6179.857251,12359.7145,27.49847245,16.49821534,169936.6344,203913.2314,18523093.15,22226542.22,40749635.37,,23093.36909
438.00,1949,sau,7624.70,109.00,0.76,892.71,920.81,83,42,0.33,0.66,5782.752659,1908.308378,3816.616755,27.49847245,16.49821534,52475.56535,62967.36509,5719836.623,6863442.795,12583279.42,,14095.5959
439.00,1949,sau,7422.40,109.00,1.03,1231.51,1257.21,83,42,0.33,0.66,7622.699246,2515.490751,5030.981502,27.49847245,16.49821534,69172.15312,83002.21619,7539764.69,9047241.564,16587006.25,,13468.83603
441.00,1949,sau,5677.20,109.00,1.18,977.23,1007.43,83,42,0.33,0.66,6716.142531,2216.327035,4432.65407,27.49847245,16.49821534,60945.60792,73130.88137,6643071.263,7971266.07,14614337.33,,14954.85948
501.00,1949,sau,5323.80,107.00,0.95,413.89,447.03,83,42,0.33,0.66,5047.679345,1665.734184,3331.468368,27.49847245,16.49821534,45805.14557,54963.28253,4901150.576,5881071.23,10782221.81,,26050.93577
502.00,1949,sau,5139.50,98.00,1.00,559.75,630.88,83,42,0.33,0.66,5140.61615,1696.40333,3392.806659,27.49847245,16.49821534,46648.50022,55975.25486,4571553.022,5485574.977,10057128,,17967.1782
511.00,1949,sau,5503.40,119.00,1.08,1317.50,1347.00,83,42,0.33,0.66,5935.533759,1958.726141,3917.452281,27.49847245,16.49821534,53861.97681,64630.97131,6409575.241,7691085.586,14100660.83,,10702.58886
512.00,1949,sau,5445.40,119.00,0.98,2133.37,2174.17,83,42,0.33,0.66,5322.266105,1756.347815,3512.695629,27.49847245,16.49821534,48296.88199,57953.20891,5747328.957,6896431.86,12643760.82,,5926.661018
513.00,1949,sau,3972.90,119.00,0.80,1954.55,1978.85,83,42,0.33,0.66,3162.031817,1043.4705,2086.940999,27.49847245,16.49821534,28693.84479,34430.802,3414567.53,4097265.439,7511832.968,,3843.254441
514.00,1949,sau,4289.30,119.00,1.24,1848.30,1871.00,83,42,0.33,0.66,5324.517035,1757.090621,3514.181243,27.49847245,16.49821534,48317.30805,57977.71888,5749759.657,6899348.547,12649108.2,,6843.644541
515.00,1949,sau,4543.90,119.00,1.00,1239.69,1272.23,83,42,0.33,0.66,4549.71965,1501.407484,3002.814969,27.49847245,16.49821534,41286.41235,49541.08798,4913083.069,5895389.469,10808472.54,,8718.689784
516.00,1949,sau,9023.10,119.00,0.99,1050.36,1096.57,83,42,0.33,0.66,8895.157522,2935.401982,5870.803965,27.49847245,16.49821534,80719.07054,96857.78801,9605569.394,11526076.77,21131646.17,,20118.47954
517.00,1949,sau,3143.60,119.00,1.01,856.34,892.22,83,42,0.33,0.66,3186.783171,1051.638446,2103.276893,27.49847245,16.49821534,28918.45085,34700.31509,3441295.651,4129337.496,7570633.147,,8840.686114
519.00,1949,sau,4187.60,119.00,1.05,666.75,702.25,83,42,0.33,0.66,4388.321429,1448.146072,2896.292143,27.49847245,16.49821534,39821.80485,47783.65146,4738794.778,5686254.524,10425049.3,,15635.6195
520.00,1949,sau,10176.40,119.00,1.00,1174.17,1222.30,83,42,0.33,0.66,10222.9726,3373.580958,6747.161916,27.49847245,16.49821534,92768.32303,111316.1302,11039430.44,13246619.49,24286049.94,,20683.5892
521.00,1949,sau,2737.90,119.00,0.98,585.42,616.62,83,42,0.33,0.66,2695.274924,889.4407251,1778.88145,27.49847245,16.49821534,24458.26127,29348.36922,2910533.092,3492455.938,6402989.029,,10937.42788
522.00,1949,sau,6692.80,119.00,1.13,1083.44,1152.54,83,42,0.33,0.66,7570.250315,2498.182604,4996.365208,27.49847245,16.49821534,68696.20551,82431.1091,8174848.455,9809301.983,17984150.44,,16599.11988
528.00,1949,sau,3033.40,95.00,1.06,373.62,486.52,83,42,0.33,0.66,3202.274832,1056.750695,2113.501389,27.49847245,16.49821534,29059.02986,34869.00104,2760607.837,3312555.098,6073162.935,,16254.91926
529.00,1949,sau,1321.50,95.00,0.78,172.10,231.51,83,42,0.33,0.66,1029.473643,339.7263021,679.4526043,27.49847245,16.49821534,9341.95436,11209.75538,887485.6642,1064926.761,1952412.425,,11344.63931
532.00,1949,sau,437.00,95.00,0.78,179.16,194.74,83,42,0.33,0.66,339.7081161,112.1036783,224.2073566,27.49847245,16.49821534,3082.679909,3699.02125,292854.5914,351407.0187,644261.6101,,3596.012559
533.00,1949,sau,813.20,95.00,0.94,245.36,273.16,83,42,0.33,0.66,763.0802192,251.8164723,503.6329447,27.49847245,16.49821534,6924.568327,8309.044773,657833.9911,789359.2534,1447193.245,,5898.244394
534.00,1949,sau,3490.30,95.00,1.09,582.39,659.57,83,42,0.33,0.66,3793.840906,1251.967499,2503.934998,27.49847245,16.49821534,34427.19378,41310.45879,3270583.409,3924493.585,7195076.994,,12354.39653
536.00,1949,sau,2661.00,107.00,1.00,635.76,661.35,83,42,0.33,0.66,2648.22393,873.9138968,1747.827794,27.49847245,16.49821534,24031.29721,28836.03931,2571348.802,3085456.206,5656805.008,,8897.705122
538.00,1949,sau,4639.80,107.00,0.99,886.56,928.23,83,42,0.33,0.66,4585.432791,1513.192821,3026.385642,27.49847245,16.49821534,41610.4911,49929.96202,4452322.548,5342505.936,9794828.483,,11048.12814
540.00,1949,sau,3965.30,119.00,1.01,1049.82,1071.12,83,42,0.33,0.66,3998.209369,1319.409092,2638.818183,27.49847245,16.49821534,36281.73456,43535.79063,4317526.413,5180759.085,9498285.497,,9047.537194
541.00,1949,sau,2459.60,119.00,0.92,429.58,444.58,83,42,0.33,0.66,2254.763142,744.0718369,1488.143674,27.49847245,16.49821534,20460.83891,24551.71478,2434839.83,2921654.059,5356493.889,,12469.14169
542.00,1949,sau,4691.10,119.00,1.05,819.44,855.65,83,42,0.33,0.66,4905.442565,1618.796047,3237.592093,27.49847245,16.49821534,44514.41849,53414.49153,5297215.8,6356324.492,11653540.29,,14221.34664
543.00,1949,sau,3475.10,119.00,1.10,390.64,421.04,83,42,0.33,0.66,3830.488062,1264.061061,2528.122121,27.49847245,16.49821534,34759.74825,41709.50315,4136410.041,4963430.875,9099840.917,,23294.69823
544.00,1949,sau,2820.60,119.00,1.06,853.96,882.26,83,42,0.33,0.66,2991.12458,987.0711113,1974.142223,27.49847245,16.49821534,27142.94776,32569.8235,3230010.784,3875808.996,7105819.78,,8321.021804
545.00,1949,sau,4960.90,119.00,1.10,1293.26,1313.76,83,42,0.33,0.66,5481.08267,1808.757281,3617.514562,27.49847245,16.49821534,49738.06227,59682.53424,5918829.41,7102221.574,13021050.98,,10068.39381
602.00,1949,sau,163.40,80.00,1.00,119.92,134.65,83,42,0.33,0.66,163.4,53.922,107.844,27.49847245,16.49821534,1482.772631,1779.233535,118621.8105,142338.6828,260960.4933,,2176.121525
604.00,1949,sau,685.00,97.00,0.98,718.35,756.52,83,42,0.33,0.66,670.0555338,221.1183261,442.2366523,27.49847245,16.49821534,6080.4162,7296.11552,589800.3714,707723.2054,1297523.577,,1806.255414
605.00,1949,sau,2285.70,106.25,1.02,1352.75,1428.52,83,42,0.33,0.66,2330.731963,769.1415478,1538.283096,27.49847245,16.49821534,21150.21766,25378.92576,2247210.627,2696510.862,4943721.489,,3654.57142
612.00,1949,sau,534.90,107.00,0.97,111.50,133.70,83,42,0.33,0.66,520.0604036,171.6199332,343.2398663,27.49847245,16.49821534,4719.286004,5662.845228,504963.6025,605924.4393,1110888.042,,9963.121451
615.00,1949,sau,1463.00,104.00,0.94,663.79,670.69,83,42,0.33,0.66,1378.076518,454.7652509,909.5305017,27.49847245,16.49821534,12505.34972,15005.63007,1300556.371,1560585.528,2861141.899,,4310.311844
616.00,1949,sau,3077.10,124.00,0.98,761.30,775.60,83,42,0.33,0.66,3006.479669,992.1382907,1984.276581,27.49847245,16.49821534,27282.28745,32737.02233,3383003.644,4059390.769,7442394.413,,9775.90229
617.00,1949,sau,3365.90,124.00,0.80,495.24,516.32,83,42,0.33,0.66,2696.766384,889.9329067,1779.865813,27.49847245,16.49821534,24471.79552,29364.60946,3034502.644,3641211.573,6675714.218,,13479.75571
618.00,1949,sau,3123.60,124.00,1.03,695.15,714.75,83,42,0.33,0.66,3228.326052,1065.347597,2130.695195,27.49847245,16.49821534,29295.43155,35152.66814,3632633.513,4358930.849,7991564.362,,11496.17257
619.00,1949,sau,7607.60,124.00,1.00,1056.21,1088.16,83,42,0.33,0.66,7625.983743,2516.574635,5033.14927,27.49847245,16.49821534,69201.95827,83037.98049,8581042.825,10296709.58,18877752.41,,17873.10516
620.00,1949,sau,4182.90,124.00,1.23,1672.39,1688.99,83,42,0.33,0.66,5127.286405,1692.004514,3384.009027,27.49847245,16.49821534,46527.5395,55830.10963,5769414.898,6922933.594,12692348.49,,7589.347277
621.00,1949,sau,2091.00,104.00,0.93,779.61,812.61,83,42,0.33,0.66,1940.383522,640.3265622,1280.653124,27.49847245,16.49821534,17608.00233,21128.49102,1831232.242,2197363.066,4028595.309,,5167.449505
622.00,1949,sau,802.80,104.00,0.90,332.05,341.35,83,42,0.33,0.66,719.3088,237.371904,474.743808,27.49847245,16.49821534,6527.364762,7832.425575,678845.9353,814572.2598,1493418.195,,4497.570231
623.00,1949,sau,993.70,107.00,1.00,409.50,461.18,83,42,0.33,0.66,998.6193069,329.5443713,659.0887425,27.49847245,16.49821534,9061.966814,10873.788,969630.4491,1163495.316,2133125.765,,5209.098328
624.00,1949,sau,785.70,107.00,0.97,369.09,421.86,83,42,0.33,0.66,762.1515244,251.5100031,503.0200061,27.49847245,16.49821534,6916.14089,8298.93238,740027.0753,887985.7647,1628012.84,,4410.883091
625.00,1949,sau,29.50,107.00,0.86,103.57,112.56,83,42,0.33,0.66,25.36448598,8.370280373,16.74056075,27.49847245,16.49821534,230.1699242,276.1893761,24628.18189,29552.26324,54180.44513,,523.1287548
626.00,1949,sau,417.10,83.00,1.05,243.58,284.00,83,42,0.33,0.66,437.8917209,144.5042679,289.0085358,27.49847245,16.49821534,3973.64663,4768.125058,329812.6703,395754.3798,725567.0501,,2978.76283
627.00,1949,sau,192.90,83.00,0.03,94.22,111.04,83,42,0.33,0.66,6.671729291,2.201670666,4.403341332,27.49847245,16.49821534,60.54258016,72.64727351,5025.034153,6029.723701,11054.75785,,117.3292067
628.00,1949,sau,104.50,83.00,0.45,143.13,156.85,83,42,0.33,0.66,46.56607571,15.36680498,30.73360997,27.49847245,16.49821534,422.5636635,507.0497154,35072.78407,42085.12638,77157.91045,,539.0757385
631.00,1949,sau,1210.30,104.00,0.74,526.59,538.19,83,42,0.33,0.66,901.6146601,297.5328378,595.0656756,27.49847245,16.49821534,8181.698544,9817.521657,850896.6485,1021022.252,1871918.901,,3554.793864
632.00,1949,sau,1688.20,104.00,0.97,419.80,429.60,83,42,0.33,0.66,1632.949818,538.8734398,1077.74688,27.49847245,16.49821534,14818.19644,17780.9001,1541092.43,1849213.61,3390306.04,,8076.002954
633.00,1949,sau,3092.30,124.00,1.07,2260.74,2278.94,83,42,0.33,0.66,3320.496461,1095.763832,2191.527664,27.49847245,16.49821534,30131.83155,36156.29532,3736347.112,4483380.62,8219727.732,,3635.857167
701.00,1949,sau,57.00,77.00,0.97,45.98,67.46,83,42,0.33,0.66,55.3235294,18.2567647,36.5135294,27.49847245,16.49821534,502.0331411,602.4080708,38656.55187,46385.42145,85041.97332,,1849.542699
702.00,1949,sau,214.70,77.00,0.68,63.84,83.78,83,42,0.33,0.66,146.2791208,48.27210987,96.54421974,27.49847245,16.49821534,1327.409283,1592.807327,102210.5148,122646.1642,224856.679,,3522.191087
704.00,1949,sau,80.80,77.00,0.79,61.59,104.80,83,42,0.33,0.66,63.75625,21.0395625,42.079125,27.49847245,16.49821534,578.5558298,694.2304655,44548.79889,53455.74584,98004.54473,,1591.241187
709.00,1949,sau,1258.80,77.00,0.61,418.12,496.60,83,42,0.33,0.66,768.0343617,253.4513394,506.9026788,27.49847245,16.49821534,6969.524673,8362.989549,536653.3998,643950.1953,1180603.595,,2823.599912
710.00,1949,sau,440.90,77.00,1.09,310.06,417.50,83,42,0.33,0.66,481.2104106,158.7994355,317.598871,27.49847245,16.49821534,4366.741902,5239.814565,336239.1265,403465.7215,739704.848,,2385.682926
711.00,1949,sau,10.50,77.00,1.00,52.12,55.96,83,42,0.33,0.66,10.5,3.465,6.93,27.49847245,16.49821534,95.28220704,114.3326323,7336.729942,8803.612686,16140.34263,,309.6765662
713.00,1949,sau,284.10,77.00,0.97,140.34,173.90,83,42,0.33,0.66,274.5056285,90.58685741,181.1737148,27.49847245,16.49821534,2491.000203,2989.042961,191807.0156,230156.308,421963.3236,,3006.721701
714.00,1949,sau,238.50,77.00,1.01,134.14,148.51,83,42,0.33,0.66,241.5382167,79.7076115,159.415223,27.49847245,16.49821534,2191.837559,2630.066677,168771.492,202515.1342,371286.6262,,2767.903878
716.00,1949,sau,501.60,77.00,0.97,125.10,224.00,83,42,0.33,0.66,484.0980376,159.7523524,319.5047048,27.49847245,16.49821534,4392.945662,5271.257422,338256.8159,405886.8215,744143.6374,,5948.390387
722.00,1949,sau,57.00,77.00,0.97,46.68,59.23,83,42,0.33,0.66,55.08403364,18.1777311,36.3554622,27.49847245,16.49821534,499.8598378,599.8002441,38489.20751,46184.61879,84673.82631,,1813.920872
723.00,1949,sau,55.10,77.00,0.33,34.80,37.54,83,42,0.33,0.66,17.93953486,5.920046505,11.84009301,27.49847245,16.49821534,162.7922357,195.3404041,12535.00215,15041.21112,27576.21327,,792.4199215
728.00,1949,sau,921.50,77.00,0.93,249.26,271.66,83,42,0.33,0.66,860.3663418,283.9208928,567.8417856,27.49847245,16.49821534,7807.390849,9368.376057,601169.0954,721364.9564,1322534.052,,5305.841498
805.00,1949,sau,218.50,98.00,1.42,150.12,157.53,83,42,0.33,0.66,311.1152264,102.6680247,205.3360494,27.49847245,16.49821534,2823.213849,3387.67836,276674.9572,331992.4793,608667.4365,,4054.539278
806.00,1949,sau,753.40,98.00,1.14,678.34,722.00,83,42,0.33,0.66,858.2688643,283.2287252,566.4574505,27.49847245,16.49821534,7788.357298,9345.536997,763259.0152,915862.6257,1679121.641,,2475.339271
807.00,1949,sau,1546.60,98.00,0.56,831.77,851.07,83,42,0.33,0.66,871.1077171,287.4655466,574.9310933,27.49847245,16.49821534,7904.863415,9485.336981,774676.6146,929563.0242,1704239.639,,2048.931362
811.00,1949,sau,369.60,98.00,1.00,197.76,204.66,83,42,0.33,0.66,371.3840707,122.5567433,245.1134866,27.49847245,16.49821534,3370.12323,4043.935085,330272.0765,396305.6383,726577.7148,,3674.037797
