art,knr2017,xftot,kommune2017,fylkesnr,aar,region,bestv,NT,kalvprs,okseprs,kuprs,okseavad,sum,kalvprku,svekt_o,svekt_ku,svekt_ka,oksevekt,kuvekt,kalvvekt,moksev,mkuv,mkalvv,skalvvekt,vkalvvekt,mskalvv,mvkalvv,LANDKAT,ALTREG,reg,kommune,bestandsvekst,vinterbest,snittbest,lnfelt,lnvbest,hrate,Høstingsrate,Tilvekstrate,antkg,antmkg,utmar,TOTBAR
hjort,124,0,Askim,1,1949,5,0.117,0.223684211,0.24,0.3496,0.4104,0.46,1,0.584795322,80,62,30,144,107.0909091,48,41.56921938,33.2900505,18.23605646,21.81818182,54.54545455,10.09517652,20.07099598,SENorway,inlandlow,2,Askim,0.124105793,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,39.16,#NULL!
hjort,125,0,Eidsberg,1,1949,5,0.117,0.223684211,0.24,0.3496,0.4104,0.46,1,0.584795322,80,62,30,144,107.0909091,48,41.56921938,33.2900505,18.23605646,21.81818182,54.54545455,10.09517652,20.07099598,SENorway,inlandlow,2,Eidsberg,0.124105793,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,151.91,#NULL!
hjort,127,0,Skiptvet,1,1949,5,0.117,0.223684211,0.24,0.3496,0.4104,0.46,1,0.584795322,80,62,30,144,107.0909091,48,41.56921938,33.2900505,18.23605646,21.81818182,54.54545455,10.09517652,20.07099598,SENorway,inlandlow,2,Skiptvet,0.124105793,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,56.69,#NULL!
hjort,128,0,Rakkestad,1,1949,5,0.117,0.223684211,0.24,0.3496,0.4104,0.46,1,0.584795322,80,62,30,144,107.0909091,48,41.56921938,33.2900505,18.23605646,21.81818182,54.54545455,10.09517652,20.07099598,SENorway,inlandlow,2,Rakkestad,0.124105793,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,306.31,#NULL!
hjort,135,0,Råde,1,1949,5,0.117,0.223684211,0.24,0.3496,0.4104,0.46,1,0.584795322,80,62,30,144,107.0909091,48,41.56921938,33.2900505,18.23605646,21.81818182,54.54545455,10.09517652,20.07099598,SENorway,inlandlow,2,Råde,0.124105793,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,69.64,#NULL!
hjort,136,0,Rygge,1,1949,5,0.117,0.223684211,0.24,0.3496,0.4104,0.46,1,0.584795322,80,62,30,144,107.0909091,48,41.56921938,33.2900505,18.23605646,21.81818182,54.54545455,10.09517652,20.07099598,SENorway,inlandlow,2,Rygge,0.124105793,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,42.12,#NULL!
hjort,137,0,Våler,1,1949,5,0.117,0.223684211,0.24,0.3496,0.4104,0.46,1,0.584795322,80,62,30,144,107.0909091,48,41.56921938,33.2900505,18.23605646,21.81818182,54.54545455,10.09517652,20.07099598,SENorway,inlandlow,2,Våler,0.124105793,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,203.09,#NULL!
hjort,138,0,Hobøl,1,1949,5,0.117,0.223684211,0.24,0.3496,0.4104,0.46,1,0.584795322,80,62,30,144,107.0909091,48,41.56921938,33.2900505,18.23605646,21.81818182,54.54545455,10.09517652,20.07099598,SENorway,inlandlow,2,Hobøl,0.124105793,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,109.54,#NULL!
hjort,211,0,Vestby,2,1949,5,0.117,0.223684211,0.24,0.3496,0.4104,0.46,1,0.584795322,80,62,30,144,107.0909091,48,41.56921938,33.2900505,18.23605646,21.81818182,54.54545455,10.09517652,20.07099598,SENorway,inlandlow,2,Vestby,0.124105793,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,94.87,#NULL!
hjort,213,0,Ski,2,1949,5,0.117,0.223684211,0.24,0.3496,0.4104,0.46,1,0.584795322,80,62,30,144,107.0909091,48,41.56921938,33.2900505,18.23605646,21.81818182,54.54545455,10.09517652,20.07099598,SENorway,inlandlow,2,Ski,0.124105793,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,127.46,#NULL!
hjort,214,0,Ås,2,1949,5,0.117,0.223684211,0.24,0.3496,0.4104,0.46,1,0.584795322,80,62,30,144,107.0909091,48,41.56921938,33.2900505,18.23605646,21.81818182,54.54545455,10.09517652,20.07099598,SENorway,inlandlow,2,Ås,0.124105793,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,61.32,#NULL!
hjort,215,0,Frogn,2,1949,5,0.117,0.223684211,0.24,0.3496,0.4104,0.46,1,0.584795322,80,62,30,144,107.0909091,48,41.56921938,33.2900505,18.23605646,21.81818182,54.54545455,10.09517652,20.07099598,SENorway,inlandlow,2,Frogn,0.124105793,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,71.11,#NULL!
hjort,216,0,Nesodden,2,1949,5,0.117,0.223684211,0.24,0.3496,0.4104,0.46,1,0.584795322,80,62,30,144,107.0909091,48,41.56921938,33.2900505,18.23605646,21.81818182,54.54545455,10.09517652,20.07099598,SENorway,inlandlow,2,Nesodden,0.124105793,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,53.73,#NULL!
hjort,217,0,Oppegård,2,1949,5,0.117,0.223684211,0.24,0.3496,0.4104,0.46,1,0.584795322,80,62,30,144,107.0909091,48,41.56921938,33.2900505,18.23605646,21.81818182,54.54545455,10.09517652,20.07099598,SENorway,inlandlow,2,Oppegård,0.124105793,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,31.98,#NULL!
hjort,219,0,Bærum,2,1949,5,0.117,0.223684211,0.24,0.3496,0.4104,0.46,1,0.584795322,80,62,30,144,107.0909091,48,41.56921938,33.2900505,18.23605646,21.81818182,54.54545455,10.09517652,20.07099598,SENorway,inlandlow,2,Bærum,0.124105793,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,169,#NULL!
hjort,220,0,Asker,2,1949,5,0.117,0.223684211,0.24,0.3496,0.4104,0.46,1,0.584795322,80,62,30,144,107.0909091,48,41.56921938,33.2900505,18.23605646,21.81818182,54.54545455,10.09517652,20.07099598,SENorway,inlandlow,2,Asker,0.124105793,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,84.84,#NULL!
hjort,221,0,Aurskog-Høland,2,1949,5,0.117,0.223684211,0.24,0.3496,0.4104,0.46,1,0.584795322,80,62,30,144,107.0909091,48,41.56921938,33.2900505,18.23605646,21.81818182,54.54545455,10.09517652,20.07099598,SENorway,inlandlow,2,Aurskog-Høland,0.124105793,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,796.95,#NULL!
hjort,226,0,Sørum,2,1949,5,0.117,0.223684211,0.24,0.3496,0.4104,0.46,1,0.584795322,80,62,30,144,107.0909091,48,41.56921938,33.2900505,18.23605646,21.81818182,54.54545455,10.09517652,20.07099598,SENorway,inlandlow,2,Sørum,0.124105793,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,124.53,#NULL!
hjort,227,0,Fet,2,1949,5,0.117,0.223684211,0.24,0.3496,0.4104,0.46,1,0.584795322,80,62,30,144,107.0909091,48,41.56921938,33.2900505,18.23605646,21.81818182,54.54545455,10.09517652,20.07099598,SENorway,inlandlow,2,Fet,0.124105793,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,110.56,#NULL!
hjort,228,0,Rælingen,2,1949,5,0.117,0.223684211,0.24,0.3496,0.4104,0.46,1,0.584795322,80,62,30,144,107.0909091,48,41.56921938,33.2900505,18.23605646,21.81818182,54.54545455,10.09517652,20.07099598,SENorway,inlandlow,2,Rælingen,0.124105793,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,50.62,#NULL!
hjort,229,0,Enebakk,2,1949,5,0.117,0.223684211,0.24,0.3496,0.4104,0.46,1,0.584795322,80,62,30,144,107.0909091,48,41.56921938,33.2900505,18.23605646,21.81818182,54.54545455,10.09517652,20.07099598,SENorway,inlandlow,2,Enebakk,0.124105793,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,165.73,#NULL!
hjort,230,0,Lørenskog,2,1949,5,0.117,0.223684211,0.24,0.3496,0.4104,0.46,1,0.584795322,80,62,30,144,107.0909091,48,41.56921938,33.2900505,18.23605646,21.81818182,54.54545455,10.09517652,20.07099598,SENorway,inlandlow,2,Lørenskog,0.124105793,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,60.83,#NULL!
hjort,231,0,Skedsmo,2,1949,5,0.117,0.223684211,0.24,0.3496,0.4104,0.46,1,0.584795322,80,62,30,144,107.0909091,48,41.56921938,33.2900505,18.23605646,21.81818182,54.54545455,10.09517652,20.07099598,SENorway,inlandlow,2,Skedsmo,0.124105793,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,50.68,#NULL!
hjort,233,0,Nittedal,2,1949,5,0.117,0.223684211,0.24,0.3496,0.4104,0.46,1,0.584795322,80,62,30,144,107.0909091,48,41.56921938,33.2900505,18.23605646,21.81818182,54.54545455,10.09517652,20.07099598,SENorway,inlandlow,2,Nittedal,0.124105793,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,165.15,#NULL!
hjort,234,0,Gjerdrum,2,1949,5,0.117,0.223684211,0.24,0.3496,0.4104,0.46,1,0.584795322,80,62,30,144,107.0909091,48,41.56921938,33.2900505,18.23605646,21.81818182,54.54545455,10.09517652,20.07099598,SENorway,inlandlow,2,Gjerdrum,0.124105793,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,55.95,#NULL!
hjort,235,0,Ullensaker,2,1949,5,0.117,0.223684211,0.24,0.3496,0.4104,0.46,1,0.584795322,80,62,30,144,107.0909091,48,41.56921938,33.2900505,18.23605646,21.81818182,54.54545455,10.09517652,20.07099598,SENorway,inlandlow,2,Ullensaker,0.124105793,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,161.13,#NULL!
hjort,236,0,Nes,2,1949,5,0.117,0.223684211,0.24,0.3496,0.4104,0.46,1,0.584795322,80,62,30,144,107.0909091,48,41.56921938,33.2900505,18.23605646,21.81818182,54.54545455,10.09517652,20.07099598,SENorway,inlandlow,2,Nes,0.124105793,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,470.97,#NULL!
hjort,237,0,Eidsvoll,2,1949,5,0.117,0.223684211,0.24,0.3496,0.4104,0.46,1,0.584795322,80,62,30,144,107.0909091,48,41.56921938,33.2900505,18.23605646,21.81818182,54.54545455,10.09517652,20.07099598,SENorway,inlandlow,2,Eidsvoll,0.124105793,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,334.9,#NULL!
hjort,238,0,Nannestad,2,1949,5,0.117,0.223684211,0.24,0.3496,0.4104,0.46,1,0.584795322,80,62,30,144,107.0909091,48,41.56921938,33.2900505,18.23605646,21.81818182,54.54545455,10.09517652,20.07099598,SENorway,inlandlow,2,Nannestad,0.124105793,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,273.7,#NULL!
hjort,239,0,Hurdal,2,1949,5,0.117,0.223684211,0.24,0.3496,0.4104,0.46,1,0.584795322,80,62,30,144,107.0909091,48,41.56921938,33.2900505,18.23605646,21.81818182,54.54545455,10.09517652,20.07099598,SENorway,inlandlow,2,Hurdal,0.124105793,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,253.44,#NULL!
hjort,301,0,Oslo kommune,2,1949,5,0.117,0.223684211,0.24,0.3496,0.4104,0.46,1,0.584795322,80,62,30,144,107.0909091,48,41.56921938,33.2900505,18.23605646,21.81818182,54.54545455,10.09517652,20.07099598,SENorway,inlandlow,2,Oslo kommune,0.124105793,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,390.37,#NULL!
hjort,402,0,Kongsvinger,4,1949,5,0.117,0.223684211,0.24,0.3496,0.4104,0.46,1,0.584795322,80,62,30,144,107.0909091,48,41.56921938,33.2900505,18.23605646,21.81818182,54.54545455,10.09517652,20.07099598,SENorway,inlandlow,2,Kongsvinger,0.124105793,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,910.53,#NULL!
hjort,403,0,Hamar,4,1949,5,0.117,0.223684211,0.24,0.3496,0.4104,0.46,1,0.584795322,80,62,30,144,107.0909091,48,41.56921938,33.2900505,18.23605646,21.81818182,54.54545455,10.09517652,20.07099598,SENorway,inlandlow,2,Hamar,0.124105793,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,289.58,#NULL!
hjort,412,0,Ringsaker,4,1949,5,0.117,0.223684211,0.24,0.3496,0.4104,0.46,1,0.584795322,80,62,30,144,107.0909091,48,41.56921938,33.2900505,18.23605646,21.81818182,54.54545455,10.09517652,20.07099598,SENorway,inlandlow,2,Ringsaker,0.124105793,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,941.89,#NULL!
hjort,415,0,Løten,4,1949,5,0.117,0.223684211,0.24,0.3496,0.4104,0.46,1,0.584795322,80,62,30,144,107.0909091,48,41.56921938,33.2900505,18.23605646,21.81818182,54.54545455,10.09517652,20.07099598,SENorway,inlandlow,2,Løten,0.124105793,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,314.76,#NULL!
hjort,417,0,Stange,4,1949,5,0.117,0.223684211,0.24,0.3496,0.4104,0.46,1,0.584795322,80,62,30,144,107.0909091,48,41.56921938,33.2900505,18.23605646,21.81818182,54.54545455,10.09517652,20.07099598,SENorway,inlandlow,2,Stange,0.124105793,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,539.87,#NULL!
hjort,418,0,Nord-Odal,4,1949,5,0.117,0.223684211,0.24,0.3496,0.4104,0.46,1,0.584795322,80,62,30,144,107.0909091,48,41.56921938,33.2900505,18.23605646,21.81818182,54.54545455,10.09517652,20.07099598,SENorway,inlandlow,2,Nord-Odal,0.124105793,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,447.68,#NULL!
hjort,419,0,Sør-Odal,4,1949,5,0.117,0.223684211,0.24,0.3496,0.4104,0.46,1,0.584795322,80,62,30,144,107.0909091,48,41.56921938,33.2900505,18.23605646,21.81818182,54.54545455,10.09517652,20.07099598,SENorway,inlandlow,2,Sør-Odal,0.124105793,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,413.61,#NULL!
hjort,420,0,Eidskog,4,1949,5,0.117,0.223684211,0.24,0.3496,0.4104,0.46,1,0.584795322,80,62,30,144,107.0909091,48,41.56921938,33.2900505,18.23605646,21.81818182,54.54545455,10.09517652,20.07099598,SENorway,inlandlow,2,Eidskog,0.124105793,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,567.33,#NULL!
hjort,423,0,Grue,4,1949,5,0.117,0.223684211,0.24,0.3496,0.4104,0.46,1,0.584795322,80,62,30,144,107.0909091,48,41.56921938,33.2900505,18.23605646,21.81818182,54.54545455,10.09517652,20.07099598,SENorway,inlandlow,2,Grue,0.124105793,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,711.45,#NULL!
hjort,425,0,Åsnes,4,1949,5,0.117,0.223684211,0.24,0.3496,0.4104,0.46,1,0.584795322,80,62,30,144,107.0909091,48,41.56921938,33.2900505,18.23605646,21.81818182,54.54545455,10.09517652,20.07099598,SENorway,inlandlow,2,Åsnes,0.124105793,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,905.84,#NULL!
hjort,426,0,Våler,4,1949,5,0.117,0.223684211,0.24,0.3496,0.4104,0.46,1,0.584795322,80,62,30,144,107.0909091,48,41.56921938,33.2900505,18.23605646,21.81818182,54.54545455,10.09517652,20.07099598,SENorway,inlandlow,2,Våler,0.124105793,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,630.32,#NULL!
hjort,427,0,Elverum,4,1949,5,0.117,0.223684211,0.24,0.3496,0.4104,0.46,1,0.584795322,80,62,30,144,107.0909091,48,41.56921938,33.2900505,18.23605646,21.81818182,54.54545455,10.09517652,20.07099598,SENorway,inlandlow,2,Elverum,0.124105793,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1162.4,#NULL!
hjort,428,0,Trysil,4,1949,5,0.117,0.223684211,0.24,0.3496,0.4104,0.46,1,0.584795322,80,62,30,144,107.0909091,48,41.56921938,33.2900505,18.23605646,21.81818182,54.54545455,10.09517652,20.07099598,SENorway,inlandlow,2,Trysil,0.124105793,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2925.19,#NULL!
hjort,429,0,Åmot,4,1949,5,0.117,0.223684211,0.24,0.3496,0.4104,0.46,1,0.584795322,80,62,30,144,107.0909091,48,41.56921938,33.2900505,18.23605646,21.81818182,54.54545455,10.09517652,20.07099598,SENorway,inlandlow,2,Åmot,0.124105793,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1277.2,#NULL!
hjort,430,0,Stor-Elvdal,4,1949,5,0.117,0.223684211,0.24,0.3496,0.4104,0.46,1,0.584795322,80,62,30,144,107.0909091,48,41.56921938,33.2900505,18.23605646,21.81818182,54.54545455,10.09517652,20.07099598,SENorway,mountain,3,Stor-Elvdal,0.124105793,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2109.51,#NULL!
hjort,432,0,Rendalen,4,1949,5,0.117,0.223684211,0.24,0.3496,0.4104,0.46,1,0.584795322,80,62,30,144,107.0909091,48,41.56921938,33.2900505,18.23605646,21.81818182,54.54545455,10.09517652,20.07099598,SENorway,mountain,3,Rendalen,0.124105793,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,3042.83,#NULL!
hjort,434,0,Engerdal,4,1949,5,0.117,0.223684211,0.24,0.3496,0.4104,0.46,1,0.584795322,80,62,30,144,107.0909091,48,41.56921938,33.2900505,18.23605646,21.81818182,54.54545455,10.09517652,20.07099598,SENorway,mountain,3,Engerdal,0.124105793,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1906.91,#NULL!
hjort,436,0,Tolga,4,1949,5,0.117,0.223684211,0.24,0.3496,0.4104,0.46,1,0.584795322,80,62,30,144,107.0909091,48,41.56921938,33.2900505,18.23605646,21.81818182,54.54545455,10.09517652,20.07099598,SENorway,mountain,3,Tolga,0.124105793,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1066.95,#NULL!
hjort,437,0,Tynset,4,1949,5,0.117,0.223684211,0.24,0.3496,0.4104,0.46,1,0.584795322,80,62,30,144,107.0909091,48,41.56921938,33.2900505,18.23605646,21.81818182,54.54545455,10.09517652,20.07099598,SENorway,mountain,3,Tynset,0.124105793,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1764.56,#NULL!
hjort,438,0,Alvdal,4,1949,5,0.117,0.223684211,0.24,0.3496,0.4104,0.46,1,0.584795322,80,62,30,144,107.0909091,48,41.56921938,33.2900505,18.23605646,21.81818182,54.54545455,10.09517652,20.07099598,SENorway,mountain,3,Alvdal,0.124105793,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,892.71,#NULL!
hjort,439,0,Folldal,4,1949,5,0.117,0.223684211,0.24,0.3496,0.4104,0.46,1,0.584795322,80,62,30,144,107.0909091,48,41.56921938,33.2900505,18.23605646,21.81818182,54.54545455,10.09517652,20.07099598,SENorway,mountain,3,Folldal,0.124105793,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1231.51,#NULL!
hjort,441,0,Os,4,1949,5,0.117,0.223684211,0.24,0.3496,0.4104,0.46,1,0.584795322,80,62,30,144,107.0909091,48,41.56921938,33.2900505,18.23605646,21.81818182,54.54545455,10.09517652,20.07099598,SENorway,mountain,3,Os,0.124105793,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,977.23,#NULL!
hjort,501,0,Lillehammer,5,1949,5,0.117,0.223684211,0.24,0.3496,0.4104,0.46,1,0.584795322,80,62,30,144,107.0909091,48,41.56921938,33.2900505,18.23605646,21.81818182,54.54545455,10.09517652,20.07099598,SENorway,inlandlow,2,Lillehammer,0.124105793,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,413.89,#NULL!
hjort,502,0,Gjøvik,5,1949,5,0.117,0.223684211,0.24,0.3496,0.4104,0.46,1,0.584795322,80,62,30,144,107.0909091,48,41.56921938,33.2900505,18.23605646,21.81818182,54.54545455,10.09517652,20.07099598,SENorway,inlandlow,2,Gjøvik,0.124105793,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,559.75,#NULL!
hjort,511,0,Dovre,5,1949,5,0.117,0.223684211,0.24,0.3496,0.4104,0.46,1,0.584795322,80,62,30,144,107.0909091,48,41.56921938,33.2900505,18.23605646,21.81818182,54.54545455,10.09517652,20.07099598,SENorway,mountain,3,Dovre,0.124105793,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1317.5,#NULL!
