knr2017,AAR,ART,prod,nytidutm,utmar,totareal,VEKTFE,VEKTCH,ANDAD,ANDCH,ADPROD,CHPROD,METAD,METOFF,METADANT,METOFFANT,METBEITAD,METBEITOFF,TOTBEITE,LNTOTBEITE,TOTBAR
427.00,1989,kyr,264.00,28.00,1162.40,1209.82,514,,1,,,,107.9499236,0,28498.77983,,797965.8351,,,,686.4812759
428.00,1989,kyr,719.00,28.00,2925.19,2948.35,514,,1,,,,107.9499236,0,77615.99506,,2173247.862,,,,742.9424624
429.00,1989,kyr,196.00,28.00,1277.20,1295.29,514,,1,,,,107.9499236,0,21158.18502,,592429.1806,,,,463.8499692
430.00,1989,kyr,120.00,28.00,2109.51,2130.00,514,,1,,,,107.9499236,0,12953.99083,,362711.7432,,,,171.9412296
432.00,1989,kyr,104.00,28.00,3042.83,3063.83,514,,1,,,,107.9499236,0,11226.79205,,314350.1775,,,,103.3084916
434.00,1989,kyr,411.00,28.00,1906.91,1920.91,514,,1,,,,107.9499236,0,44367.41859,,1242287.721,,,,651.4663621
436.00,1989,kyr,1255.00,28.00,1066.95,1097.65,514,,1,,,,107.9499236,0,135477.1541,,3793360.315,,,,3555.33091
437.00,1989,kyr,1215.00,28.00,1764.56,1820.62,514,,1,,,,107.9499236,0,131159.1572,,3672456.4,,,,2081.230675
438.00,1989,kyr,666.00,28.00,892.71,920.81,514,,1,,,,107.9499236,0,71894.64911,,2013050.175,,,,2254.987818
439.00,1989,kyr,352.00,28.00,1231.51,1257.21,514,,1,,,,107.9499236,0,37998.3731,,1063954.447,,,,863.9430024
441.00,1989,kyr,1004.00,28.00,977.23,1007.43,514,,1,,,,107.9499236,0,108381.7233,,3034688.252,,,,3105.398168
501.00,1989,kyr,343.00,28.00,413.89,447.03,514,,1,,,,107.9499236,0,37026.82379,,1036751.066,,,,2504.89518
502.00,1989,kyr,568.00,28.00,559.75,630.88,514,,1,,,,107.9499236,0,61315.5566,,1716835.585,,,,3067.147092
511.00,1989,kyr,967.00,28.00,1317.50,1347.00,514,,1,,,,107.9499236,0,104387.5761,,2922852.131,,,,2218.483591
512.00,1989,kyr,1209.00,28.00,2133.37,2174.17,514,,1,,,,107.9499236,0,130511.4576,,3654320.813,,,,1712.93344
513.00,1989,kyr,970.00,28.00,1954.55,1978.85,514,,1,,,,107.9499236,0,104711.4259,,2931919.925,,,,1500.048566
514.00,1989,kyr,1202.00,28.00,1848.30,1871.00,514,,1,,,,107.9499236,0,129755.8081,,3633162.628,,,,1965.67799
515.00,1989,kyr,1289.00,28.00,1239.69,1272.23,514,,1,,,,107.9499236,0,139147.4515,,3896128.642,,,,3142.824934
516.00,1989,kyr,1315.00,28.00,1050.36,1096.57,514,,1,,,,107.9499236,0,141954.1495,,3974716.186,,,,3784.146565
517.00,1989,kyr,862.00,28.00,856.34,892.22,514,,1,,,,107.9499236,0,93052.83413,,2605479.356,,,,3042.575794
519.00,1989,kyr,541.00,28.00,666.75,702.25,514,,1,,,,107.9499236,0,58400.90866,,1635225.442,,,,2452.531597
520.00,1989,kyr,1073.00,28.00,1174.17,1222.30,514,,1,,,,107.9499236,0,115830.268,,3243247.504,,,,2762.161786
521.00,1989,kyr,636.00,28.00,585.42,616.62,514,,1,,,,107.9499236,0,68656.1514,,1922372.239,,,,3283.748829
522.00,1989,kyr,2108.00,28.00,1083.44,1152.54,514,,1,,,,107.9499236,0,227558.4389,,6371636.29,,,,5880.931376
528.00,1989,kyr,156.00,28.00,373.62,486.52,514,,1,,,,107.9499236,0,16840.18808,,471525.2662,,,,1262.045036
529.00,1989,kyr,208.00,28.00,172.10,231.51,514,,1,,,,107.9499236,0,22453.58411,,628700.355,,,,3653.11072
532.00,1989,kyr,95.00,28.00,179.16,194.74,514,,1,,,,107.9499236,0,10255.24274,,287146.7967,,,,1602.739433
533.00,1989,kyr,170.00,28.00,245.36,273.16,514,,1,,,,107.9499236,0,18351.48701,,513841.6363,,,,2094.235557
534.00,1989,kyr,173.00,28.00,582.39,659.57,514,,1,,,,107.9499236,0,18675.33678,,522909.4298,,,,897.8681465
536.00,1989,kyr,119.00,28.00,635.76,661.35,514,,1,,,,107.9499236,0,12846.04091,,359689.1454,,,,565.762466
538.00,1989,kyr,411.00,28.00,886.56,928.23,514,,1,,,,107.9499236,0,44367.41859,,1242287.721,,,,1401.244947
540.00,1989,kyr,509.00,28.00,1049.82,1071.12,514,,1,,,,107.9499236,0,54946.51111,,1538502.311,,,,1465.491523
541.00,1989,kyr,563.00,28.00,429.58,444.58,514,,1,,,,107.9499236,0,60775.80698,,1701722.595,,,,3961.363647
542.00,1989,kyr,868.00,28.00,819.44,855.65,514,,1,,,,107.9499236,0,93700.53367,,2623614.943,,,,3201.716956
543.00,1989,kyr,1240.00,28.00,390.64,421.04,514,,1,,,,107.9499236,0,133857.9052,,3748021.347,,,,9594.566217
544.00,1989,kyr,1073.00,28.00,853.96,882.26,514,,1,,,,107.9499236,0,115830.268,,3243247.504,,,,3797.891592
545.00,1989,kyr,859.00,28.00,1293.26,1313.76,514,,1,,,,107.9499236,0,92728.98436,,2596411.562,,,,2007.648549
602.00,1989,kyr,84.00,28.00,119.92,134.65,514,,1,,,,107.9499236,0,9067.793581,,253898.2203,,,,2117.229989
604.00,1989,kyr,45.00,28.00,718.35,756.52,514,,1,,,,107.9499236,0,4857.746561,,136016.9037,,,,189.3462848
605.00,1989,kyr,126.00,28.00,1352.75,1428.52,514,,1,,,,107.9499236,0,13601.69037,,380847.3304,,,,281.5356351
612.00,1989,kyr,24.00,28.00,111.50,133.70,514,,1,,,,107.9499236,0,2590.798166,,72542.34865,,,,650.6040238
615.00,1989,kyr,8.00,28.00,663.79,670.69,514,,1,,,,107.9499236,0,863.5993887,,24180.78288,,,,36.42836271
616.00,1989,kyr,103.00,28.00,761.30,775.60,514,,1,,,,107.9499236,0,11118.84213,,311327.5796,,,,408.942046
617.00,1989,kyr,572.00,28.00,495.24,516.32,514,,1,,,,107.9499236,0,61747.35629,,1728925.976,,,,3491.087101
618.00,1989,kyr,434.00,28.00,695.15,714.75,514,,1,,,,107.9499236,0,46850.26684,,1311807.471,,,,1887.08548
619.00,1989,kyr,790.00,28.00,1056.21,1088.16,514,,1,,,,107.9499236,0,85280.43963,,2387852.31,,,,2260.774192
620.00,1989,kyr,285.00,28.00,1672.39,1688.99,514,,1,,,,107.9499236,0,30765.72822,,861440.3902,,,,515.0953965
621.00,1989,kyr,71.00,28.00,779.61,812.61,514,,1,,,,107.9499236,0,7664.444575,,214604.4481,,,,275.2715436
622.00,1989,kyr,24.00,28.00,332.05,341.35,514,,1,,,,107.9499236,0,2590.798166,,72542.34865,,,,218.4681483
623.00,1989,kyr,72.00,28.00,409.50,461.18,514,,1,,,,107.9499236,0,7772.394498,,217627.0459,,,,531.4457777
624.00,1989,kyr,48.00,28.00,369.09,421.86,514,,1,,,,107.9499236,0,5181.596332,,145084.6973,,,,393.0875865
625.00,1989,kyr,14.00,28.00,103.57,112.56,514,,1,,,,107.9499236,0,1511.29893,,42316.37005,,,,408.5774843
626.00,1989,kyr,71.00,28.00,243.58,284.00,514,,1,,,,107.9499236,0,7664.444575,,214604.4481,,,,881.042976
627.00,1989,kyr,23.00,28.00,94.22,111.04,514,,1,,,,107.9499236,0,2482.848242,,69519.75079,,,,737.8449458
628.00,1989,kyr,21.00,28.00,143.13,156.85,514,,1,,,,107.9499236,0,2266.948395,,63474.55507,,,,443.4748485
631.00,1989,kyr,140.00,28.00,526.59,538.19,514,,1,,,,107.9499236,0,15112.9893,,423163.7005,,,,803.5923592
632.00,1989,kyr,33.00,28.00,419.80,429.60,514,,1,,,,107.9499236,0,3562.347478,,99745.72939,,,,237.6029762
633.00,1989,kyr,513.00,28.00,2260.74,2278.94,514,,1,,,,107.9499236,0,55378.3108,,1550592.702,,,,685.878386
701.00,1989,kyr,0.00,28.00,45.98,67.46,514,,1,,,,107.9499236,0,0,,0,,,,0
702.00,1989,kyr,26.00,28.00,63.84,83.78,514,,1,,,,107.9499236,0,2806.698013,,78587.54437,,,,1231.007901
704.00,1989,kyr,31.00,28.00,61.59,104.80,514,,1,,,,107.9499236,0,3346.447631,,93700.53367,,,,1521.359534
709.00,1989,kyr,56.00,28.00,418.12,496.60,514,,1,,,,107.9499236,0,6045.195721,,169265.4802,,,,404.8251224
710.00,1989,kyr,78.00,28.00,310.06,417.50,514,,1,,,,107.9499236,0,8420.09404,,235762.6331,,,,760.3774531
711.00,1989,kyr,12.00,28.00,52.12,55.96,514,,1,,,,107.9499236,0,1295.399083,,36271.17432,,,,695.9166217
713.00,1989,kyr,137.00,28.00,140.34,173.90,514,,1,,,,107.9499236,0,14789.13953,,414095.9069,,,,2950.662013
714.00,1989,kyr,12.00,28.00,134.14,148.51,514,,1,,,,107.9499236,0,1295.399083,,36271.17432,,,,270.3979001
716.00,1989,kyr,38.00,28.00,125.10,224.00,514,,1,,,,107.9499236,0,4102.097096,,114858.7187,,,,918.1352414
722.00,1989,kyr,11.00,28.00,46.68,59.23,514,,1,,,,107.9499236,0,1187.449159,,33248.57646,,,,712.2659911
723.00,1989,kyr,21.00,28.00,34.80,37.54,514,,1,,,,107.9499236,0,2266.948395,,63474.55507,,,,1823.981467
728.00,1989,kyr,14.00,28.00,249.26,271.66,514,,1,,,,107.9499236,0,1511.29893,,42316.37005,,,,169.7679934
805.00,1989,kyr,13.00,28.00,150.12,157.53,514,,1,,,,107.9499236,0,1403.349007,,39293.77219,,,,261.749082
806.00,1989,kyr,80.00,28.00,678.34,722.00,514,,1,,,,107.9499236,0,8635.993887,,241807.8288,,,,356.4699543
807.00,1989,kyr,54.00,28.00,831.77,851.07,514,,1,,,,107.9499236,0,5829.295874,,163220.2845,,,,196.2324735
811.00,1989,kyr,20.00,28.00,197.76,204.66,514,,1,,,,107.9499236,0,2158.998472,,60451.95721,,,,305.6834406
814.00,1989,kyr,8.00,28.00,271.05,280.53,514,,1,,,,107.9499236,0,863.5993887,,24180.78288,,,,89.21152143
815.00,1989,kyr,22.00,28.00,286.75,290.75,514,,1,,,,107.9499236,0,2374.898319,,66497.15293,,,,231.8993999
817.00,1989,kyr,22.00,28.00,986.57,998.27,514,,1,,,,107.9499236,0,2374.898319,,66497.15293,,,,67.40236671
819.00,1989,kyr,5.00,28.00,361.62,390.21,514,,1,,,,107.9499236,0,539.7496179,,15112.9893,,,,41.79245977
821.00,1989,kyr,10.00,28.00,237.43,261.30,514,,1,,,,107.9499236,0,1079.499236,,30225.9786,,,,127.3047997
822.00,1989,kyr,4.00,28.00,261.44,286.44,514,,1,,,,107.9499236,0,431.7996943,,12090.39144,,,,46.2453773
826.00,1989,kyr,45.00,28.00,1900.86,1914.48,514,,1,,,,107.9499236,0,4857.746561,,136016.9037,,,,71.5554558
827.00,1989,kyr,65.00,28.00,737.59,749.69,514,,1,,,,107.9499236,0,7016.745033,,196468.8609,,,,266.3659498
828.00,1989,kyr,141.00,28.00,657.48,670.28,514,,1,,,,107.9499236,0,15220.93923,,426186.2983,,,,648.2118062
829.00,1989,kyr,62.00,28.00,617.65,627.14,514,,1,,,,107.9499236,0,6692.895262,,187401.0673,,,,303.4098071
830.00,1989,kyr,8.00,28.00,784.41,788.71,514,,1,,,,107.9499236,0,863.5993887,,24180.78288,,,,30.8267142
831.00,1989,kyr,17.00,28.00,1126.02,1132.62,514,,1,,,,107.9499236,0,1835.148701,,51384.16363,,,,45.6334378
833.00,1989,kyr,46.00,28.00,920.74,931.54,514,,1,,,,107.9499236,0,4965.696485,,139039.5016,,,,151.0084297
834.00,1989,kyr,205.00,28.00,2912.57,2929.17,514,,1,,,,107.9499236,0,22129.73434,,619632.5614,,,,212.7442641
901.00,1989,kyr,2.00,28.00,171.43,175.25,514,,1,,,,107.9499236,0,215.8998472,,6045.195721,,,,35.26334784
904.00,1989,kyr,32.00,28.00,254.04,273.53,514,,1,,,,107.9499236,0,3454.397555,,96723.13153,,,,380.7397714
906.00,1989,kyr,4.00,28.00,235.13,253.79,514,,1,,,,107.9499236,0,431.7996943,,12090.39144,,,,51.4200291
911.00,1989,kyr,8.00,28.00,308.84,314.64,514,,1,,,,107.9499236,0,863.5993887,,24180.78288,,,,78.29550215
912.00,1989,kyr,13.00,28.00,318.60,321.70,514,,1,,,,107.9499236,0,1403.349007,,39293.77219,,,,123.3326183
914.00,1989,kyr,0.00,28.00,198.56,204.47,514,,1,,,,107.9499236,0,0,,0,,,,0
919.00,1989,kyr,12.00,28.00,601.90,608.80,514,,1,,,,107.9499236,0,1295.399083,,36271.17432,,,,60.2611303
926.00,1989,kyr,19.00,28.00,167.62,174.46,514,,1,,,,107.9499236,0,2051.048548,,57429.35935,,,,342.6163903
928.00,1989,kyr,71.00,28.00,621.70,632.70,514,,1,,,,107.9499236,0,7664.444575,,214604.4481,,,,345.1897187
929.00,1989,kyr,20.00,28.00,1079.87,1088.77,514,,1,,,,107.9499236,0,2158.998472,,60451.95721,,,,55.98077288
935.00,1989,kyr,38.00,28.00,242.48,246.18,514,,1,,,,107.9499236,0,4102.097096,,114858.7187,,,,473.6832675
937.00,1989,kyr,36.00,28.00,519.52,529.42,514,,1,,,,107.9499236,0,3886.197249,,108813.523,,,,209.4501135
938.00,1989,kyr,2.00,28.00,1178.77,1186.27,514,,1,,,,107.9499236,0,215.8998472,,6045.195721,,,,5.128392919
940.00,1989,kyr,27.00,28.00,1160.72,1169.82,514,,1,,,,107.9499236,0,2914.647937,,81610.14223,,,,70.30993024
941.00,1989,kyr,30.00,28.00,1303.51,1305.41,514,,1,,,,107.9499236,0,3238.497708,,90677.93581,,,,69.56443434
1001.00,1989,kyr,30.00,28.00,251.81,260.07,514,,1,,,,107.9499236,0,3238.497708,,90677.93581,,,,360.104586
1002.00,1989,kyr,111.00,28.00,196.73,208.41,514,,1,,,,107.9499236,0,11982.44152,,335508.3625,,,,1705.42552
1003.00,1989,kyr,110.00,28.00,219.00,250.88,514,,1,,,,107.9499236,0,11874.49159,,332485.7646,,,,1518.199839
1004.00,1989,kyr,49.00,28.00,467.01,479.90,514,,1,,,,107.9499236,0,5289.546256,,148107.2952,,,,317.1394513
1014.00,1989,kyr,80.00,28.00,352.10,364.56,514,,1,,,,107.9499236,0,8635.993887,,241807.8288,,,,686.7589572
1017.00,1989,kyr,10.00,28.00,197.24,206.90,514,,1,,,,107.9499236,0,1079.499236,,30225.9786,,,,153.2446695
1018.00,1989,kyr,2.00,28.00,136.34,141.54,514,,1,,,,107.9499236,0,215.8998472,,6045.195721,,,,44.33912073
1021.00,1989,kyr,200.00,28.00,366.30,380.40,514,,1,,,,107.9499236,0,21589.98472,,604519.5721,,,,1650.340082
1026.00,1989,kyr,78.00,28.00,825.31,833.51,514,,1,,,,107.9499236,0,8420.09404,,235762.6331,,,,285.6655476
1027.00,1989,kyr,113.00,28.00,227.36,238.56,514,,1,,,,107.9499236,0,12198.34137,,341553.5582,,,,1502.258789
1029.00,1989,kyr,122.00,28.00,283.98,298.28,514,,1,,,,107.9499236,0,13169.89068,,368756.939,,,,1298.531372
1032.00,1989,kyr,325.00,28.00,356.29,373.30,514,,1,,,,107.9499236,0,35083.72517,,982344.3046,,,,2757.148123
1034.00,1989,kyr,64.00,28.00,409.89,424.59,514,,1,,,,107.9499236,0,6908.795109,,193446.2631,,,,471.9467737
1037.00,1989,kyr,47.00,28.00,893.40,916.17,514,,1,,,,107.9499236,0,5073.646409,,142062.0994,,,,159.0128715
1046.00,1989,kyr,16.00,28.00,1427.50,1439.60,514,,1,,,,107.9499236,0,1727.198777,,48361.56577,,,,33.87850492
1101.00,1989,kyr,0.00,28.00,346.15,393.52,514,,1,,,,107.9499236,0,0,,0,,,,0
1102.00,1989,kyr,1.00,28.00,204.96,283.67,514,,1,,,,107.9499236,0,107.9499236,,3022.59786,,,,14.74725732
1103.00,1989,kyr,3.00,28.00,48.46,66.35,514,,1,,,,107.9499236,0,323.8497708,,9067.793581,,,,187.1191412
1106.00,1989,kyr,0.00,28.00,60.04,67.54,514,,1,,,,107.9499236,0,0,,0,,,,0
1111.00,1989,kyr,4.00,28.00,253.04,266.33,514,,1,,,,107.9499236,0,431.7996943,,12090.39144,,,,47.78055423
1112.00,1989,kyr,30.00,28.00,336.66,357.34,514,,1,,,,107.9499236,0,3238.497708,,90677.93581,,,,269.345737
1114.00,1989,kyr,165.00,28.00,535.97,586.37,514,,1,,,,107.9499236,0,17811.73739,,498728.647,,,,930.5159747
1119.00,1989,kyr,49.00,28.00,122.84,247.60,514,,1,,,,107.9499236,0,5289.546256,,148107.2952,,,,1205.692732
1120.00,1989,kyr,20.00,28.00,23.74,105.52,514,,1,,,,107.9499236,0,2158.998472,,60451.95721,,,,2546.417743
1121.00,1989,kyr,0.00,28.00,90.79,169.30,514,,1,,,,107.9499236,0,0,,0,,,,0
1122.00,1989,kyr,5.00,28.00,518.39,561.30,514,,1,,,,107.9499236,0,539.7496179,,15112.9893,,,,29.15370532
1124.00,1989,kyr,0.00,28.00,30.04,68.38,514,,1,,,,107.9499236,0,0,,0,,,,0
1127.00,1989,kyr,1.00,28.00,7.75,23.81,514,,1,,,,107.9499236,0,107.9499236,,3022.59786,,,,390.0126271
1129.00,1989,kyr,0.00,28.00,699.14,711.74,514,,1,,,,107.9499236,0,0,,0,,,,0
1130.00,1989,kyr,2.00,28.00,168.22,192.73,514,,1,,,,107.9499236,0,215.8998472,,6045.195721,,,,35.93624849
1133.00,1989,kyr,0.00,28.00,973.64,1008.44,514,,1,,,,107.9499236,0,0,,0,,,,0
1134.00,1989,kyr,35.00,28.00,1641.69,1673.19,514,,1,,,,107.9499236,0,3778.247325,,105790.9251,,,,64.44025676
1135.00,1989,kyr,13.00,28.00,498.83,507.30,514,,1,,,,107.9499236,0,1403.349007,,39293.77219,,,,78.77187055
1141.00,1989,kyr,4.00,28.00,63.86,104.46,514,,1,,,,107.9499236,0,431.7996943,,12090.39144,,,,189.326518
1142.00,1989,kyr,0.00,28.00,25.52,64.92,514,,1,,,,107.9499236,0,0,,0,,,,0
1144.00,1989,kyr,0.00,28.00,3.13,5.73,514,,1,,,,107.9499236,0,0,,0,,,,0
1145.00,1989,kyr,0.00,28.00,37.15,44.95,514,,1,,,,107.9499236,0,0,,0,,,,0
1146.00,1989,kyr,14.00,28.00,341.25,392.75,514,,1,,,,107.9499236,0,1511.29893,,42316.37005,,,,124.0040148
1149.00,1989,kyr,0.00,28.00,166.71,217.41,514,,1,,,,107.9499236,0,0,,0,,,,0
1151.00,1989,kyr,0.00,28.00,5.14,6.14,514,,1,,,,107.9499236,0,0,,0,,,,0
1160.00,1989,kyr,25.00,28.00,505.29,610.19,514,,1,,,,107.9499236,0,2698.74809,,75564.94651,,,,149.5476786
1201.00,1989,kyr,323.00,28.00,410.34,444.68,514,,1,,,,107.9499236,0,34867.82532,,976299.1089,,,,2379.244307
1211.00,1989,kyr,61.00,28.00,652.50,678.00,514,,1,,,,107.9499236,0,6584.945339,,184378.4695,,,,282.572367
1216.00,1989,kyr,218.00,28.00,200.30,224.00,514,,1,,,,107.9499236,0,23533.08334,,658926.3336,,,,3289.697122
1219.00,1989,kyr,3.00,28.00,221.00,234.40,514,,1,,,,107.9499236,0,323.8497708,,9067.793581,,,,41.03074019
1221.00,1989,kyr,30.00,28.00,129.53,137.84,514,,1,,,,107.9499236,0,3238.497708,,90677.93581,,,,700.053546
1222.00,1989,kyr,58.00,28.00,129.20,137.10,514,,1,,,,107.9499236,0,6261.095568,,175310.6759,,,,1356.893776
1223.00,1989,kyr,232.00,28.00,232.68,245.08,514,,1,,,,107.9499236,0,25044.38227,,701242.7036,,,,3013.764413
1224.00,1989,kyr,570.00,28.00,1052.75,1093.30,514,,1,,,,107.9499236,0,61531.45644,,1722880.78,,,,1636.552629
1227.00,1989,kyr,271.00,28.00,191.90,196.90,514,,1,,,,107.9499236,0,29254.42929,,819124.0202,,,,4268.494112
1228.00,1989,kyr,67.00,28.00,1578.44,1583.65,514,,1,,,,107.9499236,0,7232.64488,,202514.0566,,,,128.3001297
1231.00,1989,kyr,122.00,28.00,1294.20,1307.80,514,,1,,,,107.9499236,0,13169.89068,,368756.939,,,,284.9304118
1232.00,1989,kyr,67.00,28.00,1456.18,1459.28,514,,1,,,,107.9499236,0,7232.64488,,202514.0566,,,,139.0721316
1233.00,1989,kyr,156.00,28.00,675.57,681.77,514,,1,,,,107.9499236,0,16840.18808,,471525.2662,,,,697.966556
1234.00,1989,kyr,228.00,28.00,200.24,205.04,514,,1,,,,107.9499236,0,24612.58258,,689152.3122,,,,3441.631603
1235.00,1989,kyr,2634.00,28.00,1678.50,1739.31,514,,1,,,,107.9499236,0,284340.0987,,7961522.764,,,,4743.236678
1238.00,1989,kyr,1063.00,28.00,560.40,583.76,514,,1,,,,107.9499236,0,114750.7688,,3213021.526,,,,5733.443122
1241.00,1989,kyr,309.00,28.00,338.58,354.98,514,,1,,,,107.9499236,0,33356.52639,,933982.7389,,,,2758.528971
1242.00,1989,kyr,66.00,28.00,251.88,255.68,514,,1,,,,107.9499236,0,7124.694957,,199491.4588,,,,792.0099205
1243.00,1989,kyr,227.00,28.00,123.08,133.27,514,,1,,,,107.9499236,0,24504.63265,,686129.7143,,,,5574.664562
1244.00,1989,kyr,0.00,28.00,106.36,111.76,514,,1,,,,107.9499236,0,0,,0,,,,0
1245.00,1989,kyr,25.00,28.00,91.68,94.33,514,,1,,,,107.9499236,0,2698.74809,,75564.94651,,,,824.2249837
1246.00,1989,kyr,28.00,28.00,135.25,141.25,514,,1,,,,107.9499236,0,3022.59786,,84632.74009,,,,625.7503888
1247.00,1989,kyr,13.00,28.00,88.75,93.12,514,,1,,,,107.9499236,0,1403.349007,,39293.77219,,,,442.7467288
1251.00,1989,kyr,437.00,28.00,710.15,717.37,514,,1,,,,107.9499236,0,47174.11661,,1320875.265,,,,1859.994741
1252.00,1989,kyr,74.00,28.00,375.15,377.15,514,,1,,,,107.9499236,0,7988.294345,,223672.2417,,,,596.2208228
1253.00,1989,kyr,75.00,28.00,223.66,247.86,514,,1,,,,107.9499236,0,8096.244269,,226694.8395,,,,1013.568987
1256.00,1989,kyr,22.00,28.00,75.77,85.87,514,,1,,,,107.9499236,0,2374.898319,,66497.15293,,,,877.6184892
1259.00,1989,kyr,13.00,28.00,60.71,64.21,514,,1,,,,107.9499236,0,1403.349007,,39293.77219,,,,647.2372292
1260.00,1989,kyr,95.00,28.00,79.22,105.72,514,,1,,,,107.9499236,0,10255.24274,,287146.7967,,,,3624.675546
1263.00,1989,kyr,178.00,28.00,418.41,453.83,514,,1,,,,107.9499236,0,19215.0864,,538022.4192,,,,1285.87371
1264.00,1989,kyr,38.00,28.00,50.14,55.38,514,,1,,,,107.9499236,0,4102.097096,,114858.7187,,,,2290.760245
1265.00,1989,kyr,0.00,28.00,8.58,8.88,514,,1,,,,107.9499236,0,0,,0,,,,0
1266.00,1989,kyr,84.00,28.00,519.60,527.50,514,,1,,,,107.9499236,0,9067.793581,,253898.2203,,,,488.6416864
1401.00,1989,kyr,537.00,28.00,648.06,667.96,514,,1,,,,107.9499236,0,57969.10897,,1623135.051,,,,2504.606134
1411.00,1989,kyr,605.00,28.00,557.26,577.96,514,,1,,,,107.9499236,0,65309.70377,,1828671.706,,,,3281.541301
1412.00,1989,kyr,60.00,28.00,216.68,219.78,514,,1,,,,107.9499236,0,6476.995415,,181355.8716,,,,836.9755936
1413.00,1989,kyr,314.00,28.00,238.22,249.62,514,,1,,,,107.9499236,0,33896.27601,,949095.7282,,,,3984.114382
1416.00,1989,kyr,478.00,28.00,849.26,861.40,514,,1,,,,107.9499236,0,51600.06347,,1444801.777,,,,1701.247883
1417.00,1989,kyr,730.00,28.00,770.90,793.10,514,,1,,,,107.9499236,0,78803.44422,,2206496.438,,,,2862.234321
1418.00,1989,kyr,312.00,28.00,413.50,423.80,514,,1,,,,107.9499236,0,33680.37616,,943050.5324,,,,2280.65425
1419.00,1989,kyr,118.00,28.00,178.44,183.20,514,,1,,,,107.9499236,0,12738.09098,,356666.5475,,,,1998.803786
1420.00,1989,kyr,630.00,28.00,714.47,734.80,514,,1,,,,107.9499236,0,68008.45186,,1904236.652,,,,2665.24368
1421.00,1989,kyr,52.00,28.00,1412.14,1419.44,514,,1,,,,107.9499236,0,5613.396026,,157175.0887,,,,111.3027665
1422.00,1989,kyr,134.00,28.00,1278.26,1291.20,514,,1,,,,107.9499236,0,14465.28976,,405028.1133,,,,316.8589436
1424.00,1989,kyr,30.00,28.00,939.95,941.73,514,,1,,,,107.9499236,0,3238.497708,,90677.93581,,,,96.4710206
1426.00,1989,kyr,1207.00,28.00,2598.83,2636.53,514,,1,,,,107.9499236,0,130295.5578,,3648275.617,,,,1403.814646
1428.00,1989,kyr,663.00,28.00,291.20,312.50,514,,1,,,,107.9499236,0,71570.79934,,2003982.381,,,,6881.807629
1429.00,1989,kyr,737.00,28.00,372.50,393.60,514,,1,,,,107.9499236,0,79559.09368,,2227654.623,,,,5980.280867
1430.00,1989,kyr,1405.00,28.00,511.60,540.90,514,,1,,,,107.9499236,0,151669.6426,,4246749.994,,,,8300.918674
1431.00,1989,kyr,888.00,28.00,592.68,619.98,514,,1,,,,107.9499236,0,95859.53214,,2684066.9,,,,4528.694911
1432.00,1989,kyr,832.00,28.00,542.76,564.98,514,,1,,,,107.9499236,0,89814.33642,,2514801.42,,,,4633.358059
1433.00,1989,kyr,705.00,28.00,334.17,353.57,514,,1,,,,107.9499236,0,76104.69613,,2130931.492,,,,6376.788735
1438.00,1989,kyr,285.00,28.00,789.81,804.51,514,,1,,,,107.9499236,0,30765.72822,,861440.3902,,,,1090.693192
1439.00,1989,kyr,93.00,28.00,154.31,162.09,514,,1,,,,107.9499236,0,10039.34289,,281101.601,,,,1821.668077
1441.00,1989,kyr,37.00,28.00,215.82,228.22,514,,1,,,,107.9499236,0,3994.147173,,111836.1208,,,,518.191645
1443.00,1989,kyr,1133.00,28.00,391.29,417.50,514,,1,,,,107.9499236,0,122307.2634,,3424603.376,,,,8752.085092
1444.00,1989,kyr,650.00,28.00,166.72,177.00,514,,1,,,,107.9499236,0,70167.45033,,1964688.609,,,,11784.36066
1445.00,1989,kyr,1878.00,28.00,918.50,959.20,514,,1,,,,107.9499236,0,202729.9565,,5676438.782,,,,6180.118434
1449.00,1989,kyr,1834.00,28.00,1286.88,1328.89,514,,1,,,,107.9499236,0,197980.1599,,5543444.476,,,,4307.662312
1502.00,1989,kyr,36.00,28.00,339.64,355.30,514,,1,,,,107.9499236,0,3886.197249,,108813.523,,,,320.3789983
1504.00,1989,kyr,11.00,28.00,89.47,92.92,514,,1,,,,107.9499236,0,1187.449159,,33248.57646,,,,371.6170388
1505.00,1989,kyr,8.00,28.00,61.23,63.93,514,,1,,,,107.9499236,0,863.5993887,,24180.78288,,,,394.9172445
1511.00,1989,kyr,118.00,28.00,342.90,366.40,514,,1,,,,107.9499236,0,12738.09098,,356666.5475,,,,1040.147412
1514.00,1989,kyr,65.00,28.00,75.80,87.40,514,,1,,,,107.9499236,0,7016.745033,,196468.8609,,,,2591.937479
1515.00,1989,kyr,20.00,28.00,112.24,119.54,514,,1,,,,107.9499236,0,2158.998472,,60451.95721,,,,538.5954847
1516.00,1989,kyr,35.00,28.00,88.42,94.40,514,,1,,,,107.9499236,0,3778.247325,,105790.9251,,,,1196.45923
1517.00,1989,kyr,16.00,28.00,71.20,76.80,514,,1,,,,107.9499236,0,1727.198777,,48361.56577,,,,679.2354742
1519.00,1989,kyr,404.00,28.00,504.19,526.39,514,,1,,,,107.9499236,0,43611.76913,,1221129.536,,,,2421.963021
1520.00,1989,kyr,1081.00,28.00,742.44,784.55,514,,1,,,,107.9499236,0,116693.8674,,3267428.287,,,,4400.932449
