knr2017,AAR,ART,prod,nytidutmg,utmar,totareal,VEKTMA,VEKTFE,VEKTCH,KVEKTCH,ANDAD,ANDCH,ADPROD,CHPROD,METAD,METOFF,METADANT,METOFFANT,METBEITAD,METBEITOFF,TOTBEITE,TOTBEITEDAG,LNTOTBEITE,TOTBAR,,LNTOTARDA,PERKMDAG
926,1959,moskus,0,360,167.62,174.46,,400,200,0,0.6,0.4,0,0,89.4427191,53.18295897,0,0,0,0,0,,,0,,,
928,1959,moskus,0,360,621.7,632.7,,400,200,0,0.6,0.4,0,0,89.4427191,53.18295897,0,0,0,0,0,,,0,,,
929,1959,moskus,0,360,1079.87,1088.77,,400,200,0,0.6,0.4,0,0,89.4427191,53.18295897,0,0,0,0,0,,,0,,,
935,1959,moskus,0,360,242.48,246.18,,400,200,0,0.6,0.4,0,0,89.4427191,53.18295897,0,0,0,0,0,,,0,,,
937,1959,moskus,0,360,519.52,529.42,,400,200,0,0.6,0.4,0,0,89.4427191,53.18295897,0,0,0,0,0,,,0,,,
938,1959,moskus,0,360,1178.77,1186.27,,400,200,0,0.6,0.4,0,0,89.4427191,53.18295897,0,0,0,0,0,,,0,,,
940,1959,moskus,0,360,1160.72,1169.82,,400,200,0,0.6,0.4,0,0,89.4427191,53.18295897,0,0,0,0,0,,,0,,,
941,1959,moskus,0,360,1303.51,1305.41,,400,200,0,0.6,0.4,0,0,89.4427191,53.18295897,0,0,0,0,0,,,0,,,
1001,1959,moskus,0,360,251.81,260.07,,400,200,0,0.6,0.4,0,0,89.4427191,53.18295897,0,0,0,0,0,,,0,,,
1002,1959,moskus,0,360,196.73,208.41,,400,200,0,0.6,0.4,0,0,89.4427191,53.18295897,0,0,0,0,0,,,0,,,
1003,1959,moskus,0,360,219,250.88,,400,200,0,0.6,0.4,0,0,89.4427191,53.18295897,0,0,0,0,0,,,0,,,
1004,1959,moskus,0,360,467.01,479.9,,400,200,0,0.6,0.4,0,0,89.4427191,53.18295897,0,0,0,0,0,,,0,,,
1014,1959,moskus,0,360,352.1,364.56,,400,200,0,0.6,0.4,0,0,89.4427191,53.18295897,0,0,0,0,0,,,0,,,
1017,1959,moskus,0,360,197.24,206.9,,400,200,0,0.6,0.4,0,0,89.4427191,53.18295897,0,0,0,0,0,,,0,,,
1018,1959,moskus,0,360,136.34,141.54,,400,200,0,0.6,0.4,0,0,89.4427191,53.18295897,0,0,0,0,0,,,0,,,
1021,1959,moskus,0,360,366.3,380.4,,400,200,0,0.6,0.4,0,0,89.4427191,53.18295897,0,0,0,0,0,,,0,,,
1026,1959,moskus,0,360,825.31,833.51,,400,200,0,0.6,0.4,0,0,89.4427191,53.18295897,0,0,0,0,0,,,0,,,
1027,1959,moskus,0,360,227.36,238.56,,400,200,0,0.6,0.4,0,0,89.4427191,53.18295897,0,0,0,0,0,,,0,,,
1029,1959,moskus,0,360,283.98,298.28,,400,200,0,0.6,0.4,0,0,89.4427191,53.18295897,0,0,0,0,0,,,0,,,
1032,1959,moskus,0,360,356.29,373.3,,400,200,0,0.6,0.4,0,0,89.4427191,53.18295897,0,0,0,0,0,,,0,,,
1034,1959,moskus,0,360,409.89,424.59,,400,200,0,0.6,0.4,0,0,89.4427191,53.18295897,0,0,0,0,0,,,0,,,
1037,1959,moskus,0,360,893.4,916.17,,400,200,0,0.6,0.4,0,0,89.4427191,53.18295897,0,0,0,0,0,,,0,,,
1046,1959,moskus,0,360,1427.5,1439.6,,400,200,0,0.6,0.4,0,0,89.4427191,53.18295897,0,0,0,0,0,,,0,,,
1101,1959,moskus,0,360,346.15,393.52,,400,200,0,0.6,0.4,0,0,89.4427191,53.18295897,0,0,0,0,0,,,0,,,
1102,1959,moskus,0,360,204.96,283.67,,400,200,0,0.6,0.4,0,0,89.4427191,53.18295897,0,0,0,0,0,,,0,,,
1103,1959,moskus,0,360,48.46,66.35,,400,200,0,0.6,0.4,0,0,89.4427191,53.18295897,0,0,0,0,0,,,0,,,
1106,1959,moskus,0,360,60.04,67.54,,400,200,0,0.6,0.4,0,0,89.4427191,53.18295897,0,0,0,0,0,,,0,,,
1111,1959,moskus,0,360,253.04,266.33,,400,200,0,0.6,0.4,0,0,89.4427191,53.18295897,0,0,0,0,0,,,0,,,
1112,1959,moskus,0,360,336.66,357.34,,400,200,0,0.6,0.4,0,0,89.4427191,53.18295897,0,0,0,0,0,,,0,,,
1114,1959,moskus,0,360,535.97,586.37,,400,200,0,0.6,0.4,0,0,89.4427191,53.18295897,0,0,0,0,0,,,0,,,
1119,1959,moskus,0,360,122.84,247.6,,400,200,0,0.6,0.4,0,0,89.4427191,53.18295897,0,0,0,0,0,,,0,,,
1120,1959,moskus,0,360,23.74,105.52,,400,200,0,0.6,0.4,0,0,89.4427191,53.18295897,0,0,0,0,0,,,0,,,
1121,1959,moskus,0,360,90.79,169.3,,400,200,0,0.6,0.4,0,0,89.4427191,53.18295897,0,0,0,0,0,,,0,,,
1122,1959,moskus,0,360,518.39,561.3,,400,200,0,0.6,0.4,0,0,89.4427191,53.18295897,0,0,0,0,0,,,0,,,
1124,1959,moskus,0,360,30.04,68.38,,400,200,0,0.6,0.4,0,0,89.4427191,53.18295897,0,0,0,0,0,,,0,,,
1127,1959,moskus,0,360,7.75,23.81,,400,200,0,0.6,0.4,0,0,89.4427191,53.18295897,0,0,0,0,0,,,0,,,
1129,1959,moskus,0,360,699.14,711.74,,400,200,0,0.6,0.4,0,0,89.4427191,53.18295897,0,0,0,0,0,,,0,,,
1130,1959,moskus,0,360,168.22,192.73,,400,200,0,0.6,0.4,0,0,89.4427191,53.18295897,0,0,0,0,0,,,0,,,
1133,1959,moskus,0,360,973.64,1008.44,,400,200,0,0.6,0.4,0,0,89.4427191,53.18295897,0,0,0,0,0,,,0,,,
1134,1959,moskus,0,360,1641.69,1673.19,,400,200,0,0.6,0.4,0,0,89.4427191,53.18295897,0,0,0,0,0,,,0,,,
1135,1959,moskus,0,360,498.83,507.3,,400,200,0,0.6,0.4,0,0,89.4427191,53.18295897,0,0,0,0,0,,,0,,,
1141,1959,moskus,0,360,63.86,104.46,,400,200,0,0.6,0.4,0,0,89.4427191,53.18295897,0,0,0,0,0,,,0,,,
1142,1959,moskus,0,360,25.52,64.92,,400,200,0,0.6,0.4,0,0,89.4427191,53.18295897,0,0,0,0,0,,,0,,,
1144,1959,moskus,0,360,3.13,5.73,,400,200,0,0.6,0.4,0,0,89.4427191,53.18295897,0,0,0,0,0,,,0,,,
1145,1959,moskus,0,360,37.15,44.95,,400,200,0,0.6,0.4,0,0,89.4427191,53.18295897,0,0,0,0,0,,,0,,,
1146,1959,moskus,0,360,341.25,392.75,,400,200,0,0.6,0.4,0,0,89.4427191,53.18295897,0,0,0,0,0,,,0,,,
1149,1959,moskus,0,360,166.71,217.41,,400,200,0,0.6,0.4,0,0,89.4427191,53.18295897,0,0,0,0,0,,,0,,,
1151,1959,moskus,0,360,5.14,6.14,,400,200,0,0.6,0.4,0,0,89.4427191,53.18295897,0,0,0,0,0,,,0,,,
1160,1959,moskus,0,360,505.29,610.19,,400,200,0,0.6,0.4,0,0,89.4427191,53.18295897,0,0,0,0,0,,,0,,,
1201,1959,moskus,0,360,410.34,444.68,,400,200,0,0.6,0.4,0,0,89.4427191,53.18295897,0,0,0,0,0,,,0,,,
1211,1959,moskus,0,360,652.5,678,,400,200,0,0.6,0.4,0,0,89.4427191,53.18295897,0,0,0,0,0,,,0,,,
1216,1959,moskus,0,360,200.3,224,,400,200,0,0.6,0.4,0,0,89.4427191,53.18295897,0,0,0,0,0,,,0,,,
1219,1959,moskus,0,360,221,234.4,,400,200,0,0.6,0.4,0,0,89.4427191,53.18295897,0,0,0,0,0,,,0,,,
1221,1959,moskus,0,360,129.53,137.84,,400,200,0,0.6,0.4,0,0,89.4427191,53.18295897,0,0,0,0,0,,,0,,,
1222,1959,moskus,0,360,129.2,137.1,,400,200,0,0.6,0.4,0,0,89.4427191,53.18295897,0,0,0,0,0,,,0,,,
1223,1959,moskus,0,360,232.68,245.08,,400,200,0,0.6,0.4,0,0,89.4427191,53.18295897,0,0,0,0,0,,,0,,,
1224,1959,moskus,0,360,1052.75,1093.3,,400,200,0,0.6,0.4,0,0,89.4427191,53.18295897,0,0,0,0,0,,,0,,,
1227,1959,moskus,0,360,191.9,196.9,,400,200,0,0.6,0.4,0,0,89.4427191,53.18295897,0,0,0,0,0,,,0,,,
1228,1959,moskus,0,360,1578.44,1583.65,,400,200,0,0.6,0.4,0,0,89.4427191,53.18295897,0,0,0,0,0,,,0,,,
1231,1959,moskus,0,360,1294.2,1307.8,,400,200,0,0.6,0.4,0,0,89.4427191,53.18295897,0,0,0,0,0,,,0,,,
1232,1959,moskus,0,360,1456.18,1459.28,,400,200,0,0.6,0.4,0,0,89.4427191,53.18295897,0,0,0,0,0,,,0,,,
1233,1959,moskus,0,360,675.57,681.77,,400,200,0,0.6,0.4,0,0,89.4427191,53.18295897,0,0,0,0,0,,,0,,,
1234,1959,moskus,0,360,200.24,205.04,,400,200,0,0.6,0.4,0,0,89.4427191,53.18295897,0,0,0,0,0,,,0,,,
1235,1959,moskus,0,360,1678.5,1739.31,,400,200,0,0.6,0.4,0,0,89.4427191,53.18295897,0,0,0,0,0,,,0,,,
1238,1959,moskus,0,360,560.4,583.76,,400,200,0,0.6,0.4,0,0,89.4427191,53.18295897,0,0,0,0,0,,,0,,,
1241,1959,moskus,0,360,338.58,354.98,,400,200,0,0.6,0.4,0,0,89.4427191,53.18295897,0,0,0,0,0,,,0,,,
1242,1959,moskus,0,360,251.88,255.68,,400,200,0,0.6,0.4,0,0,89.4427191,53.18295897,0,0,0,0,0,,,0,,,
1243,1959,moskus,0,360,123.08,133.27,,400,200,0,0.6,0.4,0,0,89.4427191,53.18295897,0,0,0,0,0,,,0,,,
1244,1959,moskus,0,360,106.36,111.76,,400,200,0,0.6,0.4,0,0,89.4427191,53.18295897,0,0,0,0,0,,,0,,,
1245,1959,moskus,0,360,91.68,94.33,,400,200,0,0.6,0.4,0,0,89.4427191,53.18295897,0,0,0,0,0,,,0,,,
1246,1959,moskus,0,360,135.25,141.25,,400,200,0,0.6,0.4,0,0,89.4427191,53.18295897,0,0,0,0,0,,,0,,,
1247,1959,moskus,0,360,88.75,93.12,,400,200,0,0.6,0.4,0,0,89.4427191,53.18295897,0,0,0,0,0,,,0,,,
1251,1959,moskus,0,360,710.15,717.37,,400,200,0,0.6,0.4,0,0,89.4427191,53.18295897,0,0,0,0,0,,,0,,,
1252,1959,moskus,0,360,375.15,377.15,,400,200,0,0.6,0.4,0,0,89.4427191,53.18295897,0,0,0,0,0,,,0,,,
1253,1959,moskus,0,360,223.66,247.86,,400,200,0,0.6,0.4,0,0,89.4427191,53.18295897,0,0,0,0,0,,,0,,,
1256,1959,moskus,0,360,75.77,85.87,,400,200,0,0.6,0.4,0,0,89.4427191,53.18295897,0,0,0,0,0,,,0,,,
1259,1959,moskus,0,360,60.71,64.21,,400,200,0,0.6,0.4,0,0,89.4427191,53.18295897,0,0,0,0,0,,,0,,,
1260,1959,moskus,0,360,79.22,105.72,,400,200,0,0.6,0.4,0,0,89.4427191,53.18295897,0,0,0,0,0,,,0,,,
1263,1959,moskus,0,360,418.41,453.83,,400,200,0,0.6,0.4,0,0,89.4427191,53.18295897,0,0,0,0,0,,,0,,,
1264,1959,moskus,0,360,50.14,55.38,,400,200,0,0.6,0.4,0,0,89.4427191,53.18295897,0,0,0,0,0,,,0,,,
1265,1959,moskus,0,360,8.58,8.88,,400,200,0,0.6,0.4,0,0,89.4427191,53.18295897,0,0,0,0,0,,,0,,,
1266,1959,moskus,0,360,519.6,527.5,,400,200,0,0.6,0.4,0,0,89.4427191,53.18295897,0,0,0,0,0,,,0,,,
1401,1959,moskus,0,360,648.06,667.96,,400,200,0,0.6,0.4,0,0,89.4427191,53.18295897,0,0,0,0,0,,,0,,,
1411,1959,moskus,0,360,557.26,577.96,,400,200,0,0.6,0.4,0,0,89.4427191,53.18295897,0,0,0,0,0,,,0,,,
1412,1959,moskus,0,360,216.68,219.78,,400,200,0,0.6,0.4,0,0,89.4427191,53.18295897,0,0,0,0,0,,,0,,,
1413,1959,moskus,0,360,238.22,249.62,,400,200,0,0.6,0.4,0,0,89.4427191,53.18295897,0,0,0,0,0,,,0,,,
1416,1959,moskus,0,360,849.26,861.4,,400,200,0,0.6,0.4,0,0,89.4427191,53.18295897,0,0,0,0,0,,,0,,,
1417,1959,moskus,0,360,770.9,793.1,,400,200,0,0.6,0.4,0,0,89.4427191,53.18295897,0,0,0,0,0,,,0,,,
1418,1959,moskus,0,360,413.5,423.8,,400,200,0,0.6,0.4,0,0,89.4427191,53.18295897,0,0,0,0,0,,,0,,,
1419,1959,moskus,0,360,178.44,183.2,,400,200,0,0.6,0.4,0,0,89.4427191,53.18295897,0,0,0,0,0,,,0,,,
1420,1959,moskus,0,360,714.47,734.8,,400,200,0,0.6,0.4,0,0,89.4427191,53.18295897,0,0,0,0,0,,,0,,,
1421,1959,moskus,0,360,1412.14,1419.44,,400,200,0,0.6,0.4,0,0,89.4427191,53.18295897,0,0,0,0,0,,,0,,,
1422,1959,moskus,0,360,1278.26,1291.2,,400,200,0,0.6,0.4,0,0,89.4427191,53.18295897,0,0,0,0,0,,,0,,,
1424,1959,moskus,0,360,939.95,941.73,,400,200,0,0.6,0.4,0,0,89.4427191,53.18295897,0,0,0,0,0,,,0,,,
1426,1959,moskus,0,360,2598.83,2636.53,,400,200,0,0.6,0.4,0,0,89.4427191,53.18295897,0,0,0,0,0,,,0,,,
1428,1959,moskus,0,360,291.2,312.5,,400,200,0,0.6,0.4,0,0,89.4427191,53.18295897,0,0,0,0,0,,,0,,,
1429,1959,moskus,0,360,372.5,393.6,,400,200,0,0.6,0.4,0,0,89.4427191,53.18295897,0,0,0,0,0,,,0,,,
1430,1959,moskus,0,360,511.6,540.9,,400,200,0,0.6,0.4,0,0,89.4427191,53.18295897,0,0,0,0,0,,,0,,,
1431,1959,moskus,0,360,592.68,619.98,,400,200,0,0.6,0.4,0,0,89.4427191,53.18295897,0,0,0,0,0,,,0,,,
1432,1959,moskus,0,360,542.76,564.98,,400,200,0,0.6,0.4,0,0,89.4427191,53.18295897,0,0,0,0,0,,,0,,,
1433,1959,moskus,0,360,334.17,353.57,,400,200,0,0.6,0.4,0,0,89.4427191,53.18295897,0,0,0,0,0,,,0,,,
1438,1959,moskus,0,360,789.81,804.51,,400,200,0,0.6,0.4,0,0,89.4427191,53.18295897,0,0,0,0,0,,,0,,,
1439,1959,moskus,0,360,154.31,162.09,,400,200,0,0.6,0.4,0,0,89.4427191,53.18295897,0,0,0,0,0,,,0,,,
1441,1959,moskus,0,360,215.82,228.22,,400,200,0,0.6,0.4,0,0,89.4427191,53.18295897,0,0,0,0,0,,,0,,,
1443,1959,moskus,0,360,391.29,417.5,,400,200,0,0.6,0.4,0,0,89.4427191,53.18295897,0,0,0,0,0,,,0,,,
1444,1959,moskus,0,360,166.72,177,,400,200,0,0.6,0.4,0,0,89.4427191,53.18295897,0,0,0,0,0,,,0,,,
1445,1959,moskus,0,360,918.5,959.2,,400,200,0,0.6,0.4,0,0,89.4427191,53.18295897,0,0,0,0,0,,,0,,,
1449,1959,moskus,0,360,1286.88,1328.89,,400,200,0,0.6,0.4,0,0,89.4427191,53.18295897,0,0,0,0,0,,,0,,,
1502,1959,moskus,0,360,339.64,355.3,,400,200,0,0.6,0.4,0,0,89.4427191,53.18295897,0,0,0,0,0,,,0,,,
1504,1959,moskus,0,360,89.47,92.92,,400,200,0,0.6,0.4,0,0,89.4427191,53.18295897,0,0,0,0,0,,,0,,,
1505,1959,moskus,0,360,61.23,63.93,,400,200,0,0.6,0.4,0,0,89.4427191,53.18295897,0,0,0,0,0,,,0,,,
511,1959,moskus,10.29,360,342.9,366.4,,400,200,0,0.6,0.4,6.174,4.116,89.4427191,53.18295897,552.2193477,218.9010591,198798.9652,78804.38128,277603.3465,,,809.5752303,,,
1514,1959,moskus,0,360,75.8,87.4,,400,200,0,0.6,0.4,0,0,89.4427191,53.18295897,0,0,0,0,0,,,0,,,
1515,1959,moskus,0,360,112.24,119.54,,400,200,0,0.6,0.4,0,0,89.4427191,53.18295897,0,0,0,0,0,,,0,,,
1516,1959,moskus,0,360,88.42,94.4,,400,200,0,0.6,0.4,0,0,89.4427191,53.18295897,0,0,0,0,0,,,0,,,
1517,1959,moskus,0,360,71.2,76.8,,400,200,0,0.6,0.4,0,0,89.4427191,53.18295897,0,0,0,0,0,,,0,,,
1519,1959,moskus,0,360,504.19,526.39,,400,200,0,0.6,0.4,0,0,89.4427191,53.18295897,0,0,0,0,0,,,0,,,
1520,1959,moskus,0,360,742.44,784.55,,400,200,0,0.6,0.4,0,0,89.4427191,53.18295897,0,0,0,0,0,,,0,,,
1523,1959,moskus,0,360,121.41,127.11,,400,200,0,0.6,0.4,0,0,89.4427191,53.18295897,0,0,0,0,0,,,0,,,
1524,1959,moskus,0,360,888.06,901.06,,400,200,0,0.6,0.4,0,0,89.4427191,53.18295897,0,0,0,0,0,,,0,,,
1525,1959,moskus,0,360,830.74,846.84,,400,200,0,0.6,0.4,0,0,89.4427191,53.18295897,0,0,0,0,0,,,0,,,
1526,1959,moskus,0,360,241.52,246.22,,400,200,0,0.6,0.4,0,0,89.4427191,53.18295897,0,0,0,0,0,,,0,,,
1528,1959,moskus,0,360,313.58,328.88,,400,200,0,0.6,0.4,0,0,89.4427191,53.18295897,0,0,0,0,0,,,0,,,
1529,1959,moskus,0,360,105.32,111.02,,400,200,0,0.6,0.4,0,0,89.4427191,53.18295897,0,0,0,0,0,,,0,,,
1531,1959,moskus,0,360,55.44,57.5,,400,200,0,0.6,0.4,0,0,89.4427191,53.18295897,0,0,0,0,0,,,0,,,
1532,1959,moskus,0,360,27.96,39.22,,400,200,0,0.6,0.4,0,0,89.4427191,53.18295897,0,0,0,0,0,,,0,,,
1534,1959,moskus,0,360,229.29,249.98,,400,200,0,0.6,0.4,0,0,89.4427191,53.18295897,0,0,0,0,0,,,0,,,
1535,1959,moskus,0,360,328.58,349.38,,400,200,0,0.6,0.4,0,0,89.4427191,53.18295897,0,0,0,0,0,,,0,,,
1539,1959,moskus,0,360,1405.24,1442.95,,400,200,0,0.6,0.4,0,0,89.4427191,53.18295897,0,0,0,0,0,,,0,,,
1543,1959,moskus,0,360,966.35,989.45,,400,200,0,0.6,0.4,0,0,89.4427191,53.18295897,0,0,0,0,0,,,0,,,
1545,1959,moskus,0,360,88.43,93.53,,400,200,0,0.6,0.4,0,0,89.4427191,53.18295897,0,0,0,0,0,,,0,,,
1546,1959,moskus,0,360,15.48,19.58,,400,200,0,0.6,0.4,0,0,89.4427191,53.18295897,0,0,0,0,0,,,0,,,
1547,1959,moskus,0,360,49.14,58.44,,400,200,0,0.6,0.4,0,0,89.4427191,53.18295897,0,0,0,0,0,,,0,,,
1548,1959,moskus,0,360,300.82,359.82,,400,200,0,0.6,0.4,0,0,89.4427191,53.18295897,0,0,0,0,0,,,0,,,
1551,1959,moskus,0,360,126.35,146.05,,400,200,0,0.6,0.4,0,0,89.4427191,53.18295897,0,0,0,0,0,,,0,,,
1554,1959,moskus,0,360,150.35,171.95,,400,200,0,0.6,0.4,0,0,89.4427191,53.18295897,0,0,0,0,0,,,0,,,
1557,1959,moskus,0,360,346.4,372,,400,200,0,0.6,0.4,0,0,89.4427191,53.18295897,0,0,0,0,0,,,0,,,
1560,1959,moskus,0,360,303.77,322.57,,400,200,0,0.6,0.4,0,0,89.4427191,53.18295897,0,0,0,0,0,,,0,,,
1563,1959,moskus,0,360,1627.59,1651.6,,400,200,0,0.6,0.4,0,0,89.4427191,53.18295897,0,0,0,0,0,,,0,,,
1566,1959,moskus,0,360,1279.02,1315.67,,400,200,0,0.6,0.4,0,0,89.4427191,53.18295897,0,0,0,0,0,,,0,,,
1567,1959,moskus,0,360,595.48,621.07,,400,200,0,0.6,0.4,0,0,89.4427191,53.18295897,0,0,0,0,0,,,0,,,
1571,1959,moskus,0,360,279.65,295.65,,400,200,0,0.6,0.4,0,0,89.4427191,53.18295897,0,0,0,0,0,,,0,,,
1573,1959,moskus,0,360,250.9,265.4,,400,200,0,0.6,0.4,0,0,89.4427191,53.18295897,0,0,0,0,0,,,0,,,
1576,1959,moskus,0,360,600.93,624.33,,400,200,0,0.6,0.4,0,0,89.4427191,53.18295897,0,0,0,0,0,,,0,,,
1601,1959,moskus,0,360,252.63,321.35,,400,200,0,0.6,0.4,0,0,89.4427191,53.18295897,0,0,0,0,0,,,0,,,
1612,1959,moskus,0,360,605.56,625.87,,400,200,0,0.6,0.4,0,0,89.4427191,53.18295897,0,0,0,0,0,,,0,,,
1613,1959,moskus,0,360,477.3,490.7,,400,200,0,0.6,0.4,0,0,89.4427191,53.18295897,0,0,0,0,0,,,0,,,
1617,1959,moskus,0,360,630.32,646.62,,400,200,0,0.6,0.4,0,0,89.4427191,53.18295897,0,0,0,0,0,,,0,,,
1620,1959,moskus,0,360,213.79,220.89,,400,200,0,0.6,0.4,0,0,89.4427191,53.18295897,0,0,0,0,0,,,0,,,
1621,1959,moskus,0,360,27.2,70.49,,400,200,0,0.6,0.4,0,0,89.4427191,53.18295897,0,0,0,0,0,,,0,,,
1622,1959,moskus,0,360,278.1,296.3,,400,200,0,0.6,0.4,0,0,89.4427191,53.18295897,0,0,0,0,0,,,0,,,
1624,1959,moskus,0,360,529.9,586.5,,400,200,0,0.6,0.4,0,0,89.4427191,53.18295897,0,0,0,0,0,,,0,,,
1627,1959,moskus,0,360,319.01,353.56,,400,200,0,0.6,0.4,0,0,89.4427191,53.18295897,0,0,0,0,0,,,0,,,
1630,1959,moskus,0,360,868.37,897.97,,400,200,0,0.6,0.4,0,0,89.4427191,53.18295897,0,0,0,0,0,,,0,,,
1632,1959,moskus,0,360,345.73,356.03,,400,200,0,0.6,0.4,0,0,89.4427191,53.18295897,0,0,0,0,0,,,0,,,
1633,1959,moskus,0,360,361.3,369.6,,400,200,0,0.6,0.4,0,0,89.4427191,53.18295897,0,0,0,0,0,,,0,,,
1634,1959,moskus,10.61,360,2141.14,2203.15,,400,200,0,0.6,0.4,6.366,4.244,89.4427191,53.18295897,569.3923498,225.7084779,204981.2459,81255.05203,286236.298,,,133.6840645,,,
1635,1959,moskus,0,360,886.73,921.23,,400,200,0,0.6,0.4,0,0,89.4427191,53.18295897,0,0,0,0,0,,,0,,,
1636,1959,moskus,0,360,581.08,613.18,,400,200,0,0.6,0.4,0,0,89.4427191,53.18295897,0,0,0,0,0,,,0,,,
1638,1959,moskus,0,360,516.77,562.41,,400,200,0,0.6,0.4,0,0,89.4427191,53.18295897,0,0,0,0,0,,,0,,,
1640,1959,moskus,0,360,1732.98,1757.28,,400,200,0,0.6,0.4,0,0,89.4427191,53.18295897,0,0,0,0,0,,,0,,,
1644,1959,moskus,0,360,1152.28,1171.18,,400,200,0,0.6,0.4,0,0,89.4427191,53.18295897,0,0,0,0,0,,,0,,,
1648,1959,moskus,0,360,1756.71,1809.41,,400,200,0,0.6,0.4,0,0,89.4427191,53.18295897,0,0,0,0,0,,,0,,,
1653,1959,moskus,0,360,582.46,654.86,,400,200,0,0.6,0.4,0,0,89.4427191,53.18295897,0,0,0,0,0,,,0,,,
1657,1959,moskus,0,360,180.33,212.93,,400,200,0,0.6,0.4,0,0,89.4427191,53.18295897,0,0,0,0,0,,,0,,,
1662,1959,moskus,0,360,164.14,174.04,,400,200,0,0.6,0.4,0,0,89.4427191,53.18295897,0,0,0,0,0,,,0,,,
1663,1959,moskus,0,360,150.27,165.42,,400,200,0,0.6,0.4,0,0,89.4427191,53.18295897,0,0,0,0,0,,,0,,,
1664,1959,moskus,0,360,1108.78,1143.78,,400,200,0,0.6,0.4,0,0,89.4427191,53.18295897,0,0,0,0,0,,,0,,,
1665,1959,moskus,0,360,1206.28,1214.68,,400,200,0,0.6,0.4,0,0,89.4427191,53.18295897,0,0,0,0,0,,,0,,,
1702,1959,moskus,0,360,1260.49,1423.66,,400,200,0,0.6,0.4,0,0,89.4427191,53.18295897,0,0,0,0,0,,,0,,,
1703,1959,moskus,0,360,729.65,749.95,,400,200,0,0.6,0.4,0,0,89.4427191,53.18295897,0,0,0,0,0,,,0,,,
1711,1959,moskus,0,360,1181.45,1191.95,,400,200,0,0.6,0.4,0,0,89.4427191,53.18295897,0,0,0,0,0,,,0,,,
1714,1959,moskus,0,360,810.57,900.31,,400,200,0,0.6,0.4,0,0,89.4427191,53.18295897,0,0,0,0,0,,,0,,,
1717,1959,moskus,0,360,50.22,73.92,,400,200,0,0.6,0.4,0,0,89.4427191,53.18295897,0,0,0,0,0,,,0,,,
1718,1959,moskus,0,360,376.23,398.83,,400,200,0,0.6,0.4,0,0,89.4427191,53.18295897,0,0,0,0,0,,,0,,,
1719,1959,moskus,0,360,486.82,621.11,,400,200,0,0.6,0.4,0,0,89.4427191,53.18295897,0,0,0,0,0,,,0,,,
1721,1959,moskus,0,360,1391.7,1478.88,,400,200,0,0.6,0.4,0,0,89.4427191,53.18295897,0,0,0,0,0,,,0,,,
1724,1959,moskus,0,360,548.56,559.96,,400,200,0,0.6,0.4,0,0,89.4427191,53.18295897,0,0,0,0,0,,,0,,,
1725,1959,moskus,0,360,708.46,736.96,,400,200,0,0.6,0.4,0,0,89.4427191,53.18295897,0,0,0,0,0,,,0,,,
1736,1959,moskus,0,360,2095.9,2132.7,,400,200,0,0.6,0.4,0,0,89.4427191,53.18295897,0,0,0,0,0,,,0,,,
1738,1959,moskus,0,360,2627.35,2642.95,,400,200,0,0.6,0.4,0,0,89.4427191,53.18295897,0,0,0,0,0,,,0,,,
1739,1959,moskus,0,360,1330.6,1335.5,,400,200,0,0.6,0.4,0,0,89.4427191,53.18295897,0,0,0,0,0,,,0,,,
1740,1959,moskus,0,360,1348.56,1355.46,,400,200,0,0.6,0.4,0,0,89.4427191,53.18295897,0,0,0,0,0,,,0,,,
1742,1959,moskus,0,360,1081.09,1102.09,,400,200,0,0.6,0.4,0,0,89.4427191,53.18295897,0,0,0,0,0,,,0,,,
1743,1959,moskus,0,360,685.22,703.82,,400,200,0,0.6,0.4,0,0,89.4427191,53.18295897,0,0,0,0,0,,,0,,,
1744,1959,moskus,0,360,646.34,690.94,,400,200,0,0.6,0.4,0,0,89.4427191,53.18295897,0,0,0,0,0,,,0,,,
1748,1959,moskus,0,360,463.61,473.71,,400,200,0,0.6,0.4,0,0,89.4427191,53.18295897,0,0,0,0,0,,,0,,,
1749,1959,moskus,0,360,423.84,433.34,,400,200,0,0.6,0.4,0,0,89.4427191,53.18295897,0,0,0,0,0,,,0,,,
1750,1959,moskus,0,360,287.23,302.73,,400,200,0,0.6,0.4,0,0,89.4427191,53.18295897,0,0,0,0,0,,,0,,,
1751,1959,moskus,0,360,971.2,1011.8,,400,200,0,0.6,0.4,0,0,89.4427191,53.18295897,0,0,0,0,0,,,0,,,
1755,1959,moskus,0,360,96.87,106.67,,400,200,0,0.6,0.4,0,0,89.4427191,53.18295897,0,0,0,0,0,,,0,,,
1756,1959,moskus,0,360,287.79,349.49,,400,200,0,0.6,0.4,0,0,89.4427191,53.18295897,0,0,0,0,0,,,0,,,
1804,1959,moskus,0,360,1284.88,1313.03,,400,200,0,0.6,0.4,0,0,89.4427191,53.18295897,0,0,0,0,0,,,0,,,
1805,1959,moskus,0,360,1926.13,1931.7,,400,200,0,0.6,0.4,0,0,89.4427191,53.18295897,0,0,0,0,0,,,0,,,
1811,1959,moskus,0,360,1195.58,1207.98,,400,200,0,0.6,0.4,0,0,89.4427191,53.18295897,0,0,0,0,0,,,0,,,
