knr2017,AAR,ART,prod,nytidutmh,utmar,totareal,VEKTFE,VEKTCH,KVEKTCH,ANDAD,ANDCH,ADPROD,CHPROD,METAD,METOFF,KMETOFF,METADANT,METOFFANT,METBEITAD,METBEITOFF,TOTBEITE,LNTOTBEITE,TOTBAR
1127.00,1979,hest,7.78,13.30,7.75,23.81,432,216,162,0.7,0.3,5.443493052,2.33,94.75732893,56.34304488,45.40840642,515.8108616,105.9344335,6860.28446,1408.927966,8269.212425,,1066.995152
1129.00,1979,hest,14.24,22.10,699.14,711.74,432,216,162,0.7,0.3,9.964662487,4.27,94.75732893,56.34304488,45.40840642,944.224801,193.9197617,20867.3681,4285.626735,25152.99484,,35.97705014
1130.00,1979,hest,17.21,22.40,168.22,192.73,432,216,162,0.7,0.3,12.04857483,5.16,94.75732893,56.34304488,45.40840642,1141.690769,234.4742498,25573.87322,5252.223196,30826.09642,,183.2487006
1133.00,1979,hest,24.59,22.10,973.64,1008.44,432,216,162,0.7,0.3,17.21533577,7.38,94.75732893,56.34304488,45.40840642,1631.279235,335.0232701,36051.27108,7404.014269,43455.28535,,44.63177905
1134.00,1979,hest,42.34,22.10,1641.69,1673.19,432,216,162,0.7,0.3,29.63502176,12.70,94.75732893,56.34304488,45.40840642,2808.135505,576.7196197,62059.79466,12745.50359,74805.29826,,45.5660315
1135.00,1979,hest,49.22,22.10,498.83,507.30,432,216,162,0.7,0.3,34.45080882,14.76,94.75732893,56.34304488,45.40840642,3264.466624,670.4384266,72144.71238,14816.68923,86961.40161,,174.3307371
1141.00,1979,hest,17.43,13.30,63.86,104.46,432,216,162,0.7,0.3,12.19752883,5.23,94.75732893,56.34304488,45.40840642,1155.805252,237.3730056,15372.20985,3157.060975,18529.27082,,290.1545697
1142.00,1979,hest,9.77,13.30,25.52,64.92,432,216,162,0.7,0.3,6.839620235,2.93,94.75732893,56.34304488,45.40840642,648.1041443,133.1041095,8619.78512,1770.284656,10390.06978,,407.1343956
1144.00,1979,hest,0.00,13.30,3.13,5.73,432,216,162,0.7,0.3,0,0.00,94.75732893,56.34304488,45.40840642,0,0,0,0,0,,0
1145.00,1979,hest,2.58,13.30,37.15,44.95,432,216,162,0.7,0.3,1.805696194,0.77,94.75732893,56.34304488,45.40840642,171.1029482,35.14019427,2275.669211,467.3645838,2743.033795,,73.83671049
1146.00,1979,hest,44.75,13.30,341.25,392.75,432,216,162,0.7,0.3,31.32842315,13.43,94.75732893,56.34304488,45.40840642,2968.597697,609.6744733,39482.34938,8108.670495,47591.01987,,139.4608641
1149.00,1979,hest,29.40,13.30,166.71,217.41,432,216,162,0.7,0.3,20.57677224,8.82,94.75732893,56.34304488,45.40840642,1949.799976,400.4393301,25932.33968,5325.84309,31258.18277,,187.5003465
1151.00,1979,hest,0.95,13.30,5.14,6.14,432,216,162,0.7,0.3,0.664539474,0.28,94.75732893,56.34304488,45.40840642,62.9699855,12.93243365,837.5008071,172.0013675,1009.502175,,196.4012013
1160.00,1979,hest,62.98,22.40,505.29,610.19,432,216,162,0.7,0.3,44.08830926,18.89,94.75732893,56.34304488,45.40840642,4177.690423,857.9913709,93580.26547,19219.00671,112799.2722,,223.2367001
1201.00,1979,hest,135.51,13.30,410.34,444.68,432,216,162,0.7,0.3,94.85351107,40.65,94.75732893,56.34304488,45.40840642,8988.065349,1845.920049,119541.2691,24550.73665,144092.0058,,351.1527168
1211.00,1979,hest,56.17,22.40,652.50,678.00,432,216,162,0.7,0.3,39.3155,16.85,94.75732893,56.34304488,45.40840642,3725.431766,765.108944,83449.67155,17138.44035,100588.1119,,154.1580259
1216.00,1979,hest,26.78,13.30,200.30,224.00,432,216,162,0.7,0.3,18.7445051,8.03,94.75732893,56.34304488,45.40840642,1776.179235,364.7820453,23623.18383,4851.601202,28474.78503,,142.1606841
1219.00,1979,hest,6.68,13.30,221.00,234.40,432,216,162,0.7,0.3,4.67397349,2.00,94.75732893,56.34304488,45.40840642,442.8932435,90.95900909,5890.480138,1209.754821,7100.234959,,32.12775999
1221.00,1979,hest,19.75,13.30,129.53,137.84,432,216,162,0.7,0.3,13.82238334,5.92,94.75732893,56.34304488,45.40840642,1309.772125,268.993886,17419.96926,3577.618684,20997.58795,,162.1059828
1222.00,1979,hest,13.23,13.30,129.20,137.10,432,216,162,0.7,0.3,9.264491299,3.97,94.75732893,56.34304488,45.40840642,877.8784494,180.2939084,11675.78338,2397.908981,14073.69236,,108.9295074
1223.00,1979,hest,30.29,13.30,232.68,245.08,432,216,162,0.7,0.3,21.20272405,9.09,94.75732893,56.34304488,45.40840642,2009.113497,412.6208189,26721.2095,5487.856891,32209.0664,,138.42645
1224.00,1979,hest,55.11,22.10,1052.75,1093.30,432,216,162,0.7,0.3,38.58036149,16.53,94.75732893,56.34304488,45.40840642,3655.772004,750.8026006,80792.5613,16592.73747,97385.29877,,92.50562695
1227.00,1979,hest,7.08,22.10,191.90,196.90,432,216,162,0.7,0.3,4.957159091,2.12,94.75732893,56.34304488,45.40840642,469.7271545,96.47001202,10380.97012,2131.987266,12512.95738,,65.20561428
1228.00,1979,hest,12.21,22.10,1578.44,1583.65,432,216,162,0.7,0.3,8.547954545,3.66,94.75732893,56.34304488,45.40840642,809.9813406,166.3495689,17900.58763,3676.325473,21576.9131,,13.66977085
1231.00,1979,hest,43.00,22.10,1294.20,1307.80,432,216,162,0.7,0.3,30.10040272,12.90,94.75732893,56.34304488,45.40840642,2852.233762,585.7762801,63034.36613,12945.65579,75980.02192,,58.70809915
1232.00,1979,hest,15.54,22.10,1456.18,1459.28,432,216,162,0.7,0.3,10.88051653,4.66,94.75732893,56.34304488,45.40840642,1031.008684,211.7429643,22785.29191,4679.519511,27464.81142,,18.86086296
1233.00,1979,hest,10.56,22.10,675.57,681.77,432,216,162,0.7,0.3,7.390833333,3.17,94.75732893,56.34304488,45.40840642,700.3356253,143.8311273,15477.41732,3178.667914,18656.08523,,27.61532518
1234.00,1979,hest,18.07,22.40,200.24,205.04,432,216,162,0.7,0.3,12.64590458,5.42,94.75732893,56.34304488,45.40840642,1198.29214,246.098732,26841.74393,5512.611598,32354.35553,,161.5778842
1235.00,1979,hest,196.75,22.10,1678.50,1739.31,432,216,162,0.7,0.3,137.7220793,59.02,94.75732893,56.34304488,45.40840642,13050.17637,2680.17435,288408.8977,59231.85313,347640.7509,,207.1139415
1238.00,1979,hest,100.08,22.40,560.40,583.76,432,216,162,0.7,0.3,70.05811372,30.02,94.75732893,56.34304488,45.40840642,6638.519726,1363.383129,148702.8419,30539.78209,179242.6239,,319.8476516
1241.00,1979,hest,32.16,22.40,338.58,354.98,432,216,162,0.7,0.3,22.51263394,9.65,94.75732893,56.34304488,45.40840642,2133.237059,438.1126421,47784.51013,9813.723183,57598.23331,,170.1170575
1242.00,1979,hest,6.95,22.40,251.88,255.68,432,216,162,0.7,0.3,4.863767313,2.08,94.75732893,56.34304488,45.40840642,460.8775991,94.65253838,10323.65822,2120.21686,12443.87508,,49.40398237
1243.00,1979,hest,26.97,13.30,123.08,133.27,432,216,162,0.7,0.3,18.87771621,8.09,94.75732893,56.34304488,45.40840642,1788.801964,367.3744329,23791.06613,4886.079957,28677.14608,,232.995987
1244.00,1979,hest,0.61,13.30,106.36,111.76,432,216,162,0.7,0.3,0.4249,0.18,94.75732893,56.34304488,45.40840642,40.26238906,8.26887081,535.4897745,109.9759818,645.4657563,,6.068688946
1245.00,1979,hest,0.00,13.30,91.68,94.33,432,216,162,0.7,0.3,0,0.00,94.75732893,56.34304488,45.40840642,0,0,0,0,0,,0
1246.00,1979,hest,5.43,13.30,135.25,141.25,432,216,162,0.7,0.3,3.801128049,1.63,94.75732893,56.34304488,45.40840642,360.1847408,73.97278599,4790.457053,983.8380537,5774.295107,,42.69349432
1247.00,1979,hest,5.04,13.30,88.75,93.12,432,216,162,0.7,0.3,3.52625,1.51,94.75732893,56.34304488,45.40840642,334.1380311,68.62345421,4444.035814,912.691941,5356.727755,,60.35749583
1251.00,1979,hest,14.53,22.40,710.15,717.37,432,216,162,0.7,0.3,10.17249279,4.36,94.75732893,56.34304488,45.40840642,963.9182454,197.9642944,21591.7687,4434.400195,26026.16889,,36.64883319
1252.00,1979,hest,1.62,22.10,375.15,377.15,432,216,162,0.7,0.3,1.135144907,0.49,94.75732893,56.34304488,45.40840642,107.5632993,22.09076626,2377.148915,488.2059344,2865.354849,,7.637891108
1253.00,1979,hest,51.69,13.30,223.66,247.86,432,216,162,0.7,0.3,36.185,15.51,94.75732893,56.34304488,45.40840642,3428.793947,704.1870799,45602.9595,9365.688163,54968.64766,,245.7687904
1256.00,1979,hest,10.14,13.30,75.77,85.87,432,216,162,0.7,0.3,7.098521887,3.04,94.75732893,56.34304488,45.40840642,672.6369734,138.1425287,8946.071746,1837.295631,10783.36738,,142.3171094
1259.00,1979,hest,0.00,13.30,60.71,64.21,432,216,162,0.7,0.3,0,0.00,94.75732893,56.34304488,45.40840642,0,0,0,0,0,,0
1260.00,1979,hest,25.84,13.30,79.22,105.72,432,216,162,0.7,0.3,18.08493853,7.75,94.75732893,56.34304488,45.40840642,1713.680469,351.946388,22791.95023,4680.886961,27472.83719,,346.7916839
1263.00,1979,hest,38.48,13.30,418.41,453.83,432,216,162,0.7,0.3,26.9378865,11.54,94.75732893,56.34304488,45.40840642,2552.562171,524.2313564,33949.07688,6972.27704,40921.35392,,97.80204565
1264.00,1979,hest,0.78,13.30,50.14,55.38,432,216,162,0.7,0.3,0.547978198,0.23,94.75732893,56.34304488,45.40840642,51.92495038,10.66406432,690.6018401,141.8320554,832.4338955,,16.60219177
1265.00,1979,hest,#NULL!,13.30,8.58,8.88,432,216,162,0.7,0.3,#NULL!,#NULL!,94.75732893,56.34304488,45.40840642,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!
1266.00,1979,hest,34.41,22.10,519.60,527.50,432,216,162,0.7,0.3,24.08829018,10.32,94.75732893,56.34304488,45.40840642,2282.542036,468.7760874,50444.179,10359.95153,60804.13054,,117.0210364
1401.00,1979,hest,39.56,13.30,648.06,667.96,432,216,162,0.7,0.3,27.69336679,11.87,94.75732893,56.34304488,45.40840642,2624.149466,538.9335662,34901.1879,7167.81643,42069.00433,,64.9152923
1411.00,1979,hest,26.21,13.30,557.26,577.96,432,216,162,0.7,0.3,18.34966358,7.86,94.75732893,56.34304488,45.40840642,1738.765108,357.098135,23125.57593,4749.405195,27874.98113,,50.02150007
1412.00,1979,hest,2.69,13.30,216.68,219.78,432,216,162,0.7,0.3,1.879888889,0.81,94.75732893,56.34304488,45.40840642,178.1332498,36.58403944,2369.172222,486.5677246,2855.739947,,13.17952717
1413.00,1979,hest,25.09,13.30,238.22,249.62,432,216,162,0.7,0.3,17.56602645,7.53,94.75732893,56.34304488,45.40840642,1664.509746,341.8479721,22137.97962,4546.578028,26684.55765,,112.0164455
1416.00,1979,hest,21.97,22.10,849.26,861.40,432,216,162,0.7,0.3,15.37963608,6.59,94.75732893,56.34304488,45.40840642,1457.333235,299.2991853,32207.06448,6614.511994,38821.57648,,45.71223945
1417.00,1979,hest,30.58,22.10,770.90,793.10,432,216,162,0.7,0.3,21.4025165,9.17,94.75732893,56.34304488,45.40840642,2028.045296,416.5089291,44819.80105,9204.847333,54024.64838,,70.07996936
1418.00,1979,hest,32.82,22.10,413.50,423.80,432,216,162,0.7,0.3,22.97747374,9.85,94.75732893,56.34304488,45.40840642,2177.284038,447.1587713,48117.97723,9882.208846,58000.18608,,140.2664718
1419.00,1979,hest,20.61,22.10,178.44,183.20,432,216,162,0.7,0.3,14.42770232,6.18,94.75732893,56.34304488,45.40840642,1367.130535,280.7738447,30213.58482,6205.101967,36418.68679,,204.0948598
1420.00,1979,hest,75.48,22.10,714.47,734.80,432,216,162,0.7,0.3,52.83713339,22.64,94.75732893,56.34304488,45.40840642,5006.705628,1028.250012,110648.1944,22724.32526,133372.5196,,186.6733658
1421.00,1979,hest,9.23,22.10,1412.14,1419.44,432,216,162,0.7,0.3,6.461706522,2.77,94.75732893,56.34304488,45.40840642,612.2940503,125.7496268,13531.69851,2779.066753,16310.76527,,11.55038825
1422.00,1979,hest,4.98,22.10,1278.26,1291.20,432,216,162,0.7,0.3,3.485183066,1.49,94.75732893,56.34304488,45.40840642,330.2466382,67.82426106,7298.450704,1498.916169,8797.366874,,6.882298495
1424.00,1979,hest,4.94,22.10,939.95,941.73,432,216,162,0.7,0.3,3.457222222,1.48,94.75732893,56.34304488,45.40840642,327.5971433,67.28012218,7239.896867,1486.8907,8726.787567,,9.284310407
1426.00,1979,hest,104.99,22.10,2598.83,2636.53,432,216,162,0.7,0.3,73.49594711,31.50,94.75732893,56.34304488,45.40840642,6964.279636,1430.28593,153910.5799,31609.31906,185519.899,,71.38593098
1428.00,1979,hest,14.20,13.30,291.20,312.50,432,216,162,0.7,0.3,9.94334036,4.26,94.75732893,56.34304488,45.40840642,942.2043731,193.5048173,12531.31816,2573.614069,15104.93223,,51.87133322
1429.00,1979,hest,60.10,13.30,372.50,393.60,432,216,162,0.7,0.3,42.07309287,18.03,94.75732893,56.34304488,45.40840642,3986.7339,818.7737573,53023.56087,10889.69097,63913.25184,,171.5791996
1430.00,1979,hest,58.65,22.40,511.60,540.90,432,216,162,0.7,0.3,41.05351733,17.59,94.75732893,56.34304488,45.40840642,3890.121646,798.9320572,87138.72487,17896.07808,105034.8029,,205.3064952
1431.00,1979,hest,37.71,22.40,592.68,619.98,432,216,162,0.7,0.3,26.39770083,11.31,94.75732893,56.34304488,45.40840642,2501.375621,513.7189406,56030.81391,11507.30427,67538.11818,,113.9537662
1432.00,1979,hest,82.74,22.10,542.76,564.98,432,216,162,0.7,0.3,57.91753211,24.82,94.75732893,56.34304488,45.40840642,5488.110641,1127.118359,121287.2452,24909.31573,146196.5609,,269.3576551
1433.00,1979,hest,46.46,22.10,334.17,353.57,432,216,162,0.7,0.3,32.52256281,13.94,94.75732893,56.34304488,45.40840642,3081.751182,632.9133215,68106.70113,13987.38441,82094.08553,,245.6656359
1438.00,1979,hest,17.69,22.10,789.81,804.51,432,216,162,0.7,0.3,12.38104651,5.31,94.75732893,56.34304488,45.40840642,1173.194897,240.9443966,25927.60722,5324.871164,31252.47838,,39.56961596
1439.00,1979,hest,3.23,13.30,154.31,162.09,432,216,162,0.7,0.3,2.259294164,0.97,94.75732893,56.34304488,45.40840642,214.0846803,43.96754898,2847.326247,584.7684015,3432.094649,,22.24155692
1441.00,1979,hest,3.90,13.30,215.82,228.22,432,216,162,0.7,0.3,2.731622248,1.17,94.75732893,56.34304488,45.40840642,258.8412279,53.15940567,3442.588331,707.0200954,4149.608426,,19.22717276
1443.00,1979,hest,98.46,22.40,391.29,417.50,432,216,162,0.7,0.3,68.92115635,29.54,94.75732893,56.34304488,45.40840642,6530.784683,1341.257091,146289.5769,30044.15884,176333.7357,,450.6471817
1444.00,1979,hest,14.16,22.40,166.72,177.00,432,216,162,0.7,0.3,9.914589669,4.25,94.75732893,56.34304488,45.40840642,939.4800345,192.9453074,21044.35277,4321.974885,25366.32766,,152.1492782
1445.00,1979,hest,114.35,22.10,918.50,959.20,432,216,162,0.7,0.3,80.04819566,34.31,94.75732893,56.34304488,45.40840642,7585.153207,1557.797572,167631.8859,34427.32635,202059.2122,,219.988255
1449.00,1979,hest,102.64,22.10,1286.88,1328.89,432,216,162,0.7,0.3,71.84764562,30.79,94.75732893,56.34304488,45.40840642,6808.090989,1398.208754,150458.8109,30900.41347,181359.2243,,140.9293985
1502.00,1979,hest,14.18,13.30,339.64,355.30,432,216,162,0.7,0.3,9.925452323,4.25,94.75732893,56.34304488,45.40840642,940.5093506,193.1567027,12508.77436,2568.984146,15077.75851,,44.39335328
1504.00,1979,hest,3.71,22.40,89.47,92.92,432,216,162,0.7,0.3,2.596960227,1.11,94.75732893,56.34304488,45.40840642,246.0810145,50.53878234,5512.214724,1132.068724,6644.283449,,74.26269642
1505.00,1979,hest,5.66,13.30,61.23,63.93,432,216,162,0.7,0.3,3.964246844,1.70,94.75732893,56.34304488,45.40840642,375.6414422,77.14719938,4996.031181,1026.057752,6022.088933,,98.35193423
1511.00,1979,hest,6.19,22.10,342.90,366.40,432,216,162,0.7,0.3,4.331295623,1.86,94.75732893,56.34304488,45.40840642,410.422004,84.29024227,9070.326289,1862.814354,10933.14064,,31.88434133
1514.00,1979,hest,2.32,13.30,75.80,87.40,432,216,162,0.7,0.3,1.624307784,0.70,94.75732893,56.34304488,45.40840642,153.9150669,31.61024057,2047.07039,420.4161996,2467.48659,,32.55259354
1515.00,1979,hest,1.07,13.30,112.24,119.54,432,216,162,0.7,0.3,0.751716064,0.32,94.75732893,56.34304488,45.40840642,71.23060634,14.62895509,947.3670644,194.5651027,1141.932167,,10.17402145
1516.00,1979,hest,3.18,13.30,88.42,94.40,432,216,162,0.7,0.3,2.226954944,0.95,94.75732893,56.34304488,45.40840642,211.0203021,43.33820364,2806.570018,576.3981084,3382.968126,,38.26021405
1517.00,1979,hest,2.16,13.30,71.20,76.80,432,216,162,0.7,0.3,1.513088429,0.65,94.75732893,56.34304488,45.40840642,143.3762179,29.445829,1906.903699,391.6295256,2298.533224,,32.28277
1519.00,1979,hest,33.89,22.10,504.19,526.39,432,216,162,0.7,0.3,23.72294964,10.17,94.75732893,56.34304488,45.40840642,2247.923342,461.6662881,49679.10587,10202.82497,59881.93083,,118.768581
1520.00,1979,hest,30.79,22.10,742.44,784.55,432,216,162,0.7,0.3,21.5537418,9.24,94.75732893,56.34304488,45.40840642,2042.375001,419.451886,45136.48752,9269.886682,54406.37421,,73.28049971
1523.00,1979,hest,7.78,22.40,121.41,127.11,432,216,162,0.7,0.3,5.447261931,2.33,94.75732893,56.34304488,45.40840642,516.1679906,106.0077787,11562.16299,2374.574243,13936.73723,,114.7906864
1524.00,1979,hest,5.76,22.10,888.06,901.06,432,216,162,0.7,0.3,4.033678871,1.73,94.75732893,56.34304488,45.40840642,382.2206356,78.49839838,8447.076047,1734.814604,10181.89065,,11.46531839
1525.00,1979,hest,18.14,22.10,830.74,846.84,432,216,162,0.7,0.3,12.69914291,5.44,94.75732893,56.34304488,45.40840642,1203.336862,247.1347896,26593.74464,5461.67885,32055.42349,,38.58658966
1526.00,1979,hest,4.22,22.10,241.52,246.22,432,216,162,0.7,0.3,2.954220978,1.27,94.75732893,56.34304488,45.40840642,279.9340889,57.49134292,6186.543365,1270.558679,7457.102044,,30.87571234
1528.00,1979,hest,16.98,22.10,313.58,328.88,432,216,162,0.7,0.3,11.88367113,5.09,94.75732893,56.34304488,45.40840642,1126.064934,231.2651007,24886.03504,5110.958726,29996.99377,,95.65977986
1529.00,1979,hest,9.75,13.30,105.32,111.02,432,216,162,0.7,0.3,6.825430328,2.93,94.75732893,56.34304488,45.40840642,646.7595467,132.8279633,8601.901971,1766.611912,10368.51388,,98.44772012
1531.00,1979,hest,2.05,13.30,55.44,57.50,432,216,162,0.7,0.3,1.434265309,0.61,94.75732893,56.34304488,45.40840642,135.9071496,27.91187231,1807.56509,371.2279017,2178.792992,,39.30001789
1532.00,1979,hest,1.28,13.30,27.96,39.22,432,216,162,0.7,0.3,0.894368636,0.38,94.75732893,56.34304488,45.40840642,84.74798305,17.40508051,1127.148175,231.4875708,1358.635745,,48.59212251
1534.00,1979,hest,7.79,13.30,229.29,249.98,432,216,162,0.7,0.3,5.451866249,2.34,94.75732893,56.34304488,45.40840642,516.6042834,106.0973822,6870.83697,1411.095183,8281.932152,,36.11990123
1535.00,1979,hest,20.69,22.10,328.58,349.38,432,216,162,0.7,0.3,14.48308511,6.21,94.75732893,56.34304488,45.40840642,1372.37846,281.851635,30329.56396,6228.921133,36558.48509,,111.2620521
1539.00,1979,hest,35.07,22.10,1405.24,1442.95,432,216,162,0.7,0.3,24.54727045,10.52,94.75732893,56.34304488,45.40840642,2326.03378,477.7081857,51405.34655,10557.3509,61962.69745,,44.09403195
1543.00,1979,hest,11.22,22.10,966.35,989.45,432,216,162,0.7,0.3,7.854850173,3.37,94.75732893,56.34304488,45.40840642,744.3046216,152.861241,16449.13214,3378.233427,19827.36556,,20.51778917
1545.00,1979,hest,0.00,13.30,88.43,93.53,432,216,162,0.7,0.3,0,0.00,94.75732893,56.34304488,45.40840642,0,0,0,0,0,,0
1546.00,1979,hest,0.00,13.30,15.48,19.58,432,216,162,0.7,0.3,0,0.00,94.75732893,56.34304488,45.40840642,0,0,0,0,0,,0
1547.00,1979,hest,1.91,13.30,49.14,58.44,432,216,162,0.7,0.3,1.338235294,0.57,94.75732893,56.34304488,45.40840642,126.807602,26.04305663,1686.541106,346.3726531,2032.913759,,41.36983637
1548.00,1979,hest,34.40,13.30,300.82,359.82,432,216,162,0.7,0.3,24.0790604,10.32,94.75732893,56.34304488,45.40840642,2281.667447,468.596469,30346.17704,6232.333038,36578.51008,,121.5960045
1551.00,1979,hest,5.39,13.30,126.35,146.05,432,216,162,0.7,0.3,3.7702829,1.62,94.75732893,56.34304488,45.40840642,357.2619369,73.37251639,4751.583761,975.854468,5727.438229,,45.32994245
1554.00,1979,hest,10.63,13.30,150.35,171.95,432,216,162,0.7,0.3,7.442940276,3.19,94.75732893,56.34304488,45.40840642,705.2731399,144.8451673,9380.132761,1926.440725,11306.57349,,75.20168597
1557.00,1979,hest,24.68,13.30,346.40,372.00,432,216,162,0.7,0.3,17.27326867,7.40,94.75732893,56.34304488,45.40840642,1636.768801,336.1506875,21769.02506,4470.804144,26239.8292,,75.7500843
1560.00,1979,hest,11.57,22.40,303.77,322.57,432,216,162,0.7,0.3,8.095653741,3.47,94.75732893,56.34304488,45.40840642,767.1225244,157.547458,17183.54455,3529.063059,20712.60761,,68.18516511
1563.00,1979,hest,27.79,22.10,1627.59,1651.60,432,216,162,0.7,0.3,19.45616192,8.34,94.75732893,56.34304488,45.40840642,1843.613935,378.6314177,40743.86796,8367.754331,49111.6223,,30.17444338
1566.00,1979,hest,38.73,22.40,1279.02,1315.67,432,216,162,0.7,0.3,27.10970166,11.62,94.75732893,56.34304488,45.40840642,2568.842918,527.5750076,57542.08135,11817.68017,69359.76152,,54.22883264
1567.00,1979,hest,24.49,22.40,595.48,621.07,432,216,162,0.7,0.3,17.14142282,7.35,94.75732893,56.34304488,45.40840642,1624.275441,333.584869,36383.76988,7472.301065,43856.07094,,73.64826852
1571.00,1979,hest,10.37,13.30,279.65,295.65,432,216,162,0.7,0.3,7.257941788,3.11,94.75732893,56.34304488,45.40840642,687.7431774,141.2449588,9146.984259,1878.557952,11025.54221,,39.42621924
1573.00,1979,hest,2.38,13.30,250.90,265.40,432,216,162,0.7,0.3,1.669305346,0.72,94.75732893,56.34304488,45.40840642,158.1789158,32.48592668,2103.77958,432.0628249,2535.842405,,10.10698447
1576.00,1979,hest,17.11,13.30,600.93,624.33,432,216,162,0.7,0.3,11.97978991,5.13,94.75732893,56.34304488,45.40840642,1135.172893,233.135644,15097.79948,3100.704065,18198.50355,,30.2838992
1601.00,1979,hest,62.61,6.90,252.63,321.35,432,216,162,0.7,0.3,43.82448885,18.78,94.75732893,56.34304488,45.40840642,4152.691505,852.857229,28653.57138,5884.71488,34538.28626,,136.7149043
1612.00,1979,hest,13.36,28.40,605.56,625.87,432,216,162,0.7,0.3,9.352456697,4.01,94.75732893,56.34304488,45.40840642,886.2138156,182.0057806,25168.47236,5168.96417,30337.43653,,50.09815135
1613.00,1979,hest,11.27,28.40,477.30,490.70,432,216,162,0.7,0.3,7.889899099,3.38,94.75732893,56.34304488,45.40840642,747.6257642,153.5433193,21232.5717,4360.630267,25593.20197,,53.6207877
1617.00,1979,hest,8.16,6.90,630.32,646.62,432,216,162,0.7,0.3,5.711068111,2.45,94.75732893,56.34304488,45.40840642,541.1655596,111.1416437,3734.042361,766.8773414,4500.919703,,7.140689971
1620.00,1979,hest,2.43,6.90,213.79,220.89,432,216,162,0.7,0.3,1.702663934,0.73,94.75732893,56.34304488,45.40840642,161.3398865,33.13510969,1113.245217,228.6322568,1341.877474,,6.276614779
1621.00,1979,hest,16.26,6.90,27.20,70.49,432,216,162,0.7,0.3,11.37950389,4.88,94.75732893,56.34304488,45.40840642,1078.291393,221.4536303,7440.210612,1528.030049,8968.240662,,329.7147302
1622.00,1979,hest,8.38,6.90,278.10,296.30,432,216,162,0.7,0.3,5.864860814,2.51,94.75732893,56.34304488,45.40840642,555.7385453,114.1345643,3834.595962,787.5284939,4622.124456,,16.62036842
1624.00,1979,hest,40.71,6.90,529.90,586.50,432,216,162,0.7,0.3,28.49533893,12.21,94.75732893,56.34304488,45.40840642,2700.142204,554.5405421,18630.98121,3826.32974,22457.31095,,42.38028109
1627.00,1979,hest,15.57,6.90,319.01,353.56,432,216,162,0.7,0.3,10.89828863,4.67,94.75732893,56.34304488,45.40840642,1032.69272,212.0888225,7125.579768,1463.412875,8588.992644,,26.92389782
1630.00,1979,hest,6.06,28.40,868.37,897.97,432,216,162,0.7,0.3,4.240588845,1.82,94.75732893,56.34304488,45.40840642,401.8268721,82.52502076,11411.88317,2343.710589,13755.59376,,15.84070587
1632.00,1979,hest,6.48,28.40,345.73,356.03,432,216,162,0.7,0.3,4.538422113,1.95,94.75732893,56.34304488,45.40840642,430.048757,88.32107821,12213.3847,2508.318621,14721.70332,,42.58150383
1633.00,1979,hest,7.22,28.40,361.30,369.60,432,216,162,0.7,0.3,5.05246766,2.17,94.75732893,56.34304488,45.40840642,478.75834,98.32478784,13596.73686,2792.423975,16389.16083,,45.36164083
1634.00,1979,hest,56.37,28.40,2141.14,2203.15,432,216,162,0.7,0.3,39.45578865,16.91,94.75732893,56.34304488,45.40840642,3738.725143,767.8390657,106179.7941,21806.62947,127986.4235,,59.77489727
1635.00,1979,hest,28.61,28.40,886.73,921.23,432,216,162,0.7,0.3,20.02755817,8.58,94.75732893,56.34304488,45.40840642,1897.757917,389.7512148,53896.32486,11068.9345,64965.25936,,73.26385637
1636.00,1979,hest,10.35,6.90,581.08,613.18,432,216,162,0.7,0.3,7.245668441,3.11,94.75732893,56.34304488,45.40840642,686.5801878,141.0061103,4737.403296,972.9421611,5710.345457,,9.827124418
1638.00,1979,hest,67.37,6.90,516.77,562.41,432,216,162,0.7,0.3,47.16109008,20.21,94.75732893,56.34304488,45.40840642,4468.858926,917.7899768,30835.12659,6332.75084,37167.87743,,71.92344259
1640.00,1979,hest,11.09,28.40,1732.98,1757.28,432,216,162,0.7,0.3,7.766355882,3.33,94.75732893,56.34304488,45.40840642,735.919139,151.1390761,20900.10355,4292.349763,25192.45331,,14.537071
1644.00,1979,hest,66.99,28.40,1152.28,1171.18,432,216,162,0.7,0.3,46.89233808,20.10,94.75732893,56.34304488,45.40840642,4443.392704,912.5598625,126192.3528,25916.70009,152109.0529,,132.0070234
1648.00,1979,hest,71.54,28.40,1756.71,1809.41,432,216,162,0.7,0.3,50.07515401,21.46,94.75732893,56.34304488,45.40840642,4744.98784,974.4998336,134757.6547,27675.79527,162433.4499,,92.46457863
1653.00,1979,hest,68.33,6.90,582.46,654.86,432,216,162,0.7,0.3,47.833843,20.50,94.75732893,56.34304488,45.40840642,4532.607195,930.8822501,31274.98965,6423.087526,37698.07717,,64.72217349
1657.00,1979,hest,38.39,6.90,180.33,212.93,432,216,162,0.7,0.3,26.86989157,11.52,94.75732893,56.34304488,45.40840642,2546.119154,522.9081245,17568.22216,3608.066059,21176.28822,,117.430756
1662.00,1979,hest,10.61,6.90,164.14,174.04,432,216,162,0.7,0.3,7.427300359,3.18,94.75732893,56.34304488,45.40840642,703.7911432,144.5408029,4856.158888,997.3315398,5853.490428,,35.661572
1663.00,1979,hest,17.15,6.90,150.27,165.42,432,216,162,0.7,0.3,12.00819611,5.15,94.75732893,56.34304488,45.40840642,1137.864588,233.6884497,7851.26566,1612.450303,9463.715963,,62.97807921
