knr2017,AAR,ART,prod,nytidutm,utmar,totareal,,VEKTCH,ANDAD,METOFF,,METBEITEANTALL,METBEITEOFF,TOTBAR
628,1989,storf,31,28,143.13,156.85,,304,1,72.80399107,,2256.923723,63193.86425,441.5137584
631,1989,storf,171,28,526.59,538.19,,304,1,72.80399107,,12449.48247,348585.5092,661.9675824
632,1989,storf,127,28,419.8,429.6,,304,1,72.80399107,,9246.106866,258890.9922,616.7007914
633,1989,storf,648,28,2260.74,2278.94,,304,1,72.80399107,,47176.98621,1320955.614,584.3023143
701,1989,storf,0,28,45.98,67.46,,304,1,72.80399107,,0,0,0
702,1989,storf,87,28,63.84,83.78,,304,1,72.80399107,,6333.947223,177350.5222,2778.047028
704,1989,storf,130,28,61.59,104.8,,304,1,72.80399107,,9464.518839,265006.5275,4302.752516
709,1989,storf,209,28,418.12,496.6,,304,1,72.80399107,,15216.03413,426048.9557,1018.96335
710,1989,storf,417,28,310.06,417.5,,304,1,72.80399107,,30359.26428,850059.3997,2741.596464
711,1989,storf,12,28,52.12,55.96,,304,1,72.80399107,,873.6478928,24462.141,469.3426899
713,1989,storf,341,28,140.34,173.9,,304,1,72.80399107,,24826.16095,695132.5067,4953.202984
714,1989,storf,28,28,134.14,148.51,,304,1,72.80399107,,2038.51175,57078.329,425.5131131
716,1989,storf,194,28,125.1,224,,304,1,72.80399107,,14123.97427,395471.2795,3161.241243
722,1989,storf,30,28,46.68,59.23,,304,1,72.80399107,,2184.119732,61155.3525,1310.097526
723,1989,storf,2,28,34.8,37.54,,304,1,72.80399107,,145.6079821,4077.0235,117.1558477
728,1989,storf,267,28,249.26,271.66,,304,1,72.80399107,,19438.66562,544282.6372,2183.593987
805,1989,storf,68,28,150.12,157.53,,304,1,72.80399107,,4950.671393,138618.799,923.3866173
806,1989,storf,634,28,678.34,722,,304,1,72.80399107,,46157.73034,1292416.449,1905.26351
807,1989,storf,113,28,831.77,851.07,,304,1,72.80399107,,8226.850991,230351.8277,276.941736
811,1989,storf,357,28,197.76,204.66,,304,1,72.80399107,,25991.02481,727748.6947,3679.959015
814,1989,storf,63,28,271.05,280.53,,304,1,72.80399107,,4586.651437,128426.2402,473.8101466
815,1989,storf,64,28,286.75,290.75,,304,1,72.80399107,,4659.455428,130464.752,454.9773391
817,1989,storf,50,28,986.57,998.27,,304,1,72.80399107,,3640.199553,101925.5875,103.3130822
819,1989,storf,91,28,361.62,390.21,,304,1,72.80399107,,6625.163187,185504.5692,512.9820509
821,1989,storf,17,28,237.43,261.3,,304,1,72.80399107,,1237.667848,34654.69975,145.9575443
822,1989,storf,18,28,261.44,286.44,,304,1,72.80399107,,1310.471839,36693.2115,140.3504112
826,1989,storf,322,28,1900.86,1914.48,,304,1,72.80399107,,23442.88512,656400.7835,345.3177948
827,1989,storf,119,28,737.59,749.69,,304,1,72.80399107,,8663.674937,242582.8982,328.8858285
828,1989,storf,190,28,657.48,670.28,,304,1,72.80399107,,13832.7583,387317.2325,589.0935579
829,1989,storf,119,28,617.65,627.14,,304,1,72.80399107,,8663.674937,242582.8982,392.7513936
830,1989,storf,78,28,784.41,788.71,,304,1,72.80399107,,5678.711303,159003.9165,202.7051115
831,1989,storf,82,28,1126.02,1132.62,,304,1,72.80399107,,5969.927268,167157.9635,148.4502615
833,1989,storf,200,28,920.74,931.54,,304,1,72.80399107,,14560.79821,407702.35,442.7985642
834,1989,storf,397,28,2912.57,2929.17,,304,1,72.80399107,,28903.18445,809289.1647,277.8608462
901,1989,storf,29,28,171.43,175.25,,304,1,72.80399107,,2111.315741,59116.84075,344.845364
904,1989,storf,104,28,254.04,273.53,,304,1,72.80399107,,7571.615071,212005.222,834.5348055
906,1989,storf,64,28,235.13,253.79,,304,1,72.80399107,,4659.455428,130464.752,554.8622124
911,1989,storf,62,28,308.84,314.64,,304,1,72.80399107,,4513.847446,126387.7285,409.233676
912,1989,storf,33,28,318.6,321.7,,304,1,72.80399107,,2402.531705,67270.88775,211.1452848
914,1989,storf,17,28,198.56,204.47,,304,1,72.80399107,,1237.667848,34654.69975,174.5301156
919,1989,storf,57,28,601.9,608.8,,304,1,72.80399107,,4149.827491,116195.1697,193.0472998
926,1989,storf,49,28,167.62,174.46,,304,1,72.80399107,,3567.395562,99887.07574,595.9138274
928,1989,storf,147,28,621.7,632.7,,304,1,72.80399107,,10702.18669,299661.2272,482.0029391
929,1989,storf,61,28,1079.87,1088.77,,304,1,72.80399107,,4441.043455,124349.2167,115.1520245
935,1989,storf,89,28,242.48,246.18,,304,1,72.80399107,,6479.555205,181427.5457,748.2165364
937,1989,storf,260,28,519.52,529.42,,304,1,72.80399107,,18929.03768,530013.055,1020.197596
938,1989,storf,52,28,1178.77,1186.27,,304,1,72.80399107,,3785.807536,106002.611,89.92645808
940,1989,storf,145,28,1160.72,1169.82,,304,1,72.80399107,,10556.5787,295584.2037,254.6559064
941,1989,storf,46,28,1303.51,1305.41,,304,1,72.80399107,,3348.983589,93771.54049,71.93772238
1001,1989,storf,87,28,251.81,260.07,,304,1,72.80399107,,6333.947223,177350.5222,704.3029357
1002,1989,storf,391,28,196.73,208.41,,304,1,72.80399107,,28466.36051,797058.0942,4051.533036
1003,1989,storf,710,28,219,250.88,,304,1,72.80399107,,51690.83366,1447343.342,6608.87371
1004,1989,storf,261,28,467.01,479.9,,304,1,72.80399107,,19001.84167,532051.5667,1139.272321
1014,1989,storf,409,28,352.1,364.56,,304,1,72.80399107,,29776.83235,833751.3057,2367.938954
1017,1989,storf,273,28,197.24,206.9,,304,1,72.80399107,,19875.48956,556513.7077,2821.505312
1018,1989,storf,37,28,136.34,141.54,,304,1,72.80399107,,2693.747669,75424.93475,553.2120782
1021,1989,storf,326,28,366.3,380.4,,304,1,72.80399107,,23734.10109,664554.8305,1814.236501
1026,1989,storf,231,28,825.31,833.51,,304,1,72.80399107,,16817.72194,470896.2142,570.5688944
1027,1989,storf,340,28,227.36,238.56,,304,1,72.80399107,,24753.35696,693093.995,3048.442976
1029,1989,storf,515,28,283.98,298.28,,304,1,72.80399107,,37494.0554,1049833.551,3696.857353
1032,1989,storf,846,28,356.29,373.3,,304,1,72.80399107,,61592.17644,1724580.94,4840.385474
1034,1989,storf,217,28,409.89,424.59,,304,1,72.80399107,,15798.46606,442357.0497,1079.209177
1037,1989,storf,386,28,893.4,916.17,,304,1,72.80399107,,28102.34055,786865.5355,880.7539013
1046,1989,storf,150,28,1427.5,1439.6,,304,1,72.80399107,,10920.59866,305776.7625,214.204387
1101,1989,storf,126,28,346.15,393.52,,304,1,72.80399107,,9173.302874,256852.4805,742.0265217
1102,1989,storf,513,28,204.96,283.67,,304,1,72.80399107,,37348.44742,1045756.528,5102.246915
1103,1989,storf,132,28,48.46,66.35,,304,1,72.80399107,,9610.126821,269083.551,5552.693995
1106,1989,storf,100,28,60.04,67.54,,304,1,72.80399107,,7280.399107,203851.175,3395.256079
1111,1989,storf,190,28,253.04,266.33,,304,1,72.80399107,,13832.7583,387317.2325,1530.656151
1112,1989,storf,395,28,336.66,357.34,,304,1,72.80399107,,28757.57647,805212.1412,2391.766593
1114,1989,storf,1572,28,535.97,586.37,,304,1,72.80399107,,114447.874,3204540.471,5978.954924
1119,1989,storf,2238,28,122.84,247.6,,304,1,72.80399107,,162935.332,4562189.296,37139.28115
1120,1989,storf,1217,28,23.74,105.52,,304,1,72.80399107,,88602.45713,2480868.8,104501.6344
1121,1989,storf,574,28,90.79,169.3,,304,1,72.80399107,,41789.49087,1170105.744,12888.04653
1122,1989,storf,348,28,518.39,561.3,,304,1,72.80399107,,25335.78889,709402.089,1368.471786
1124,1989,storf,47,28,30.04,68.38,,304,1,72.80399107,,3421.78758,95810.05224,3189.415854
1127,1989,storf,50,28,7.75,23.81,,304,1,72.80399107,,3640.199553,101925.5875,13151.68871
1129,1989,storf,52,28,699.14,711.74,,304,1,72.80399107,,3785.807536,106002.611,151.6185757
1130,1989,storf,149,28,168.22,192.73,,304,1,72.80399107,,10847.79467,303738.2507,1805.6013
1133,1989,storf,163,28,973.64,1008.44,,304,1,72.80399107,,11867.05054,332277.4152,341.2733816
1134,1989,storf,382,28,1641.69,1673.19,,304,1,72.80399107,,27811.12459,778711.4885,474.3352816
1135,1989,storf,140,28,498.83,507.3,,304,1,72.80399107,,10192.55875,285391.645,572.1220556
1141,1989,storf,74,28,63.86,104.46,,304,1,72.80399107,,5387.495339,150849.8695,2362.196516
1142,1989,storf,177,28,25.52,64.92,,304,1,72.80399107,,12886.30642,360816.5797,14138.58071
1144,1989,storf,6,28,3.13,5.73,,304,1,72.80399107,,436.8239464,12231.0705,3907.690255
1145,1989,storf,45,28,37.15,44.95,,304,1,72.80399107,,3276.179598,91733.02874,2469.260531
1146,1989,storf,1202,28,341.25,392.75,,304,1,72.80399107,,87510.39726,2450291.123,7180.340288
1149,1989,storf,368,28,166.71,217.41,,304,1,72.80399107,,26791.86871,750172.324,4499.863979
1151,1989,storf,8,28,5.14,6.14,,304,1,72.80399107,,582.4319285,16308.094,3172.780934
1160,1989,storf,1774,28,505.29,610.19,,304,1,72.80399107,,129154.2802,3616319.844,7156.91948
1201,1989,storf,1377,28,410.34,444.68,,304,1,72.80399107,,100251.0957,2807030.68,6840.74348
1211,1989,storf,1284,28,652.5,678,,304,1,72.80399107,,93480.32453,2617449.087,4011.416225
1216,1989,storf,667,28,200.3,224,,304,1,72.80399107,,48560.26204,1359687.337,6788.254304
1219,1989,storf,186,28,221,234.4,,304,1,72.80399107,,13541.54234,379163.1855,1715.670523
1221,1989,storf,163,28,129.53,137.84,,304,1,72.80399107,,11867.05054,332277.4152,2565.254499
1222,1989,storf,276,28,129.2,137.1,,304,1,72.80399107,,20093.90153,562629.243,4354.715503
1223,1989,storf,593,28,232.68,245.08,,304,1,72.80399107,,43172.7667,1208837.468,5195.278785
1224,1989,storf,1479,28,1052.75,1093.3,,304,1,72.80399107,,107677.1028,3014958.878,2863.888747
1227,1989,storf,282,28,191.9,196.9,,304,1,72.80399107,,20530.72548,574860.3135,2995.624354
1228,1989,storf,97,28,1578.44,1583.65,,304,1,72.80399107,,7061.987134,197735.6397,125.2728262
1231,1989,storf,193,28,1294.2,1307.8,,304,1,72.80399107,,14051.17028,393432.7677,303.9968844
1232,1989,storf,101,28,1456.18,1459.28,,304,1,72.80399107,,7353.203098,205889.6867,141.3902723
1233,1989,storf,186,28,675.57,681.77,,304,1,72.80399107,,13541.54234,379163.1855,561.2492939
1234,1989,storf,300,28,200.24,205.04,,304,1,72.80399107,,21841.19732,611553.525,3054.102702
1235,1989,storf,2974,28,1678.5,1739.31,,304,1,72.80399107,,216519.0694,6062533.944,3611.876047
1238,1989,storf,1350,28,560.4,583.76,,304,1,72.80399107,,98285.38794,2751990.862,4910.76171
1241,1989,storf,612,28,338.58,354.98,,304,1,72.80399107,,44556.04253,1247569.191,3684.710234
1242,1989,storf,119,28,251.88,255.68,,304,1,72.80399107,,8663.674937,242582.8982,963.0891624
1243,1989,storf,648,28,123.08,133.27,,304,1,72.80399107,,47176.98621,1320955.614,10732.49605
1244,1989,storf,11,28,106.36,111.76,,304,1,72.80399107,,800.8439017,22423.62925,210.8276537
1245,1989,storf,33,28,91.68,94.33,,304,1,72.80399107,,2402.531705,67270.88775,733.7575016
1246,1989,storf,80,28,135.25,141.25,,304,1,72.80399107,,5824.319285,163080.94,1205.774048
1247,1989,storf,97,28,88.75,93.12,,304,1,72.80399107,,7061.987134,197735.6397,2228.007208
1251,1989,storf,284,28,710.15,717.37,,304,1,72.80399107,,20676.33346,578937.337,815.2324677
1252,1989,storf,94,28,375.15,377.15,,304,1,72.80399107,,6843.57516,191620.1045,510.7826323
1253,1989,storf,1099,28,223.66,247.86,,304,1,72.80399107,,80011.58618,2240324.413,10016.65212
1256,1989,storf,166,28,75.77,85.87,,304,1,72.80399107,,12085.46252,338392.9505,4466.054513
1259,1989,storf,66,28,60.71,64.21,,304,1,72.80399107,,4805.06341,134541.7755,2216.138618
1260,1989,storf,1182,28,79.22,105.72,,304,1,72.80399107,,86054.31744,2409520.888,30415.56284
1263,1989,storf,846,28,418.41,453.83,,304,1,72.80399107,,61592.17644,1724580.94,4121.74886
1264,1989,storf,72,28,50.14,55.38,,304,1,72.80399107,,5241.887357,146772.846,2927.26059
1265,1989,storf,0,28,8.58,8.88,,304,1,72.80399107,,0,0,0
1266,1989,storf,345,28,519.6,527.5,,304,1,72.80399107,,25117.37692,703286.5537,1353.515307
1401,1989,storf,834,28,648.06,667.96,,304,1,72.80399107,,60718.52855,1700118.799,2623.397215
1411,1989,storf,962,28,557.26,577.96,,304,1,72.80399107,,70037.43941,1961048.303,3519.090377
1412,1989,storf,142,28,216.68,219.78,,304,1,72.80399107,,10338.16673,289468.6685,1335.927028
1413,1989,storf,502,28,238.22,249.62,,304,1,72.80399107,,36547.60352,1023332.898,4295.747202
1416,1989,storf,767,28,849.26,861.4,,304,1,72.80399107,,55840.66115,1563538.512,1841.059878
1417,1989,storf,798,28,770.9,793.1,,304,1,72.80399107,,58097.58487,1626732.376,2110.173014
1418,1989,storf,587,28,413.5,423.8,,304,1,72.80399107,,42735.94276,1196606.397,2893.848603
1419,1989,storf,193,28,178.44,183.2,,304,1,72.80399107,,14051.17028,393432.7677,2204.846266
1420,1989,storf,727,28,714.47,734.8,,304,1,72.80399107,,52928.50151,1481998.042,2074.262099
1421,1989,storf,63,28,1412.14,1419.44,,304,1,72.80399107,,4586.651437,128426.2402,90.94441078
1422,1989,storf,276,28,1278.26,1291.2,,304,1,72.80399107,,20093.90153,562629.243,440.1524283
1424,1989,storf,51,28,939.95,941.73,,304,1,72.80399107,,3713.003544,103964.0992,110.6059889
1426,1989,storf,1845,28,2598.83,2636.53,,304,1,72.80399107,,134323.3635,3761054.179,1447.210544
1428,1989,storf,1059,28,291.2,312.5,,304,1,72.80399107,,77099.42654,2158783.943,7413.406398
1429,1989,storf,1241,28,372.5,393.6,,304,1,72.80399107,,90349.75291,2529793.082,6791.390823
1430,1989,storf,1702,28,511.6,540.9,,304,1,72.80399107,,123912.3928,3469546.998,6781.757229
1431,1989,storf,1405,28,592.68,619.98,,304,1,72.80399107,,102289.6074,2864109.009,4832.471163
1432,1989,storf,1027,28,542.76,564.98,,304,1,72.80399107,,74769.69883,2093551.567,3857.232602
1433,1989,storf,1082,28,334.17,353.57,,304,1,72.80399107,,78773.91833,2205669.713,6600.442031
1438,1989,storf,452,28,789.81,804.51,,304,1,72.80399107,,32907.40396,921407.3109,1166.618948
1439,1989,storf,189,28,154.31,162.09,,304,1,72.80399107,,13759.95431,385278.7207,2496.783881
1441,1989,storf,288,28,215.82,228.22,,304,1,72.80399107,,20967.54943,587091.384,2720.282569
1443,1989,storf,1593,28,391.29,417.5,,304,1,72.80399107,,115976.7578,3247349.218,8299.085634
1444,1989,storf,689,28,166.72,177,,304,1,72.80399107,,50161.94985,1404534.596,8424.51173
1445,1989,storf,2002,28,918.5,959.2,,304,1,72.80399107,,145753.5901,4081100.523,4443.223215
1449,1989,storf,2217,28,1286.88,1328.89,,304,1,72.80399107,,161406.4482,4519380.55,3511.889647
1502,1989,storf,275,28,339.64,355.3,,304,1,72.80399107,,20021.09754,560590.7312,1650.543903
1504,1989,storf,82,28,89.47,92.92,,304,1,72.80399107,,5969.927268,167157.9635,1868.312993
1505,1989,storf,26,28,61.23,63.93,,304,1,72.80399107,,1892.903768,53001.3055,865.6100849
1511,1989,storf,445,28,342.9,366.4,,304,1,72.80399107,,32397.77603,907137.7287,2645.487689
1514,1989,storf,186,28,75.8,87.4,,304,1,72.80399107,,13541.54234,379163.1855,5002.152843
1515,1989,storf,118,28,112.24,119.54,,304,1,72.80399107,,8590.870946,240544.3865,2143.125325
1516,1989,storf,215,28,88.42,94.4,,304,1,72.80399107,,15652.85808,438280.0262,4956.797401
1517,1989,storf,106,28,71.2,76.8,,304,1,72.80399107,,7717.223053,216082.2455,3034.862998
1519,1989,storf,954,28,504.19,526.39,,304,1,72.80399107,,69455.00748,1944740.209,3857.157439
1520,1989,storf,1660,28,742.44,784.55,,304,1,72.80399107,,120854.6252,3383929.505,4557.849126
1523,1989,storf,285,28,121.41,127.11,,304,1,72.80399107,,20749.13745,580975.8487,4785.23885
1524,1989,storf,746,28,888.06,901.06,,304,1,72.80399107,,54311.77734,1520729.765,1712.417816
1525,1989,storf,791,28,830.74,846.84,,304,1,72.80399107,,57587.95693,1612462.794,1940.995732
1526,1989,storf,305,28,241.52,246.22,,304,1,72.80399107,,22205.21728,621746.0837,2574.304752
1528,1989,storf,613,28,313.58,328.88,,304,1,72.80399107,,44628.84652,1249607.703,3984.972583
1529,1989,storf,328,28,105.32,111.02,,304,1,72.80399107,,23879.70907,668631.854,6348.574382
1531,1989,storf,65,28,55.44,57.5,,304,1,72.80399107,,4732.259419,132503.2637,2390.03001
1532,1989,storf,336,28,27.96,39.22,,304,1,72.80399107,,24462.141,684939.948,24497.13691
1534,1989,storf,259,28,229.29,249.98,,304,1,72.80399107,,18856.23369,527974.5432,2302.649672
1535,1989,storf,587,28,328.58,349.38,,304,1,72.80399107,,42735.94276,1196606.397,3641.750554
1539,1989,storf,1073,28,1405.24,1442.95,,304,1,72.80399107,,78118.68242,2187323.108,1556.547713
1543,1989,storf,632,28,966.35,989.45,,304,1,72.80399107,,46012.12235,1288339.426,1333.201662
1545,1989,storf,186,28,88.43,93.53,,304,1,72.80399107,,13541.54234,379163.1855,4287.721197
1546,1989,storf,79,28,15.48,19.58,,304,1,72.80399107,,5751.515294,161042.4282,10403.25764
1547,1989,storf,197,28,49.14,58.44,,304,1,72.80399107,,14342.38624,401586.8147,8172.299852
1548,1989,storf,664,28,300.82,359.82,,304,1,72.80399107,,48341.85007,1353571.802,4499.60708
1551,1989,storf,373,28,126.35,146.05,,304,1,72.80399107,,27155.88867,760364.8827,6017.925467
1554,1989,storf,295,28,150.35,171.95,,304,1,72.80399107,,21477.17736,601360.9662,3999.740381
1557,1989,storf,891,28,346.4,372,,304,1,72.80399107,,64868.35604,1816313.969,5243.400604
1560,1989,storf,192,28,303.77,322.57,,304,1,72.80399107,,13978.36628,391394.256,1288.455924
1563,1989,storf,1038,28,1627.59,1651.6,,304,1,72.80399107,,75570.54273,2115975.196,1300.066476
1566,1989,storf,639,28,1279.02,1315.67,,304,1,72.80399107,,46521.75029,1302609.008,1018.443033
1567,1989,storf,622,28,595.48,621.07,,304,1,72.80399107,,45284.08244,1267954.308,2129.297891
1571,1989,storf,186,28,279.65,295.65,,304,1,72.80399107,,13541.54234,379163.1855,1355.849045
1573,1989,storf,262,28,250.9,265.4,,304,1,72.80399107,,19074.64566,534090.0785,2128.697005
1576,1989,storf,746,28,600.93,624.33,,304,1,72.80399107,,54311.77734,1520729.765,2530.627137
1601,1989,storf,429,28,252.63,321.35,,304,1,72.80399107,,31232.91217,874521.5407,3461.669401
1612,1989,storf,364,28,605.56,625.87,,304,1,72.80399107,,26500.65275,742018.277,1225.34229
1613,1989,storf,409,28,477.3,490.7,,304,1,72.80399107,,29776.83235,833751.3057,1746.80768
1617,1989,storf,367,28,630.32,646.62,,304,1,72.80399107,,26719.06472,748133.8122,1186.911112
1620,1989,storf,162,28,213.79,220.89,,304,1,72.80399107,,11794.24655,330238.9035,1544.688262
1621,1989,storf,425,28,27.2,70.49,,304,1,72.80399107,,30941.6962,866367.4937,31851.74609
1622,1989,storf,357,28,278.1,296.3,,304,1,72.80399107,,25991.02481,727748.6947,2616.859744
1624,1989,storf,888,28,529.9,586.5,,304,1,72.80399107,,64649.94407,1810198.434,3416.113293
1627,1989,storf,320,28,319.01,353.56,,304,1,72.80399107,,23297.27714,652323.76,2044.837967
1630,1989,storf,324,28,868.37,897.97,,304,1,72.80399107,,23588.49311,660477.807,760.5949157
1632,1989,storf,336,28,345.73,356.03,,304,1,72.80399107,,24462.141,684939.948,1981.141203
1633,1989,storf,330,28,361.3,369.6,,304,1,72.80399107,,24025.31705,672708.8775,1861.912199
1634,1989,storf,3237,28,2141.14,2203.15,,304,1,72.80399107,,235666.5191,6598662.534,3081.845435
1635,1989,storf,1140,28,886.73,921.23,,304,1,72.80399107,,82996.54982,2323903.395,2620.756482
1636,1989,storf,684,28,581.08,613.18,,304,1,72.80399107,,49797.92989,1394342.037,2399.56983
1638,1989,storf,471,28,516.77,562.41,,304,1,72.80399107,,34290.67979,960139.0342,1857.962022
1640,1989,storf,824,28,1732.98,1757.28,,304,1,72.80399107,,59990.48864,1679733.682,969.2747071
1644,1989,storf,583,28,1152.28,1171.18,,304,1,72.80399107,,42444.72679,1188452.35,1031.39198
1648,1989,storf,1937,28,1756.71,1809.41,,304,1,72.80399107,,141021.3307,3948597.26,2247.722879
1653,1989,storf,892,28,582.46,654.86,,304,1,72.80399107,,64941.16003,1818352.481,3121.849536
1657,1989,storf,356,28,180.33,212.93,,304,1,72.80399107,,25918.22082,725710.183,4024.345272
1662,1989,storf,90,28,164.14,174.04,,304,1,72.80399107,,6552.359196,183466.0575,1117.741303
1663,1989,storf,160,28,150.27,165.42,,304,1,72.80399107,,11648.63857,326161.88,2170.505623
1664,1989,storf,901,28,1108.78,1143.78,,304,1,72.80399107,,65596.39595,1836699.087,1656.504524
1665,1989,storf,258,28,1206.28,1214.68,,304,1,72.80399107,,18783.4297,525936.0315,435.9983018
1702,1989,storf,1387,28,1260.49,1423.66,,304,1,72.80399107,,100979.1356,2827415.797,2243.108471
1703,1989,storf,380,28,729.65,749.95,,304,1,72.80399107,,27665.51661,774634.465,1061.652114
1711,1989,storf,74,28,1181.45,1191.95,,304,1,72.80399107,,5387.495339,150849.8695,127.6819751
1714,1989,storf,1267,28,810.57,900.31,,304,1,72.80399107,,92242.65668,2582794.387,3186.392769
1717,1989,storf,222,28,50.22,73.92,,304,1,72.80399107,,16162.48602,452549.6085,9011.342264
1718,1989,storf,443,28,376.23,398.83,,304,1,72.80399107,,32252.16804,903060.7052,2400.288933
1719,1989,storf,1687,28,486.82,621.11,,304,1,72.80399107,,122820.3329,3438969.322,7064.149628
1721,1989,storf,1489,28,1391.7,1478.88,,304,1,72.80399107,,108405.1427,3035343.996,2181.033265
1724,1989,storf,318,28,548.56,559.96,,304,1,72.80399107,,23151.66916,648246.7365,1181.724399
1725,1989,storf,708,28,708.46,736.96,,304,1,72.80399107,,51545.22568,1443266.319,2037.188153
1736,1989,storf,364,28,2095.9,2132.7,,304,1,72.80399107,,26500.65275,742018.277,354.0332444
1738,1989,storf,560,28,2627.35,2642.95,,304,1,72.80399107,,40770.235,1141566.58,434.4935315
1739,1989,storf,205,28,1330.6,1335.5,,304,1,72.80399107,,14924.81817,417894.9087,314.0650148
1740,1989,storf,110,28,1348.56,1355.46,,304,1,72.80399107,,8008.439017,224236.2925,166.2783209
1742,1989,storf,216,28,1081.09,1102.09,,304,1,72.80399107,,15725.66207,440318.538,407.2912875
1743,1989,storf,171,28,685.22,703.82,,304,1,72.80399107,,12449.48247,348585.5092,508.7205704
1744,1989,storf,156,28,646.34,690.94,,304,1,72.80399107,,11357.42261,318007.833,492.0132329
1748,1989,storf,98,28,463.61,473.71,,304,1,72.80399107,,7134.791125,199774.1515,430.9099275
1749,1989,storf,276,28,423.84,433.34,,304,1,72.80399107,,20093.90153,562629.243,1327.456689
1750,1989,storf,618,28,287.23,302.73,,304,1,72.80399107,,44992.86648,1259800.261,4386.03301
1751,1989,storf,745,28,971.2,1011.8,,304,1,72.80399107,,54238.97335,1518691.254,1563.726579
1755,1989,storf,354,28,96.87,106.67,,304,1,72.80399107,,25772.61284,721633.1595,7449.500975
1756,1989,storf,1349,28,287.79,349.49,,304,1,72.80399107,,98212.58395,2749952.351,9555.413151
1804,1989,storf,654,28,1284.88,1313.03,,304,1,72.80399107,,47613.81016,1333186.684,1037.596261
1805,1989,storf,118,28,1926.13,1931.7,,304,1,72.80399107,,8590.870946,240544.3865,124.8848138
1811,1989,storf,284,28,1195.58,1207.98,,304,1,72.80399107,,20676.33346,578937.337,484.2313663
1812,1989,storf,483,28,159.22,189.02,,304,1,72.80399107,,35164.32769,984601.1752,6183.903876
1813,1989,storf,794,28,972.13,1002.1,,304,1,72.80399107,,57806.36891,1618578.329,1664.98136
1815,1989,storf,273,28,140.36,155.96,,304,1,72.80399107,,19875.48956,556513.7077,3964.902449
1816,1989,storf,40,28,509.29,516.49,,304,1,72.80399107,,2912.159643,81540.47,160.1061674
1818,1989,storf,102,28,56.15,61.35,,304,1,72.80399107,,7426.007089,207928.1985,3703.084568
1820,1989,storf,384,28,188.16,212.5,,304,1,72.80399107,,27956.73257,782788.512,4160.228061
1822,1989,storf,805,28,417.4,438.2,,304,1,72.80399107,,58607.21281,1641001.959,3931.485287
1824,1989,storf,710,28,1791.16,1821.8,,304,1,72.80399107,,51690.83366,1447343.342,808.0480484
1825,1989,storf,145,28,1896.23,1904.23,,304,1,72.80399107,,10556.5787,295584.2037,155.8799321
1826,1989,storf,375,28,2417.03,2434.4,,304,1,72.80399107,,27301.49665,764441.9062,316.2732387
1827,1989,storf,700,28,169.7,187.3,,304,1,72.80399107,,50962.79375,1426958.225,8408.710813
1828,1989,storf,371,28,187.02,201.52,,304,1,72.80399107,,27010.28069,756287.8592,4043.887601
1832,1989,storf,1130,28,1439.4,1461.3,,304,1,72.80399107,,82268.50991,2303518.277,1600.332276
1833,1989,storf,607,28,4266.15,4294.54,,304,1,72.80399107,,44192.02258,1237376.632,290.0452708
1834,1989,storf,284,28,248.77,255.57,,304,1,72.80399107,,20676.33346,578937.337,2327.199168
1835,1989,storf,5,28,14.84,15.04,,304,1,72.80399107,,364.0199553,10192.55875,686.8301044
1836,1989,storf,370,28,677.18,685.58,,304,1,72.80399107,,26937.47669,754249.3475,1113.809249
1837,1989,storf,367,28,802.78,819.98,,304,1,72.80399107,,26719.06472,748133.8122,931.9288126
1838,1989,storf,182,28,615.85,626.85,,304,1,72.80399107,,13250.32637,371009.1385,602.4342591
1839,1989,storf,165,28,1181.57,1193.67,,304,1,72.80399107,,12012.65853,336354.4387,284.6673822
1840,1989,storf,69,28,2083.3,2092.94,,304,1,72.80399107,,5023.475384,140657.3107,67.51658942
1841,1989,storf,350,28,1099.28,1115.18,,304,1,72.80399107,,25481.39687,713479.1125,649.0422026
1845,1989,storf,36,28,1508.95,1512.55,,304,1,72.80399107,,2620.943678,73386.423,48.63409854
1848,1989,storf,814,28,946.32,975.82,,304,1,72.80399107,,59262.44873,1659348.564,1753.475108
1849,1989,storf,175,28,928.86,935.46,,304,1,72.80399107,,12740.69844,356739.5562,384.061706
1850,1989,storf,9,28,1363.09,1365.19,,304,1,72.80399107,,655.2359196,18346.60575,13.45957035
1851,1989,storf,112,28,509.8,514.12,,304,1,72.80399107,,8154.047,228313.316,447.8487956
1852,1989,storf,104,28,308.02,312.02,,304,1,72.80399107,,7571.615071,212005.222,688.2839491
1853,1989,storf,88,28,235.14,242,,304,1,72.80399107,,6406.751214,179389.034,762.903096
1854,1989,storf,106,28,839.66,848.53,,304,1,72.80399107,,7717.223053,216082.2455,257.3449319
1856,1989,storf,0,28,9.58,10.78,,304,1,72.80399107,,0,0,0
1857,1989,storf,3,28,17.58,17.68,,304,1,72.80399107,,218.4119732,6115.53525,347.8688993
1859,1989,storf,120,28,166.56,170.76,,304,1,72.80399107,,8736.478928,244621.41,1468.668408
1860,1989,storf,299,28,369.58,404.34,,304,1,72.80399107,,21768.39333,609515.0132,1649.20995
1865,1989,storf,275,28,449.58,459.9,,304,1,72.80399107,,20021.09754,560590.7312,1246.920973
1866,1989,storf,477,28,533.7,552.3,,304,1,72.80399107,,34727.50374,972370.1047,1821.941362
1867,1989,storf,120,28,226.28,237.28,,304,1,72.80399107,,8736.478928,244621.41,1081.056258
