knr2017,kommune,aar,utmarea,tamrein,villrein,antrein,LANDKAT,ALTREG,reg,endelig tamsum,Tamsommer,Tamaar,Maleper,Femaleper,Chper,Beitedager,Maleandelt,Femaleandt,Chandelt,Maleandxmet,Femandmet,Chandmet,Maleandxbdg,Feandxbdg,Chandxbdg,Sumtam,Malekg,Femalekg,Chkg,Metmale,Metfemale,Metch,Sumsamisk,Korrsvenskrein,Endelig samisk,TOTBAR,,,,,,
1835.00,Træna,1959.00,14.84,0.00,0.00,0.00,NNorway,coast,2.00,0.00,0,0,10,65,25,365,0,0,0,0,0,0,0,0,0,0,100,63,45,31.6227766,22.36173065,17.37438278,0,0,0,0,,,,,,
1836.00,Rødøy,1959.00,677.18,85.81,0.00,85.81,NNorway,mountain,3.00,85.81,107.2577306,92.95669983,10,65,25,365,9.295669983,60.42185489,23.23917496,293.9548952,1351.137245,403.7663212,107293.5368,493165.0943,147374.7072,747833.3383,100,63,45,31.6227766,22.36173065,17.37438278,747833.3383,0,747833.3383,1104.33465,,,,,,
1837.00,Meløy,1959.00,802.78,284.16,0.00,284.16,NNorway,mountain,3.00,284.16,355.195574,307.8361641,10,65,25,365,30.78361641,200.0935067,76.95904103,973.4634248,4474.437102,1337.115837,355314.1501,1633169.542,488047.2806,2476530.973,100,63,45,31.6227766,22.36173065,17.37438278,2476530.973,0,2476530.973,3084.943537,,,,,,
1838.00,Gildeskål,1959.00,615.85,139.95,0.00,139.95,NNorway,mountain,3.00,139.95,174.9433549,151.6175743,10,65,25,365,15.16175743,98.55142328,37.90439357,479.456868,2203.780383,658.5654429,175001.7568,804379.8398,240376.3867,1219757.983,100,63,45,31.6227766,22.36173065,17.37438278,1219757.983,0,1219757.983,1980.608887,,,,,,
1839.00,Beiarn,1959.00,1181.57,268.52,0.00,268.52,NNorway,mountain,3.00,268.52,335.6463748,290.8935248,10,65,25,365,29.08935248,189.0807911,72.7233812,919.8860949,4228.173723,1263.523862,335758.4247,1543283.409,461186.2096,2340228.043,100,63,45,31.6227766,22.36173065,17.37438278,2340228.043,0,2340228.043,1980.608887,,,,,,
1840.00,Saltdal,1959.00,2083.30,999.03,0.00,999.03,NNorway,mountain,3.00,999.03,1248.790535,1082.285131,10,65,25,365,108.2285131,703.4853349,270.5712827,3422.486091,15731.14958,4701.009034,1249207.423,5741869.596,1715868.297,8706945.316,100,63,45,31.6227766,22.36173065,17.37438278,8706945.316,-2574972.428,6131972.888,2943.394081,,,,,,
1841.00,Fauske,1959.00,1099.28,141.52,0.00,141.52,NNorway,mountain,3.00,141.52,176.905369,153.3179865,10,65,25,365,15.33179865,99.65669123,38.32949663,484.8340436,2228.496087,665.9513461,176964.4259,813401.0717,243072.2413,1233437.739,100,63,45,31.6227766,22.36173065,17.37438278,1233437.739,-1358717.271,-125279.5321,-113.9650791,,,,,,
1845.00,Sørfold,1959.00,1508.95,500.53,0.00,500.53,NNorway,mountain,3.00,500.53,625.6600205,542.2386844,10,65,25,365,54.22386844,352.4551449,135.5596711,1714.709278,7881.507017,2355.265615,625868.8866,2876750.061,859671.9496,4362290.897,100,63,45,31.6227766,22.36173065,17.37438278,4362290.897,0,4362290.897,2890.944629,,,,,,
1848.00,Steigen,1959.00,946.32,196.99,0.00,196.99,NNorway,mountain,3.00,196.99,246.2326346,213.4016167,10,65,25,365,21.34016167,138.7110508,53.35040417,674.8351651,3101.819158,926.9303435,246314.8353,1132163.993,338329.5754,1716808.403,100,63,45,31.6227766,22.36173065,17.37438278,1716808.403,0,1716808.403,1814.194356,,,,,,
1849.00,Hamarøy,1959.00,928.86,193.35,0.00,193.35,NNorway,mountain,3.00,193.35,241.6895395,209.4642676,10,65,25,365,20.94642676,136.1517739,52.36606689,662.3841739,3044.589296,909.8280908,241770.2235,1111275.093,332087.2531,1685132.57,100,63,45,31.6227766,22.36173065,17.37438278,1685132.57,0,1685132.57,1814.194356,,,,,,
1850.00,Tysfjord,1959.00,1363.09,462.72,0.00,462.72,NNorway,mountain,3.00,462.72,578.3956726,501.2762496,10,65,25,365,50.12762496,325.8295622,125.3190624,1585.174686,7286.112909,2177.34136,578588.7602,2659431.212,794729.5962,4032749.568,100,63,45,31.6227766,22.36173065,17.37438278,4032749.568,2245792.907,4032749.568,2958.53507,,,,,,
1851.00,Lødingen,1959.00,509.80,67.07,0.00,67.07,NNorway,mountain,3.00,67.07,83.83451906,72.65658319,10,65,25,365,7.265658319,47.22677907,18.1641458,229.7602899,1056.072513,315.5908219,83862.50581,385466.4673,115190.65,584519.6231,100,63,45,31.6227766,22.36173065,17.37438278,584519.6231,0,584519.6231,1146.566542,,,,,,
1852.00,Tjeldsund,1959.00,308.02,215.00,0.00,215.00,NNorway,mountain,3.00,215.00,268.7441665,232.911611,10,65,25,365,23.2911611,151.3925471,58.22790274,736.5311842,3385.399362,1011.673871,268833.8822,1235670.767,369260.9628,1873765.612,100,63,45,31.6227766,22.36173065,17.37438278,1873765.612,0,1873765.612,6083.259568,,,,,,
1853.00,Evenes,1959.00,235.14,15.69,0.00,15.69,NNorway,inlandlow,2.00,15.69,19.60701879,16.99274962,10,65,25,365,1.699274962,11.04528725,4.248187405,53.7357925,246.9917385,73.80963409,19613.56426,90151.98456,26940.51644,136706.0653,100,63,45,31.6227766,22.36173065,17.37438278,136706.0653,0,136706.0653,581.3815823,,,,,,
1854.00,Ballangen,1959.00,839.66,146.83,0.00,146.83,NNorway,mountain,3.00,146.83,183.5422929,159.0699872,10,65,25,365,15.90699872,103.3954917,39.7674968,503.0234669,2312.102136,690.9357116,183603.5654,843917.2795,252191.5347,1279712.38,100,63,45,31.6227766,22.36173065,17.37438278,1279712.38,0,1279712.38,1524.08401,,,,,,
1856.00,Røst,1959.00,9.58,0.00,0.00,0.00,NNorway,coast,2.00,0.00,0,0,10,65,25,365,0,0,0,0,0,0,0,0,0,0,100,63,45,31.6227766,22.36173065,17.37438278,0,0,0,0,,,,,,
1857.00,Værøy,1959.00,17.58,0.00,0.00,0.00,NNorway,coast,2.00,0.00,0,0,10,65,25,365,0,0,0,0,0,0,0,0,0,0,100,63,45,31.6227766,22.36173065,17.37438278,0,0,0,0,,,,,,
1859.00,Flakstad,1959.00,166.56,0.00,0.00,0.00,NNorway,mountain,3.00,0.00,0,0,10,65,25,365,0,0,0,0,0,0,0,0,0,0,100,63,45,31.6227766,22.36173065,17.37438278,0,0,0,0,,,,,,
1860.00,Vestvågøy,1959.00,369.58,0.00,0.00,0.00,NNorway,coast,2.00,0.00,0,0,10,65,25,365,0,0,0,0,0,0,0,0,0,0,100,63,45,31.6227766,22.36173065,17.37438278,0,0,0,0,,,,,,
1865.00,Vågan,1959.00,449.58,0.00,0.00,0.00,NNorway,mountain,3.00,0.00,0,0,10,65,25,365,0,0,0,0,0,0,0,0,0,0,100,63,45,31.6227766,22.36173065,17.37438278,0,0,0,0,,,,,,
1866.00,Hadsel,1959.00,533.70,70.21,0.00,70.21,NNorway,mountain,3.00,70.21,87.76477604,76.0628059,10,65,25,365,7.60628059,49.44082384,19.01570148,240.5317119,1105.582386,330.3860762,87794.07483,403537.5708,120590.9178,611922.5635,100,63,45,31.6227766,22.36173065,17.37438278,611922.5635,0,611922.5635,1146.566542,,,,,,
1867.00,Bø,1959.00,226.28,0.00,0.00,0.00,NNorway,coast,2.00,0.00,0,0,10,65,25,365,0,0,0,0,0,0,0,0,0,0,100,63,45,31.6227766,22.36173065,17.37438278,0,0,0,0,,,,,,
1868.00,Øksnes,1959.00,302.55,0.00,0.00,0.00,NNorway,coast,2.00,0.00,0,0,10,65,25,365,0,0,0,0,0,0,0,0,0,0,100,63,45,31.6227766,22.36173065,17.37438278,0,0,0,0,,,,,,
1870.00,Sortland,1959.00,673.43,88.59,0.00,88.59,NNorway,mountain,3.00,88.59,110.7428014,95.97709458,10,65,25,365,9.597709458,62.38511148,23.99427365,303.5062221,1395.03906,416.8856948,110779.7711,509189.2568,152163.2786,772132.3064,100,63,45,31.6227766,22.36173065,17.37438278,772132.3064,0,772132.3064,1146.566542,,,,,,
1871.00,Andøy,1959.00,608.40,0.00,0.00,0.00,NNorway,coast,2.00,0.00,0,0,10,65,25,365,0,0,0,0,0,0,0,0,0,0,100,63,45,31.6227766,22.36173065,17.37438278,0,0,0,0,,,,,,
1874.00,Moskenes,1959.00,111.82,0.00,0.00,0.00,NNorway,mountain,3.00,0.00,0,0,10,65,25,365,0,0,0,0,0,0,0,0,0,0,100,63,45,31.6227766,22.36173065,17.37438278,0,0,0,0,,,,,,
1902.00,Tromsø,1959.00,2497.07,1043.20,0.00,1043.20,NNorway,mountain,3.00,1043.20,1304.003867,1130.136685,10,65,25,365,113.0136685,734.5888452,282.5341712,3573.805992,16426.6779,4908.856839,1304439.187,5995737.433,1791732.746,9091909.366,100,63,45,31.6227766,22.36173065,17.37438278,9091909.366,0,9091909.366,3641.031035,,,,,,
1903.00,Harstad,1959.00,401.57,71.69,0.00,71.69,NNorway,mountain,3.00,71.69,89.60747809,77.65981435,10,65,25,365,7.765981435,50.47887933,19.41495359,245.581896,1128.795103,337.3228353,89637.39204,412010.2127,123122.8349,624770.4396,100,63,45,31.6227766,22.36173065,17.37438278,624770.4396,0,624770.4396,1555.819507,,,,,,
1911.00,Kvæfjord,1959.00,496.70,154.01,0.00,154.01,NNorway,mountain,3.00,154.01,192.5153361,166.8466246,10,65,25,365,16.68466246,108.450306,41.71165616,527.6153537,2425.136532,724.7142804,192579.6041,885174.8343,264520.7124,1342275.151,100,63,45,31.6227766,22.36173065,17.37438278,1342275.151,0,1342275.151,2702.386049,,,,,,
1913.00,Skånland,1959.00,455.28,30.37,0.00,30.37,NNorway,mountain,3.00,30.37,37.96327088,32.90150143,10,65,25,365,3.290150143,21.38597593,8.225375358,104.043683,478.2274335,142.91082,37975.94428,174553.0132,52162.44929,264691.4068,100,63,45,31.6227766,22.36173065,17.37438278,264691.4068,0,264691.4068,581.3815823,,,,,,
1917.00,Ibestad,1959.00,230.14,0.00,0.00,0.00,NNorway,mountain,3.00,0.00,0,0,10,65,25,365,0,0,0,0,0,0,0,0,0,0,100,63,45,31.6227766,22.36173065,17.37438278,0,0,0,0,,,,,,
1919.00,Gratangen,1959.00,303.55,64.05,0.00,64.05,NNorway,mountain,3.00,64.05,80.06027826,69.3855745,10,65,25,365,6.93855745,45.10062342,17.34639362,219.4164522,1008.527993,301.3828827,80087.00504,368112.7175,110004.7522,558204.4747,100,63,45,31.6227766,22.36173065,17.37438278,558204.4747,0,558204.4747,1838.921017,,,,,,
1920.00,Lavangen,1959.00,295.82,42.68,0.00,42.68,NNorway,mountain,3.00,42.68,53.35473009,46.24076607,10,65,25,365,4.624076607,30.05649795,11.56019152,146.2261415,672.1153115,200.8511924,53372.54166,245322.0887,73310.68524,372005.3156,100,63,45,31.6227766,22.36173065,17.37438278,372005.3156,0,372005.3156,1257.539435,,,,,,
1922.00,Bardu,1959.00,2530.05,616.93,0.00,616.93,NNorway,mountain,3.00,616.93,771.1670816,668.3448041,10,65,25,365,66.83448041,434.4241227,167.086201,2113.491843,9714.47522,2903.019614,771424.5228,3545783.455,1059602.159,5376810.137,100,63,45,31.6227766,22.36173065,17.37438278,5376810.137,24920616.61,5376810.137,2125.179398,,,,,,
1923.00,Salangen,1959.00,430.08,104.87,0.00,104.87,NNorway,mountain,3.00,104.87,131.089717,113.6110881,10,65,25,365,11.36110881,73.84720724,28.40277201,359.2698057,1651.351358,493.480633,131133.4791,602743.2456,180120.431,913997.1557,100,63,45,31.6227766,22.36173065,17.37438278,913997.1557,0,913997.1557,2125.179398,,,,,,
1924.00,Målselv,1959.00,3186.18,901.58,0.00,901.58,NNorway,mountain,3.00,901.58,1126.973934,976.7107429,10,65,25,365,97.67107429,634.8619829,244.1776857,3088.630563,14196.61266,4242.436578,1127350.155,5181763.622,1548489.351,7857603.128,100,63,45,31.6227766,22.36173065,17.37438278,7857603.128,33612147.63,41469750.76,13015.50784,,,,,,
1925.00,Sørreisa,1959.00,339.81,33.83,0.00,33.83,NNorway,mountain,3.00,33.83,42.28628031,36.6481096,10,65,25,365,3.66481096,23.82127124,9.162027401,115.8914983,532.6848513,159.1845711,42300.39687,194429.9707,58102.36845,294832.7361,100,63,45,31.6227766,22.36173065,17.37438278,294832.7361,0,294832.7361,867.6399637,,,,,,
1926.00,Dyrøy,1959.00,272.76,27.15,0.00,27.15,NNorway,mountain,3.00,27.15,33.9425144,29.41684581,10,65,25,365,2.941684581,19.12094978,7.354211453,93.02423434,427.5775288,127.7748848,33953.84554,156065.798,46637.83296,236657.4765,100,63,45,31.6227766,22.36173065,17.37438278,236657.4765,0,236657.4765,867.6399637,,,,,,
1927.00,Tranøy,1959.00,494.83,67.13,0.00,67.13,NNorway,mountain,3.00,67.13,83.9116595,72.72343824,10,65,25,365,7.272343824,47.27023485,18.18085956,229.9717041,1057.04426,315.8812132,83939.672,385821.1548,115296.6428,585057.4696,100,63,45,31.6227766,22.36173065,17.37438278,585057.4696,0,585057.4696,1182.340338,,,,,,
1928.00,Torsken,1959.00,238.05,32.29,0.00,32.29,NNorway,mountain,3.00,32.29,40.36774356,34.98537775,10,65,25,365,3.498537775,22.74049554,8.746344437,110.6334785,508.5168361,151.9623362,40381.21965,185608.6452,55466.2527,281456.1175,100,63,45,31.6227766,22.36173065,17.37438278,281456.1175,0,281456.1175,1182.340338,,,,,,
1929.00,Berg,1959.00,270.75,50.90,0.00,50.90,NNorway,mountain,3.00,50.90,63.6283191,55.14454322,10,65,25,365,5.514454322,35.84395309,13.7861358,174.3823571,801.5328246,239.5256005,63649.56034,292559.481,87426.84419,443635.8855,100,63,45,31.6227766,22.36173065,17.37438278,443635.8855,0,443635.8855,1638.54436,,,,,,
1931.00,Lenvik,1959.00,841.11,241.87,0.00,241.87,NNorway,mountain,3.00,241.87,302.335808,262.0243669,10,65,25,365,26.20243669,170.3158385,65.50609173,828.593802,3808.556907,1138.127912,302436.7377,1390123.271,415416.6879,2107976.697,100,63,45,31.6227766,22.36173065,17.37438278,2107976.697,0,2107976.697,2506.184324,,,,,,
1933.00,Balsfjord,1959.00,1392.92,255.48,0.00,255.48,NNorway,mountain,3.00,255.48,319.3491591,276.7692712,10,65,25,365,27.67692712,179.9000263,69.1923178,875.2212833,4022.875932,1202.173815,319455.7684,1468349.715,438793.4424,2226598.926,100,63,45,31.6227766,22.36173065,17.37438278,2226598.926,14694340.74,16920939.67,12147.81873,,,,,,
1936.00,Karlsøy,1959.00,1000.03,264.51,0.00,264.51,NNorway,mountain,3.00,264.51,330.6393159,286.5540737,10,65,25,365,28.65540737,186.2601479,71.63851844,906.1635458,4165.099259,1244.675041,330749.6942,1520261.23,454306.39,2305317.314,100,63,45,31.6227766,22.36173065,17.37438278,2305317.314,0,2305317.314,2305.248156,,,,,,
1938.00,Lyngen,1959.00,782.92,1333.97,0.00,1333.97,NNorway,mountain,3.00,1333.97,1667.46671,1445.137815,10,65,25,365,144.5137815,939.3395798,361.2844538,4569.927028,21005.25867,6277.094392,1668023.365,7666919.416,2291139.453,11626082.23,100,63,45,31.6227766,22.36173065,17.37438278,11626082.23,0,11626082.23,14849.64266,,,,,,
1939.00,Storfjord,1959.00,1478.00,583.68,0.00,583.68,NNorway,mountain,3.00,583.68,729.5942139,632.3149854,10,65,25,365,63.23149854,411.0047405,158.0787464,1999.555553,9190.777304,2746.520648,729837.7767,3354633.716,1002480.037,5086951.529,100,63,45,31.6227766,22.36173065,17.37438278,5086951.529,14558007.79,19644959.31,13291.58276,,,,,,
1940.00,Kåfjord,1959.00,953.70,2001.58,0.00,2001.58,NNorway,mountain,3.00,2001.58,2501.975545,2168.378806,10,65,25,365,216.8378806,1409.446224,542.0947015,6857.015857,31517.65683,9418.560847,2502810.788,11503944.74,3437774.709,17444530.24,100,63,45,31.6227766,22.36173065,17.37438278,17444530.24,0,17444530.24,18291.42313,,,,,,
1941.00,Skjervøy,1959.00,464.51,791.45,0.00,791.45,NNorway,mountain,3.00,791.45,989.3155895,857.4068442,10,65,25,365,85.74068442,557.3144487,214.3517111,2711.358509,12462.51559,3724.228677,989645.8558,4548818.191,1359343.467,6897807.514,100,63,45,31.6227766,22.36173065,17.37438278,6897807.514,0,6897807.514,14849.64266,,,,,,
1942.00,Nordreisa,1959.00,3336.36,5684.64,0.00,5684.64,NNorway,mountain,3.00,5684.64,7105.795268,6158.355899,10,65,25,365,615.8355899,4002.931334,1539.588975,19474.43128,89512.47232,26749.40817,7108167.418,32672052.4,9763533.982,49543753.8,100,63,45,31.6227766,22.36173065,17.37438278,49543753.8,0,49543753.8,14849.64266,,,,,,
1943.00,Kvænangen,1959.00,2046.20,3486.41,0.00,3486.41,NNorway,mountain,3.00,3486.41,4358.006414,3776.938892,10,65,25,365,377.6938892,2455.01028,944.2347229,11943.72948,54898.27862,16405.49551,4359461.261,20037871.7,5988005.861,30385338.82,100,63,45,31.6227766,22.36173065,17.37438278,30385338.82,0,30385338.82,14849.64266,,,,,,
2002.00,Vardø,1959.00,582.85,993.09,0.00,993.09,NNorway,mountain,3.00,993.09,1241.35668,1075.842456,10,65,25,365,107.5842456,699.2975963,268.960614,3402.112564,15637.50449,4673.024659,1241771.086,5707689.14,1705654.001,8655114.227,100,63,45,31.6227766,22.36173065,17.37438278,8655114.227,0,8655114.227,14849.64266,,,,,,
2003.00,Vadsø,1959.00,1228.12,2092.52,0.00,2092.52,NNorway,mountain,3.00,2092.52,2615.65577,2266.901667,10,65,25,365,226.6901667,1473.486084,566.7254168,7168.5725,32949.69893,9846.504323,2616528.963,12026640.11,3593974.078,18237143.15,100,63,45,31.6227766,22.36173065,17.37438278,18237143.15,0,18237143.15,14849.64266,,,,,,
2004.00,Hammerfest,1959.00,818.85,1395.19,0.00,1395.19,NNorway,mountain,3.00,1395.19,1743.990593,1511.458514,10,65,25,365,151.1458514,982.4480342,377.8646285,4779.651493,21969.23832,6565.164695,1744572.795,8018771.987,2396285.114,12159629.9,100,63,45,31.6227766,22.36173065,17.37438278,12159629.9,0,12159629.9,14849.64266,,,,,,
2011.00,Kautokeino,1959.00,8991.71,15320.47,0.00,15320.47,NNorway,mountain,3.00,15320.47,19150.58638,16597.17486,10,65,25,365,1659.717486,10788.16366,4149.293715,52484.87529,241242.01,72091.41728,19156979.48,88053333.65,26313367.31,133523680.4,100,63,45,31.6227766,22.36173065,17.37438278,133523680.4,0,133523680.4,14849.64266,,,,,,
2012.00,Alta,1959.00,3609.01,6149.19,0.00,6149.19,NNorway,mountain,3.00,6149.19,7686.486525,6661.621655,10,65,25,365,666.1621655,4330.054076,1665.405414,21065.89734,96827.50295,28935.39114,7689052.529,35342038.58,10561417.77,53592508.87,100,63,45,31.6227766,22.36173065,17.37438278,53592508.87,0,53592508.87,14849.64266,,,,,,
2014.00,Loppa,1959.00,672.43,1145.72,0.00,1145.72,NNorway,mountain,3.00,1145.72,1432.144586,1241.191975,10,65,25,365,124.1191975,806.7747837,310.2979937,3924.993654,18040.88041,5391.236119,1432622.684,6584921.35,1967801.183,9985345.217,100,63,45,31.6227766,22.36173065,17.37438278,9985345.217,0,9985345.217,14849.64266,,,,,,
2015.00,Hasvik,1959.00,539.30,918.88,0.00,918.88,NNorway,mountain,3.00,918.88,1148.603684,995.4565264,10,65,25,365,99.54565264,647.0467422,248.8641316,3147.909935,14469.08497,4323.860682,1148987.126,5281216.013,1578209.149,8008412.289,100,63,45,31.6227766,22.36173065,17.37438278,8008412.289,0,8008412.289,14849.64266,,,,,,
2017.00,Kvalsund,1959.00,1741.90,2967.93,0.00,2967.93,NNorway,mountain,3.00,2967.93,3709.906838,3215.252593,10,65,25,365,321.5252593,2089.914185,803.8131482,10167.52145,46734.0981,13965.75732,3711145.328,17057945.81,5097501.422,25866592.56,100,63,45,31.6227766,22.36173065,17.37438278,25866592.56,0,25866592.56,14849.64266,,,,,,
2018.00,Måsøy,1959.00,1073.20,1828.57,0.00,1828.57,NNorway,mountain,3.00,1828.57,2285.706423,1980.945567,10,65,25,365,198.0945567,1287.614618,495.2363917,6264.299912,28793.29128,8604.426635,2286469.468,10509551.32,3140615.722,15936636.51,100,63,45,31.6227766,22.36173065,17.37438278,15936636.51,0,15936636.51,14849.64266,,,,,,
2019.00,Nordkapp,1959.00,893.00,1521.53,0.00,1521.53,NNorway,mountain,3.00,1521.53,1901.915613,1648.326865,10,65,25,365,164.8326865,1071.412462,412.0817161,5212.467221,23958.63689,7159.665473,1902550.536,8744902.466,2613277.898,13260730.9,100,63,45,31.6227766,22.36173065,17.37438278,13260730.9,0,13260730.9,14849.64266,,,,,,
2020.00,Porsanger,1959.00,4637.36,7901.34,0.00,7901.34,NNorway,mountain,3.00,7901.34,9876.671206,8559.781712,10,65,25,365,855.9781712,5563.858113,2139.945428,27068.40648,124417.4965,37180.23099,9879968.367,45412386.23,13570784.31,68863138.9,100,63,45,31.6227766,22.36173065,17.37438278,68863138.9,0,68863138.9,14849.64266,,,,,,
2021.00,Karasjok,1959.00,5206.43,8870.94,0.00,8870.94,NNorway,mountain,3.00,8870.94,11088.67918,9610.18862,10,65,25,365,961.018862,6246.622603,2402.547155,30390.08478,139685.2921,41742.77392,11092380.95,50985131.63,15236112.48,77313625.06,100,63,45,31.6227766,22.36173065,17.37438278,77313625.06,0,77313625.06,14849.64266,,,,,,
2022.00,Lebesby,1959.00,3246.10,5530.85,0.00,5530.85,NNorway,mountain,3.00,5530.85,6913.559094,5991.751215,10,65,25,365,599.1751215,3894.63829,1497.937804,18947.58101,87090.85243,26025.74478,6915867.07,31788161.14,9499396.846,48203425.05,100,63,45,31.6227766,22.36173065,17.37438278,48203425.05,0,48203425.05,14849.64266,,,,,,
2023.00,Gamvik,1959.00,1355.93,2310.29,0.00,2310.29,NNorway,mountain,3.00,2310.29,2887.866111,2502.817296,10,65,25,365,250.2817296,1626.831243,625.7043241,7914.603223,36378.76206,10871.22643,2888830.176,13278248.15,3967997.648,20135075.98,100,63,45,31.6227766,22.36173065,17.37438278,20135075.98,0,20135075.98,14849.64266,,,,,,
2024.00,Berlevåg,1959.00,1082.40,1844.24,0.00,1844.24,NNorway,mountain,3.00,1844.24,2305.300627,1997.92721,10,65,25,365,199.792721,1298.652686,499.4818024,6318.000582,29040.12158,8678.188027,2306070.212,10599644.38,3167538.63,16073253.22,100,63,45,31.6227766,22.36173065,17.37438278,16073253.22,0,16073253.22,14849.64266,,,,,,
2025.00,Tana,1959.00,3827.20,6520.95,0.00,6520.95,NNorway,mountain,3.00,6520.95,8151.188616,7064.363467,10,65,25,365,706.4363467,4591.836254,1766.090867,22339.47878,102681.4055,30684.73874,8153909.753,37478713.01,11199929.64,56832552.4,100,63,45,31.6227766,22.36173065,17.37438278,56832552.4,0,56832552.4,14849.64266,,,,,,
2027.00,Nesseby,1959.00,1372.90,2339.21,0.00,2339.21,NNorway,mountain,3.00,2339.21,2924.008897,2534.141044,10,65,25,365,253.4141044,1647.191679,633.535261,8013.657612,36834.05665,11007.28413,2924985.028,13444430.68,4017658.707,20387074.41,100,63,45,31.6227766,22.36173065,17.37438278,20387074.41,0,20387074.41,14849.64266,,,,,,
2028.00,Båtsfjord,1959.00,1415.33,2411.50,0.00,2411.50,NNorway,mountain,3.00,2411.50,3014.376511,2612.459643,10,65,25,365,261.2459643,1698.098768,653.1149108,8261.322767,37972.42727,11347.46846,3015382.81,13859935.95,4141825.987,21017144.75,100,63,45,31.6227766,22.36173065,17.37438278,21017144.75,0,21017144.75,14849.64266,,,,,,
2030.00,Sør-Varanger,1959.00,3476.36,5923.17,0.00,5923.17,NNorway,mountain,3.00,5923.17,7403.967929,6416.772205,10,65,25,365,641.6772205,4170.901933,1604.193051,20291.61539,93268.58561,27871.86412,7406439.619,34043033.75,10173230.41,51622703.77,100,63,45,31.6227766,22.36173065,17.37438278,51622703.77,0,51622703.77,14849.64266,,,,,,
101.00,Halden,1969.00,535.04,0.00,0.00,0.00,SENorway,inlandlow,2.00,0.00,0,0,10,65,25,365,0,0,0,0,0,0,0,0,0,0,100,63,45,31.6227766,22.36173065,17.37438278,0,0,0,0,,,,,,
104.00,Moss,1969.00,50.12,0.00,0.00,0.00,SENorway,inlandlow,2.00,0.00,0,0,10,65,25,365,0,0,0,0,0,0,0,0,0,0,100,63,45,31.6227766,22.36173065,17.37438278,0,0,0,0,,,,,,
105.00,Sarpsborg,1969.00,288.05,0.00,0.00,0.00,SENorway,inlandlow,2.00,0.00,0,0,10,65,25,365,0,0,0,0,0,0,0,0,0,0,100,63,45,31.6227766,22.36173065,17.37438278,0,0,0,0,,,,,,
106.00,Fredrikstad,1969.00,210.44,0.00,0.00,0.00,SENorway,inlandlow,2.00,0.00,0,0,10,65,25,365,0,0,0,0,0,0,0,0,0,0,100,63,45,31.6227766,22.36173065,17.37438278,0,0,0,0,,,,,,
111.00,Hvaler,1969.00,83.92,0.00,0.00,0.00,SENorway,inlandlow,2.00,0.00,0,0,10,65,25,365,0,0,0,0,0,0,0,0,0,0,100,63,45,31.6227766,22.36173065,17.37438278,0,0,0,0,,,,,,
118.00,Aremark,1969.00,264.42,0.00,0.00,0.00,SENorway,inlandlow,2.00,0.00,0,0,10,65,25,365,0,0,0,0,0,0,0,0,0,0,100,63,45,31.6227766,22.36173065,17.37438278,0,0,0,0,,,,,,
119.00,Marker,1969.00,326.62,0.00,0.00,0.00,SENorway,inlandlow,2.00,0.00,0,0,10,65,25,365,0,0,0,0,0,0,0,0,0,0,100,63,45,31.6227766,22.36173065,17.37438278,0,0,0,0,,,,,,
121.00,Rømskog,1969.00,156.30,0.00,0.00,0.00,SENorway,inlandlow,2.00,0.00,0,0,10,65,25,365,0,0,0,0,0,0,0,0,0,0,100,63,45,31.6227766,22.36173065,17.37438278,0,0,0,0,,,,,,
122.00,Trøgstad,1969.00,121.27,0.00,0.00,0.00,SENorway,inlandlow,2.00,0.00,0,0,10,65,25,365,0,0,0,0,0,0,0,0,0,0,100,63,45,31.6227766,22.36173065,17.37438278,0,0,0,0,,,,,,
123.00,Spydeberg,1969.00,96.12,0.00,0.00,0.00,SENorway,inlandlow,2.00,0.00,0,0,10,65,25,365,0,0,0,0,0,0,0,0,0,0,100,63,45,31.6227766,22.36173065,17.37438278,0,0,0,0,,,,,,
124.00,Askim,1969.00,39.16,0.00,0.00,0.00,SENorway,inlandlow,2.00,0.00,0,0,10,65,25,365,0,0,0,0,0,0,0,0,0,0,100,63,45,31.6227766,22.36173065,17.37438278,0,0,0,0,,,,,,
125.00,Eidsberg,1969.00,151.91,0.00,0.00,0.00,SENorway,inlandlow,2.00,0.00,0,0,10,65,25,365,0,0,0,0,0,0,0,0,0,0,100,63,45,31.6227766,22.36173065,17.37438278,0,0,0,0,,,,,,
127.00,Skiptvet,1969.00,56.69,0.00,0.00,0.00,SENorway,inlandlow,2.00,0.00,0,0,10,65,25,365,0,0,0,0,0,0,0,0,0,0,100,63,45,31.6227766,22.36173065,17.37438278,0,0,0,0,,,,,,
128.00,Rakkestad,1969.00,306.31,0.00,0.00,0.00,SENorway,inlandlow,2.00,0.00,0,0,10,65,25,365,0,0,0,0,0,0,0,0,0,0,100,63,45,31.6227766,22.36173065,17.37438278,0,0,0,0,,,,,,
135.00,Råde,1969.00,69.64,0.00,0.00,0.00,SENorway,inlandlow,2.00,0.00,0,0,10,65,25,365,0,0,0,0,0,0,0,0,0,0,100,63,45,31.6227766,22.36173065,17.37438278,0,0,0,0,,,,,,
136.00,Rygge,1969.00,42.12,0.00,0.00,0.00,SENorway,inlandlow,2.00,0.00,0,0,10,65,25,365,0,0,0,0,0,0,0,0,0,0,100,63,45,31.6227766,22.36173065,17.37438278,0,0,0,0,,,,,,
