art,knr2017,xftot,kommune2017,fylkesnr,aar,region,bestv,NT,kalvprs,okseprs,kuprs,okseavad,sum,kalvprku,svekt_o,svekt_ku,svekt_ka,oksevekt,kuvekt,kalvvekt,moksev,mkuv,mkalvv,skalvvekt,vkalvvekt,mskalvv,mvkalvv,LANDKAT,ALTREG,reg,kommune,bestandsvekst,vinterbest,snittbest,lnfelt,lnvbest,hrate,Høstingsrate,Tilvekstrate,antkg,antmkg,utmar,TOTBAR
rå,138,11,Hobøl,1,1949,2,0.088,0.2,0.3,0.35,0.35,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,28,27,15,12.17,11.84,7.62,#NULL!,#NULL!,#NULL!,#NULL!,SENorway,inlandlow,2,Hobøl,0.091978159,101.8312579,105.4979246,2.397895273,4.623317109,0.108021841,0.108021841,0.2,2505.575709,1127.720065,109.54,10.29505263
rå,211,1.666666667,Vestby,2,1949,2,0.088,0.2,0.3,0.35,0.35,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,28,27,15,12.17,11.84,7.62,#NULL!,#NULL!,#NULL!,#NULL!,SENorway,inlandlow,2,Vestby,0.091978159,15.42897847,15.98453403,0.510825624,2.73624746,0.108021841,0.108021841,0.2,379.6326832,170.8666765,94.87,1.801061205
rå,213,3,Ski,2,1949,2,0.088,0.2,0.3,0.35,0.35,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,28,27,15,12.17,11.84,7.62,#NULL!,#NULL!,#NULL!,#NULL!,SENorway,inlandlow,2,Ski,0.091978159,27.77216125,28.77216125,1.098612289,3.324034125,0.108021841,0.108021841,0.2,683.3388298,307.5600177,127.46,2.41299245
rå,214,7,Ås,2,1949,2,0.088,0.2,0.3,0.35,0.35,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,28,27,15,12.17,11.84,7.62,#NULL!,#NULL!,#NULL!,#NULL!,SENorway,inlandlow,2,Ås,0.091978159,64.80170959,67.13504293,1.945910149,4.171331986,0.108021841,0.108021841,0.2,1594.457269,717.6400414,61.32,11.70319702
rå,215,5.666666667,Frogn,2,1949,2,0.088,0.2,0.3,0.35,0.35,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,28,27,15,12.17,11.84,7.62,#NULL!,#NULL!,#NULL!,#NULL!,SENorway,inlandlow,2,Frogn,0.091978159,52.45852681,54.3474157,1.734601055,3.960022892,0.108021841,0.108021841,0.2,1290.751123,580.9467001,71.11,8.169690622
rå,216,1,Nesodden,2,1949,2,0.088,0.2,0.3,0.35,0.35,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,28,27,15,12.17,11.84,7.62,#NULL!,#NULL!,#NULL!,#NULL!,SENorway,inlandlow,2,Nesodden,0.091978159,9.257387085,9.590720418,0,2.225421837,0.108021841,0.108021841,0.2,227.7796099,102.5200059,53.73,1.908058923
rå,217,0,Oppegård,2,1949,2,0.088,0.2,0.3,0.35,0.35,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,28,27,15,12.17,11.84,7.62,#NULL!,#NULL!,#NULL!,#NULL!,SENorway,inlandlow,2,Oppegård,0.091978159,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,31.98,#NULL!
rå,219,0,Bærum,2,1949,2,0.088,0.2,0.3,0.35,0.35,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,28,27,15,12.17,11.84,7.62,#NULL!,#NULL!,#NULL!,#NULL!,SENorway,inlandlow,2,Bærum,0.091978159,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,169,#NULL!
rå,220,0,Asker,2,1949,2,0.088,0.2,0.3,0.35,0.35,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,28,27,15,12.17,11.84,7.62,#NULL!,#NULL!,#NULL!,#NULL!,SENorway,inlandlow,2,Asker,0.091978159,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,84.84,#NULL!
rå,221,22.33333333,Aurskog-Høland,2,1949,2,0.088,0.2,0.3,0.35,0.35,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,28,27,15,12.17,11.84,7.62,#NULL!,#NULL!,#NULL!,#NULL!,SENorway,inlandlow,2,Aurskog-Høland,0.091978159,206.7483116,214.192756,3.106080331,5.331502167,0.108021841,0.108021841,0.2,5087.077955,2289.613465,796.95,2.87297003
rå,226,6,Sørum,2,1949,2,0.088,0.2,0.3,0.35,0.35,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,28,27,15,12.17,11.84,7.62,#NULL!,#NULL!,#NULL!,#NULL!,SENorway,inlandlow,2,Sørum,0.091978159,55.54432251,57.54432251,1.791759469,4.017181306,0.108021841,0.108021841,0.2,1366.67766,615.1200354,124.53,4.939532927
rå,227,1,Fet,2,1949,2,0.088,0.2,0.3,0.35,0.35,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,28,27,15,12.17,11.84,7.62,#NULL!,#NULL!,#NULL!,#NULL!,SENorway,inlandlow,2,Fet,0.091978159,9.257387085,9.590720418,0,2.225421837,0.108021841,0.108021841,0.2,227.7796099,102.5200059,110.56,0.927279359
rå,228,0,Rælingen,2,1949,2,0.088,0.2,0.3,0.35,0.35,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,28,27,15,12.17,11.84,7.62,#NULL!,#NULL!,#NULL!,#NULL!,SENorway,inlandlow,2,Rælingen,0.091978159,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,50.62,#NULL!
rå,229,10,Enebakk,2,1949,2,0.088,0.2,0.3,0.35,0.35,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,28,27,15,12.17,11.84,7.62,#NULL!,#NULL!,#NULL!,#NULL!,SENorway,inlandlow,2,Enebakk,0.091978159,92.57387085,95.90720418,2.302585093,4.52800693,0.108021841,0.108021841,0.2,2277.796099,1025.200059,165.73,6.18596548
rå,230,0,Lørenskog,2,1949,2,0.088,0.2,0.3,0.35,0.35,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,28,27,15,12.17,11.84,7.62,#NULL!,#NULL!,#NULL!,#NULL!,SENorway,inlandlow,2,Lørenskog,0.091978159,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,60.83,#NULL!
rå,231,2,Skedsmo,2,1949,2,0.088,0.2,0.3,0.35,0.35,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,28,27,15,12.17,11.84,7.62,#NULL!,#NULL!,#NULL!,#NULL!,SENorway,inlandlow,2,Skedsmo,0.091978159,18.51477417,19.18144084,0.693147181,2.918569017,0.108021841,0.108021841,0.2,455.5592199,205.0400118,50.68,4.04577766
rå,233,1.333333333,Nittedal,2,1949,2,0.088,0.2,0.3,0.35,0.35,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,28,27,15,12.17,11.84,7.62,#NULL!,#NULL!,#NULL!,#NULL!,SENorway,inlandlow,2,Nittedal,0.091978159,12.34318278,12.78762722,0.287682072,2.513103909,0.108021841,0.108021841,0.2,303.7061466,136.6933412,165.15,0.827692045
rå,234,0,Gjerdrum,2,1949,2,0.088,0.2,0.3,0.35,0.35,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,28,27,15,12.17,11.84,7.62,#NULL!,#NULL!,#NULL!,#NULL!,SENorway,inlandlow,2,Gjerdrum,0.091978159,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,55.95,#NULL!
rå,235,1,Ullensaker,2,1949,2,0.088,0.2,0.3,0.35,0.35,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,28,27,15,12.17,11.84,7.62,#NULL!,#NULL!,#NULL!,#NULL!,SENorway,inlandlow,2,Ullensaker,0.091978159,9.257387085,9.590720418,0,2.225421837,0.108021841,0.108021841,0.2,227.7796099,102.5200059,161.13,0.636256476
rå,236,0,Nes,2,1949,2,0.088,0.2,0.3,0.35,0.35,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,28,27,15,12.17,11.84,7.62,#NULL!,#NULL!,#NULL!,#NULL!,SENorway,inlandlow,2,Nes,0.091978159,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,470.97,#NULL!
rå,237,0,Eidsvoll,2,1949,2,0.088,0.2,0.3,0.35,0.35,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,28,27,15,12.17,11.84,7.62,#NULL!,#NULL!,#NULL!,#NULL!,SENorway,inlandlow,2,Eidsvoll,0.091978159,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,334.9,#NULL!
rå,238,1.666666667,Nannestad,2,1949,2,0.088,0.2,0.3,0.35,0.35,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,28,27,15,12.17,11.84,7.62,#NULL!,#NULL!,#NULL!,#NULL!,SENorway,inlandlow,2,Nannestad,0.091978159,15.42897847,15.98453403,0.510825624,2.73624746,0.108021841,0.108021841,0.2,379.6326832,170.8666765,273.7,0.624284532
rå,239,0,Hurdal,2,1949,2,0.088,0.2,0.3,0.35,0.35,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,28,27,15,12.17,11.84,7.62,#NULL!,#NULL!,#NULL!,#NULL!,SENorway,inlandlow,2,Hurdal,0.091978159,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,253.44,#NULL!
rå,301,0,Oslo kommune,2,1949,2,0.088,0.2,0.3,0.35,0.35,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,28,27,15,12.17,11.84,7.62,#NULL!,#NULL!,#NULL!,#NULL!,SENorway,inlandlow,2,Oslo kommune,0.091978159,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,390.37,#NULL!
rå,402,2.666666667,Kongsvinger,4,1949,2,0.088,0.2,0.3,0.35,0.35,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,28,27,15,12.17,11.84,7.62,#NULL!,#NULL!,#NULL!,#NULL!,SENorway,inlandlow,2,Kongsvinger,0.091978159,24.68636556,25.57525445,0.980829253,3.20625109,0.108021841,0.108021841,0.2,607.4122931,273.3866824,910.53,0.300250055
rå,403,2,Hamar,4,1949,2,0.088,0.2,0.3,0.35,0.35,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,28,27,15,12.17,11.84,7.62,#NULL!,#NULL!,#NULL!,#NULL!,SENorway,inlandlow,2,Hamar,0.091978159,18.51477417,19.18144084,0.693147181,2.918569017,0.108021841,0.108021841,0.2,455.5592199,205.0400118,289.58,0.70805999
rå,412,4.333333333,Ringsaker,4,1949,2,0.088,0.2,0.3,0.35,0.35,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,28,27,15,12.17,11.84,7.62,#NULL!,#NULL!,#NULL!,#NULL!,SENorway,inlandlow,2,Ringsaker,0.091978159,40.11534403,41.55978848,1.466337069,3.691758905,0.108021841,0.108021841,0.2,987.0449763,444.2533589,941.89,0.471661615
rå,415,1.333333333,Løten,4,1949,2,0.088,0.2,0.3,0.35,0.35,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,28,27,15,12.17,11.84,7.62,#NULL!,#NULL!,#NULL!,#NULL!,SENorway,inlandlow,2,Løten,0.091978159,12.34318278,12.78762722,0.287682072,2.513103909,0.108021841,0.108021841,0.2,303.7061466,136.6933412,314.76,0.434277993
rå,417,18,Stange,4,1949,2,0.088,0.2,0.3,0.35,0.35,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,28,27,15,12.17,11.84,7.62,#NULL!,#NULL!,#NULL!,#NULL!,SENorway,inlandlow,2,Stange,0.091978159,166.6329675,172.6329675,2.890371758,5.115793594,0.108021841,0.108021841,0.2,4100.032979,1845.360106,539.87,3.41815642
rå,418,1,Nord-Odal,4,1949,2,0.088,0.2,0.3,0.35,0.35,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,28,27,15,12.17,11.84,7.62,#NULL!,#NULL!,#NULL!,#NULL!,SENorway,inlandlow,2,Nord-Odal,0.091978159,9.257387085,9.590720418,0,2.225421837,0.108021841,0.108021841,0.2,227.7796099,102.5200059,447.68,0.229002872
rå,419,4,Sør-Odal,4,1949,2,0.088,0.2,0.3,0.35,0.35,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,28,27,15,12.17,11.84,7.62,#NULL!,#NULL!,#NULL!,#NULL!,SENorway,inlandlow,2,Sør-Odal,0.091978159,37.02954834,38.36288167,1.386294361,3.611716198,0.108021841,0.108021841,0.2,911.1184397,410.0800236,413.61,0.991465447
rå,420,6.333333333,Eidskog,4,1949,2,0.088,0.2,0.3,0.35,0.35,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,28,27,15,12.17,11.84,7.62,#NULL!,#NULL!,#NULL!,#NULL!,SENorway,inlandlow,2,Eidskog,0.091978159,58.6301182,60.74122931,1.84582669,4.071248527,0.108021841,0.108021841,0.2,1442.604196,649.2933707,567.33,1.144472125
rå,423,1.666666667,Grue,4,1949,2,0.088,0.2,0.3,0.35,0.35,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,28,27,15,12.17,11.84,7.62,#NULL!,#NULL!,#NULL!,#NULL!,SENorway,inlandlow,2,Grue,0.091978159,15.42897847,15.98453403,0.510825624,2.73624746,0.108021841,0.108021841,0.2,379.6326832,170.8666765,711.45,0.240166809
rå,425,4.666666667,Åsnes,4,1949,2,0.088,0.2,0.3,0.35,0.35,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,28,27,15,12.17,11.84,7.62,#NULL!,#NULL!,#NULL!,#NULL!,SENorway,inlandlow,2,Åsnes,0.091978159,43.20113973,44.75669528,1.540445041,3.765866877,0.108021841,0.108021841,0.2,1062.971513,478.4266942,905.84,0.528158057
rå,426,1.666666667,Våler,4,1949,2,0.088,0.2,0.3,0.35,0.35,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,28,27,15,12.17,11.84,7.62,#NULL!,#NULL!,#NULL!,#NULL!,SENorway,inlandlow,2,Våler,0.091978159,15.42897847,15.98453403,0.510825624,2.73624746,0.108021841,0.108021841,0.2,379.6326832,170.8666765,630.32,0.271079256
rå,427,1.666666667,Elverum,4,1949,2,0.088,0.2,0.3,0.35,0.35,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,28,27,15,12.17,11.84,7.62,#NULL!,#NULL!,#NULL!,#NULL!,SENorway,inlandlow,2,Elverum,0.091978159,15.42897847,15.98453403,0.510825624,2.73624746,0.108021841,0.108021841,0.2,379.6326832,170.8666765,1162.4,0.146994732
rå,428,0,Trysil,4,1949,2,0.088,0.2,0.3,0.35,0.35,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,28,27,15,12.17,11.84,7.62,#NULL!,#NULL!,#NULL!,#NULL!,SENorway,inlandlow,2,Trysil,0.091978159,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2925.19,#NULL!
rå,429,0,Åmot,4,1949,2,0.088,0.2,0.3,0.35,0.35,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,28,27,15,12.17,11.84,7.62,#NULL!,#NULL!,#NULL!,#NULL!,SENorway,inlandlow,2,Åmot,0.091978159,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1277.2,#NULL!
rå,430,2,Stor-Elvdal,4,1949,2,0.088,0.15,0.3,0.35,0.35,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,28,27,15,12.17,11.84,7.62,#NULL!,#NULL!,#NULL!,#NULL!,SENorway,mountain,3,Stor-Elvdal,0.091978159,34.4697781,35.13644476,0.693147181,3.540082943,0.058021841,0.058021841,0.15,834.4905632,375.5910263,2109.51,0.178046573
rå,432,0,Rendalen,4,1949,2,0.088,0.15,0.3,0.35,0.35,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,28,27,15,12.17,11.84,7.62,#NULL!,#NULL!,#NULL!,#NULL!,SENorway,mountain,3,Rendalen,0.091978159,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,3042.83,#NULL!
rå,434,0,Engerdal,4,1949,2,0.088,0.15,0.3,0.35,0.35,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,28,27,15,12.17,11.84,7.62,#NULL!,#NULL!,#NULL!,#NULL!,SENorway,mountain,3,Engerdal,0.091978159,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1906.91,#NULL!
rå,436,0,Tolga,4,1949,2,0.088,0.15,0.3,0.35,0.35,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,28,27,15,12.17,11.84,7.62,#NULL!,#NULL!,#NULL!,#NULL!,SENorway,mountain,3,Tolga,0.091978159,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1066.95,#NULL!
rå,437,0,Tynset,4,1949,2,0.088,0.15,0.3,0.35,0.35,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,28,27,15,12.17,11.84,7.62,#NULL!,#NULL!,#NULL!,#NULL!,SENorway,mountain,3,Tynset,0.091978159,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1764.56,#NULL!
rå,438,0,Alvdal,4,1949,2,0.088,0.15,0.3,0.35,0.35,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,28,27,15,12.17,11.84,7.62,#NULL!,#NULL!,#NULL!,#NULL!,SENorway,mountain,3,Alvdal,0.091978159,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,892.71,#NULL!
rå,439,0,Folldal,4,1949,2,0.088,0.15,0.3,0.35,0.35,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,28,27,15,12.17,11.84,7.62,#NULL!,#NULL!,#NULL!,#NULL!,SENorway,mountain,3,Folldal,0.091978159,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1231.51,#NULL!
rå,441,0,Os,4,1949,2,0.088,0.15,0.3,0.35,0.35,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,28,27,15,12.17,11.84,7.62,#NULL!,#NULL!,#NULL!,#NULL!,SENorway,mountain,3,Os,0.091978159,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,977.23,#NULL!
rå,501,7.333333333,Lillehammer,5,1949,2,0.088,0.2,0.3,0.35,0.35,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,28,27,15,12.17,11.84,7.62,#NULL!,#NULL!,#NULL!,#NULL!,SENorway,inlandlow,2,Lillehammer,0.091978159,67.88750529,70.33194973,1.992430165,4.217852001,0.108021841,0.108021841,0.2,1670.383806,751.8133767,413.89,1.816456973
rå,502,8.666666667,Gjøvik,5,1949,2,0.088,0.2,0.3,0.35,0.35,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,28,27,15,12.17,11.84,7.62,#NULL!,#NULL!,#NULL!,#NULL!,SENorway,inlandlow,2,Gjøvik,0.091978159,80.23068807,83.11957696,2.159484249,4.384906086,0.108021841,0.108021841,0.2,1974.089953,888.5067179,559.75,1.587327768
